,Date_hourly,weighted_positive_fb,weighted_negative_fb,weighted_neutral_fb,weighted_DocTone,Pct_Change,RF_Predictions,XGBoost_Predictions,DecisionTree_Predictions,y_ensemble
0,2024010210.0,0.3098033527919253,0.2807140267016391,0.6049014717218841,0.4613784039691359,-0.1344555608490796,0.020465193492299676,0.012688678572213006,0.00869891989378025,0.019046914172853376
1,2024010211.0,0.4205785887166928,0.419274296393767,0.3957214838747033,0.2871020985522299,0.3180189539296542,-0.014321573134176008,0.07226243117039137,0.00869891989378025,-0.008385247535838523
2,2024010212.0,0.3031014373834388,0.2704254371859395,0.6273695253323398,0.4271438545967694,-0.1162323802278178,0.020465193492299676,-0.01015451977853978,0.00869891989378025,0.01803501668997917
3,2024010213.0,0.2387857651642477,0.2738901184753019,0.7684993342415413,0.7337796265128553,-0.1163651750766856,-0.13216943572435466,0.18554055163394154,-0.007206887127402317,-0.10669149026193472
4,2024010214.0,0.3287143110369936,0.3210783279154302,0.4559620537208156,0.3921387402446873,-0.2488747683346595,0.01585879721844987,0.0011897260255458403,0.00869891989378025,0.014555577749954206
5,2024010311.0,0.5358075034337646,0.4613962785886807,0.4150203422219681,0.3016671202471342,-0.0276955197170786,0.365695065139798,0.28282719013753965,1.329597410862662,0.4499906640507938
6,2024010409.0,0.007111883458994,0.7135144224612128,0.3896381927192722,0.3163460740294329,0.1323937646807611,-2.179636120534867,-0.2691368316008057,-0.6374345722328765,-1.9542632473159947
7,2024010410.0,0.3168262840442608,0.5650697483692981,0.2672471194914591,0.3230270722723398,0.2047388513297439,-0.9701525313320769,-0.27936735434962295,-2.096569819366529,-1.04235012348749
8,2024010411.0,0.2981283928662775,0.3055950908204646,0.5597446554444473,0.4306244983299312,-0.0319237235831139,0.020465193492299676,-0.007588490138842418,0.00869891989378025,0.01814868548948442
9,2024010412.0,0.1433068890736108,0.4700691534223178,0.4085329653021689,0.433572504712613,-0.125606744443505,-0.2006020866986204,0.06816763026618891,0.00869891989378025,-0.16959528466754742
10,2024010413.0,0.3853716670021554,0.4927079566905971,0.4314624490207875,0.4031207029321184,0.0042633923813139,-0.1498369141286156,0.006447086882963043,0.00869891989378025,-0.1284458197937699
11,2024010414.0,0.3270546824024115,0.4301282019646885,0.5004754513019017,0.5023385026949032,-0.0852696653165709,-0.01687343623992757,0.09363331320784134,0.00869891989378025,-0.009644506975159823
12,2024010512.0,0.3250815097077996,0.3507322036023609,0.4401331317121114,0.3888391941431567,-0.2559836170485065,0.01585879721844987,0.0011897260255458403,0.00869891989378025,0.014555577749954206
13,2024010513.0,0.1013942447973284,0.4833875482104466,0.4443103368326009,0.276194860854151,0.1796714579055509,-0.2006020866986204,-3.0105602647410654,0.00869891989378025,-0.305975355425449
14,2024010514.0,0.2483586204237988,0.4992373296601798,0.5689599785747789,0.3498155138553304,-0.3479634531636913,-0.1452305178547658,-0.09997488453148572,-0.2774923714745104,-0.15529611935391385
15,2024010515.0,0.4076791991645901,0.3485515473446814,0.4020779871876201,0.3680430680401789,0.235636862173862,0.013991923096714884,-0.06463945355254255,0.00869891989378025,0.010025703186056705
16,2024010809.0,0.1852515785891768,0.5976040766789502,0.4656255593792167,0.4161045450188099,0.2839271609418662,-0.1505501323492588,-0.12416764443616095,-0.6589644568879027,-0.19577972080768508
17,2024010810.0,0.3817288766204205,0.3792512940844453,0.4816474953278396,0.458992329954876,0.1234620460641238,-0.01687343623992757,0.031677987655428286,0.00869891989378025,-0.012388975460461612
18,2024010811.0,0.2130762886236063,0.5678326999164566,0.360525095682889,0.3183583838515215,0.1041688811411826,-1.9071974688293494,-1.5138529505696847,-0.6374345722328765,-1.7738937722075365
19,2024010812.0,0.1568756984934999,0.4574326599899361,0.6343537392379209,0.4263237629803256,0.1252973156642949,-0.2307308359327509,0.015358943023444325,0.00869891989378025,-0.19797912738630466
20,2024010813.0,0.3514490335091946,0.5668959430104208,0.4797950730593086,0.398745063479993,0.1166564150423048,0.05701909780801796,0.03683537498265293,-1.934832745144903,-0.1256528656950049
21,2024010814.0,0.3263025758675199,0.3962569671913429,0.4768959241206728,0.4483275999834452,0.3643836196851953,-0.01687343623992757,-0.013209212416261754,0.00869891989378025,-0.014377367981875638
22,2024010815.0,0.4374476154508369,0.4544115645176633,0.3526695765508177,0.47140814137052,0.1646403242147985,0.013991923096714884,-0.05126597278720629,0.00869891989378025,0.010618115479463265
