,Unnamed: 0,Date_hourly,weighted_positive_fb,weighted_negative_fb,weighted_neutral_fb,weighted_DocTone,PriceChange,RF_Predictions,XGBoost_Predictions,DecisionTree_Predictions,y_ensemble
29,29,2024011009,0.4488523735343389,0.4966099970006398,0.4248808634394956,0.2696195929557969,-0.0123122383649375,-0.05032021189676715,-0.0005717920271757796,0.16620189963991575,-0.013068409263157488
30,30,2024011010,0.3292097288795464,0.4209805804570949,0.56618158670932,0.3815996521490387,0.3251071375794279,0.11622179405698393,0.09108089034729816,-0.019364075397962564,0.09399668959586205
31,31,2024011011,0.2643201016604635,0.8584004760109137,0.1714386862215889,0.2120526112517512,-0.0846937523014673,-0.9658413514157308,-0.8515957064556459,-0.9983755973111818,-0.949126923831987
32,32,2024011012,0.4065146555058248,0.2749643149670424,0.5386859214182358,0.3636802579839209,0.1916414830102527,-0.061989422771934824,0.07692698804244896,-0.019364075397962564,-0.030987264013652406
33,33,2024011013,0.4270497176062132,0.4527779192062242,0.361639371686748,0.4205030906510006,0.0784698381559571,-0.10640136872931541,0.035253699594665,-0.32833124316199414,-0.10927090599631979
34,34,2024011014,0.291678560687396,0.7064211599555195,0.2788846095080394,0.3179668740142467,0.3271056661561971,-0.12277006196915088,0.20171509727047826,0.025117278446720404,-0.04407582649450366
35,35,2024011015,0.1285273877166784,0.7517581445629049,0.2327901617194487,0.3447537234619414,-0.2198070582488648,-0.8665137379927723,-0.750938084361385,-0.9983755973111818,-0.8624611676325626
36,36,2024011109,0.3182019033936002,0.7279909512797178,0.1939214946588847,0.2942121659377231,-0.1439761829229683,-0.6994719520466358,-0.014224368420545985,-0.9983755973111818,-0.6127003848696737
37,37,2024011110,0.1905977406482523,0.5347783744753593,0.4065368461912537,0.2547411632176567,-0.6060161767221411,-0.2673718013094889,-0.4315667185379745,-0.32833124316199414,-0.3053897462252796
38,38,2024011111,0.4212924385396266,0.4709388003449166,0.4077970984304153,0.3776648448002617,-0.4868333702146398,0.05528293252962917,-0.24519629876006313,-0.32833124316199414,-0.04963896072924559
39,39,2024011112,0.4482115184035861,0.4286435571125694,0.3823068422237669,0.2653893024152308,0.3903837125985185,0.15000121461783628,0.06021078740078546,-0.32833124316199414,0.07139251972146449
40,40,2024011113,0.2289393749509986,0.4541670099861633,0.4637844698178089,0.3285753402763243,0.5685873926206716,-0.1343079019191403,-0.07427909341439667,-0.019364075397962564,-0.1083697521628306
41,41,2024011114,0.5157530121901188,0.2991199095642934,0.5241522687371882,0.3559571859680245,0.2325012236906482,-0.01227524573395149,0.20699365204257847,-0.019068453716164745,0.02703483091743113
42,42,2024011209,0.2356456512000414,0.5513227447753809,0.3596531403851873,0.2261454985340189,-0.126705653021438,-0.181881430285013,-0.13376526726571084,-0.32833124316199414,-0.19208982429448085
43,43,2024011211,0.3254680568507795,0.424694279399951,0.4591571141034631,0.3252459149259969,-0.1002665623242339,0.10125789060681689,0.012922454814000412,-0.019364075397962564,0.06939328025046633
44,44,2024011212,0.1645676671774552,0.4128944892880166,0.3022978476255312,0.3357810256100471,0.1493121848533697,0.06347842847069436,0.10974795511600707,0.08878077097536571,0.07524732409402966
45,45,2024011213,0.3149932741378684,0.295962071350853,0.4150176684406387,0.4686272622217219,0.1368557393875711,-0.08790688913241185,0.11020749292960105,-0.916654852310968,-0.15927121469725403
46,46,2024011214,0.2210145253736282,0.3299876112965388,0.4957285707472987,0.2443405409319836,-0.1635143380109862,-0.11128099899626034,-0.13749623053021262,-0.019364075397962564,-0.10414355808183892
47,47,2024011215,0.2155466169160169,0.4558400485861238,0.4349913397783484,0.4148133232125857,0.1222344456667889,-0.03842559197127244,-0.10416045541379398,-0.019364075397962564,-0.047998345555397066
48,48,2024011609,0.3031074564056001,0.4073440537625525,0.4634107278811995,0.4571925190443244,-0.017143836790672,0.05848449598168478,-0.014574997220139257,-0.019364075397962564,0.03497757058599753
49,49,2024011611,0.3791517538944883,0.4642459687249769,0.4140253616354716,0.3620575682655154,-0.3822927827018587,-0.029952352040451206,-0.15126514863857443,-0.32833124316199414,-0.09095780735560235
50,50,2024011614,0.5303010248001659,0.3428160747787521,0.4010016591149263,0.528402856797944,0.1630061770761889,0.2172070953458097,0.35393339392316675,0.904054570562668,0.33151168038681245
51,51,2024011709,0.4139869808907889,0.2102834974781893,0.5856710504199024,0.4228111720424648,-0.68445932637385,-0.08857395155563366,-0.35469924718324725,-0.019364075397962564,-0.12836315459218453
52,52,2024011710,0.1886462402432041,0.5406820525053031,0.5072640258381994,0.3624670635653146,0.3743646956737302,-0.11801098453262895,0.06606918147914742,-0.019364075397962564,-0.07145126880996883
53,53,2024011711,0.371489556096354,0.69803127968775,0.2219097799811155,0.3448937490446646,0.2346374234341011,-0.4756871957381595,0.14447057395926494,-0.9983755973111818,-0.42992319638255394
54,54,2024011712,0.3188420182865891,0.4080596635946934,0.4563214044887169,0.2807097558394539,-0.0172477516323888,0.032134356920448345,-0.021769672593361246,-0.019364075397962564,0.015562369476190864
55,55,2024011713,0.4204758622538224,0.5178120140426263,0.3481487085956198,0.3340393886327339,-0.2723318258555084,-0.2193683513982309,-0.11710814718499987,-0.32833124316199414,-0.21478128085069803
56,56,2024011809,0.460263276291244,0.4315413348736258,0.4042867792677815,0.4124002861915534,0.170515443827352,0.13184914986360713,0.08439178980560541,-0.32833124316199414,0.06335874775777549
57,57,2024011810,0.2444106359098614,0.6609518820669544,0.3979756191008256,0.2418841666000341,0.16292981858858,-0.11281749482365652,-0.15956630149759513,-0.32833124316199414,-0.14938844158152403
58,58,2024011812,0.3077754648949164,0.2363208442589346,0.6445082877120739,0.4848619642849584,-0.4582373621044942,-0.014183374411864574,-0.36561302610293245,-0.019364075397962564,-0.07927472925890541
59,59,2024011813,0.3223762730255149,0.5997501745998478,0.3341193566354806,0.2211585557368456,0.0876851130163712,-0.04585396062406211,0.1466268366615654,-0.32833124316199414,-0.04727390664248564
60,60,2024011910,0.1062096680439826,0.5695287148131504,0.4228162840582158,0.4225941949297778,0.0480919518118615,-0.8598290474001832,-0.4096686367781637,-0.32833124316199414,-0.7082555526379904
61,61,2024011911,0.4568096749706867,0.4518924822423399,0.4225719074596949,0.4075171064808056,0.2163045568160051,0.004270597190918985,0.1931532898393749,-0.32833124316199414,-0.004321584974385895
62,62,2024011912,0.4160407474527562,0.406238254032452,0.4550049376343337,0.2882155441289066,0.3381376052183429,0.010678447621614526,-0.015203410096245318,-0.019364075397962564,0.0020307872214863376
63,63,2024011913,0.3717734761689653,0.5243590900546616,0.3963939509342726,0.2305203617970899,0.4063291744347216,-0.13286446825738177,-0.12053460148477194,-0.32833124316199414,-0.1560013910432198
64,64,2024012209,0.4118003937619726,0.5946731407375876,0.2877045242699191,0.4766032253753487,0.0661297560284293,-0.40093809123023255,0.010637656213042914,0.025117278446720404,-0.2701374456347113
65,65,2024012211,0.3744493714820761,0.4549960145253424,0.4668868523235023,0.3566761002793245,0.3582783656812147,-0.05129989455386065,0.09041626202734743,-0.019364075397962564,-0.02117342513417147
66,66,2024012212,0.1680615354611992,0.453809902595875,0.3898640724519456,0.4109606398064015,-0.1607679031609823,-0.1238006211900888,-0.14551034177467911,-0.32833124316199414,-0.15435478076211473
67,67,2024012310,0.6333720194228549,0.5429380388489625,0.2325351940481535,0.4284349723542336,-0.1184413123297406,-0.0669536941972391,-0.07450728760292821,-0.10293472243653368,-0.07301331361387695
68,68,2024012409,0.5356161337066447,0.5081401282482731,0.3833368897048183,0.3526764817088729,-0.1333395714419372,-0.14429219588258377,-0.13671942418074043,0.10382268969698588,-0.1106664759814273
69,69,2024012412,0.4507016419459667,0.7112545430503063,0.3456604605300881,0.2492115833681161,0.1935498915654317,-0.06447153431964303,0.22170685273838728,-0.32833124316199414,-0.046297415838030154
70,70,2024012415,0.5177594348365253,0.4473988454256648,0.3003288929625687,0.3408418423926291,-0.1875073245048528,0.38431781542687365,-0.10919147720373171,0.904054570562668,0.3613853958300369
71,71,2024012509,0.2330011747568412,0.4553484737161477,0.4586502001786859,0.3987377429091658,-0.3058103975535173,-0.05022046478260471,-0.11468821020661005,-0.019364075397962564,-0.05802844175720517
72,72,2024012510,0.3330312551524273,0.4764339147632748,0.4041184951902975,0.2963051147181444,0.2083821119175805,-0.0032972118960522046,0.0033880939154363383,-0.32833124316199414,-0.04430349525196422
73,73,2024012511,0.6560986382744084,0.4651824953644894,0.3096656309354035,0.3843447764025935,0.0841141148157699,0.12193312712630763,-0.010148391204615905,0.904054570562668,0.19934330557671137
74,74,2024012512,0.2673959538782128,0.5377813285995109,0.4835902072836975,0.2388980800777965,-0.415470438578071,-0.11281749482365652,-0.31140781155339503,-0.019364075397962564,-0.1370773439654037
75,75,2024012513,0.4599216946365467,0.2458380347940154,0.46336783717458,0.6352063334068808,-0.4230782753407496,-0.11561525634561207,-0.3118606716626303,-0.019364075397962564,-0.13908176365972588
76,76,2024012514,0.4029987967982116,0.5963169478673906,0.2732553374602659,0.3733190016627314,0.1859567356354354,-0.27663083224408436,0.06828398842937008,0.025117278446720404,-0.17420061800536835
77,77,2024012609,0.3292467698681028,0.3379328768823177,0.5090808000956221,0.4027081987202104,-0.0424088210347768,0.16602076239500127,0.015976498545884937,-0.019364075397962564,0.11443006834737991
78,78,2024012610,0.4121262248122383,0.4019904960498824,0.3512480794095947,0.4412769288444986,0.4384310767490132,-0.04002755366716141,0.1590184183289478,-0.32833124316199414,-0.04100110725740387
79,79,2024012611,0.1930167052451331,0.3921351661464822,0.501070856889615,0.3788809648031532,-0.0962192860998392,0.03841519304478151,-0.1093862805655424,-0.019364075397962564,0.0038154213664088406
80,80,2024012612,0.44371875805378,0.7616744778527653,0.223438278025903,0.2379530758904126,-0.4463237021376503,-0.6148638170200817,0.36218277585695813,-0.9983755973111818,-0.48559766776211233
81,81,2024012613,0.4791994734340618,0.3675903977556763,0.3848918398729908,0.4319399336947983,-0.044839874448351,0.11519735065171503,0.1301881814007999,-0.32833124316199414,0.06031748075792648
82,82,2024012615,0.2309146546430345,0.3118791464570585,0.5026663472655603,0.403156391812195,-0.1978285956524886,0.09527327687184194,0.12791935491926568,-0.019364075397962564,0.08636256271387566
83,83,2024012910,0.280775734543637,0.4780388610339375,0.399342130618476,0.2068281826507071,-0.162528854760446,-0.0702607460956466,0.11369238815297361,-0.32833124316199414,-0.0700726637215602
84,84,2024012911,0.2825287262936052,0.3709322752837805,0.538600962003443,0.3715249704609871,0.2878444696111805,0.09143325912868502,-0.013452769184232329,-0.019364075397962564,0.05781138593718399
85,85,2024012912,0.2654345084746585,0.4508745035586501,0.3875496057109266,0.3125751434277044,0.0940999341300541,-0.0531616998012176,0.060890162582953045,-0.32833124316199414,-0.06800843510178795
86,86,2024012913,0.6576202241400014,0.425882299277119,0.2208248664217973,0.5185454848563918,-0.0634532678432896,0.6097197335493394,0.6433533741391634,0.904054570562668,0.6541278629812881
87,87,2024013009,0.2879543779957255,0.2967362255350828,0.5344044671049688,0.4173161364795769,0.0491699641761774,0.05534879647476685,0.005624986391659254,-0.019364075397962564,0.03652680143641303
88,88,2024013010,0.2449035753018357,0.388076288697521,0.5998592027719504,0.3505149802835645,-0.1661596068336149,-0.02827299163098068,-0.031409458815104575,-0.019364075397962564,-0.027690379641436263
89,89,2024013011,0.2780271511462608,0.3390512434544868,0.4972626725251578,0.328727159019573,-0.0140656867571564,-0.04053351347310101,-0.027310649941418345,-0.019364075397962564,-0.035359170172312875
90,90,2024013013,0.3415175764944024,0.3597921015943961,0.5299392171810644,0.331492042735976,-0.009412650602401,0.007345821992149429,-0.0149901480965742,-0.019364075397962564,-0.00021885683050936432
91,91,2024013015,0.3956005247259015,0.6266116965791612,0.3841409230860022,0.2623686397894142,-0.0399652067611763,-0.04585396062406211,-0.03877437072187205,-0.32833124316199414,-0.08125856541964704
92,92,2024013111,0.4875992023986227,0.6946675162508494,0.2237461426034107,0.3832157352703674,0.2030578117534557,-0.4004401814027213,0.20172559365118548,-0.9983755973111818,-0.3677510308482973
93,93,2024013112,0.4698611438072195,0.4783361434247533,0.4012450250257689,0.2886921594904883,0.1621054639076968,-0.0021493644625074026,0.08003261590082306,-0.32833124316199414,-0.02946599593283464
94,94,2024013113,0.4202572739129843,0.4405005711361888,0.4372206930144418,0.3618043908146836,0.0773468829206155,-0.07275580385269445,-0.015100258712359232,-0.019364075397962564,-0.05525015483886094
95,95,2024013114,0.2890949821581217,0.4009010806900072,0.4968186371756879,0.3594926036608248,-0.0499322348241623,0.007345821992149429,0.01455225280333753,-0.019364075397962564,0.00519636364302945
96,96,2024013115,0.3198882793447188,0.3374433866961769,0.3840300042291036,0.4414645568336778,-0.8372978116079881,-0.08790688913241185,-0.5960393916911022,-0.32833124316199414,-0.21228764281446072
97,97,2024020110,0.2725714721416084,0.293908387864878,0.6360387676757755,0.3092944613658065,-0.1600114635078372,-0.04053351347310101,-0.09550769743493545,-0.019364075397962564,-0.04785991610264436
98,98,2024020112,0.2077143621605312,0.6026215048512165,0.4331118030929177,0.2576876067146474,0.3338977795797603,-0.11281749482365652,-0.00775121475661329,0.16620189963991575,-0.057305462504610785
99,99,2024020113,0.5697190457077638,0.5035389575486985,0.2830650806289171,0.318619067945438,-0.0641787497028718,-0.12692474312400054,-0.0817321632416523,-0.10293472243653368,-0.11552376560657798
100,100,2024020209,0.3372717204691219,0.5238125301888792,0.3976744722365745,0.3623101669727256,0.469561113732895,-0.13286446825738177,0.21870056511486197,-0.32833124316199414,-0.09381845521012787
101,101,2024020210,0.3552522391360291,0.4009788104079613,0.4526556472553954,0.419629143088321,0.2677313292625614,0.10322813194001727,-0.15897690128880132,-0.019364075397962564,0.03923665155247032
102,102,2024020211,0.473013978465475,0.4922501450063,0.3797915791103704,0.3231709842554028,0.355988570893246,-0.028804504606906405,0.2526812349417047,-0.32833124316199414,-0.016124786753660438
103,103,2024020212,0.4489098445866682,0.6019461613844098,0.357172568236503,0.3413635341332173,0.0,-0.13235784376491125,0.01902220363565277,-0.32833124316199414,-0.13007223114523675
104,104,2024020213,0.3176840480258511,0.4979925256596994,0.4666441753189251,0.3061750223770782,0.0979706088173585,-0.05146805933031197,0.05025540080001256,-0.019364075397962564,-0.02865053468699323
105,105,2024020214,0.4123002039580834,0.3742776780071133,0.3972104435871094,0.2574999678921553,0.1817588665703569,0.05608914600316883,0.1352453448064398,-0.32833124316199414,0.02065093998367315
106,106,2024020509,0.4735712527070511,0.6426734476598247,0.3750778344687457,0.2468859862200525,-0.0955555037639471,-0.13235784376491125,0.16320590040059402,-0.32833124316199414,-0.10364287933604255
107,107,2024020510,0.4706177188324301,0.3939365499173017,0.3454438353437698,0.2304069686546502,-0.6298845211711159,0.05608914600316883,0.31784643042362054,-0.32833124316199414,0.05412232711549986
108,108,2024020511,0.1661313129160016,0.4839316722620359,0.4614979847568275,0.3087366802450281,0.374465887214168,-0.014777969257637313,0.31416082386188265,-0.019364075397962564,0.04492173354204923
109,109,2024020513,0.4050336935211413,0.4811886887658201,0.4058208278971392,0.3281797842083794,0.0140052753203712,-0.028804504606906405,-0.07462571063757886,-0.32833124316199414,-0.07612123994774347
110,110,2024020514,0.3070978181406556,0.686919406033366,0.2625277985143294,0.3000677840765508,0.2147124719940158,-0.12277006196915088,0.12172227129880873,0.025117278446720404,-0.05873877790476993
111,111,2024020515,0.4121130902782763,0.1287270385474937,0.3777116182510129,0.5192216046333247,-0.221249243094692,0.2831530004643829,-0.11332402868039686,-0.916654852310968,0.05458621988754685
112,112,2024020609,0.3110529304267141,0.64884888774731,0.2553065146111222,0.3243036506142366,-0.484193863773915,-0.3956751008322199,0.02173682919188326,0.025117278446720404,-0.26448848469271025
113,113,2024020610,0.2482247394899978,0.4233508319872018,0.5406448258232115,0.4074669157101755,-0.0912302042153,0.2386886327885506,0.04186154009601123,-0.019364075397962564,0.16908074271838894
114,114,2024020611,0.2432916308919065,0.4629834674297005,0.4704559419962505,0.3868952845490864,-0.2599409863706517,-0.09583645646878966,-0.250871050150482,-0.019364075397962564,-0.11431874546843682
115,115,2024020613,0.2059841216923458,0.3570551508234715,0.5513056709132934,0.2684231719078602,0.2183303596581854,-0.11128099899626034,-0.06538665646799857,-0.019364075397962564,-0.09092563300111091
116,116,2024020614,0.3406330028250808,0.3058457687727984,0.5148492080199413,0.4031180932398898,0.0234241409196237,0.16602076239500127,0.008431262798523442,-0.019364075397962564,0.11304700150608907
117,117,2024020615,0.3971236327277463,0.5905481595740815,0.2648304982455532,0.2739994643805951,0.144019670979453,-0.27663083224408436,0.01882628633978813,0.025117278446720404,-0.1832663795132791
118,118,2024020709,0.5258341037465458,0.533366527068519,0.2747411353757855,0.3572064173915716,-0.1579852237349581,-0.0832182768168254,-0.1518032692565866,-0.10293472243653368,-0.09835189519011764
119,119,2024020710,0.3791190476874055,0.5359109367175697,0.4439573819317819,0.3189385187352226,0.4863518953761606,-0.04585396062406211,0.2787225617195755,-0.019364075397962564,0.017083831800071482
120,120,2024020711,0.3907160391772653,0.5469198137670509,0.3187945973211581,0.3479380496629141,0.0555761393108579,-0.04585396062406211,-0.10845426468023264,0.025117278446720404,-0.04810750072506157
121,121,2024020712,0.3497409566519133,0.5255073696407493,0.3191215046647563,0.264635493774192,-0.1388567461235877,-0.13286446825738177,-0.1874069192144697,0.025117278446720404,-0.1223356882755141
122,122,2024020713,0.1924926121840804,0.6682443985784166,0.472041995399022,0.3478441092198071,0.1784472769408996,-0.11801098453262895,-0.09825322400134882,-0.019364075397962564,-0.10157211299707038
123,123,2024020714,0.1872825955065843,0.7445963621708646,0.4185268843260015,0.3537877855149102,0.0115665772184721,-0.2673718013094889,0.15031186029733423,-0.32833124316199414,-0.19872946482506176
124,124,2024020809,0.1760212821614819,0.8079754351464772,0.4184299336451552,0.2978362568592548,0.0809960196241837,-0.2673718013094889,0.4266896497603785,-0.32833124316199414,-0.14806849556253476
125,125,2024020811,0.3046942260002434,0.5516469749762047,0.4369276192807874,0.2207122762384424,-0.0115372190687183,-0.04585396062406211,0.05579606290846007,-0.019364075397962564,-0.023779337870741747
126,126,2024020813,0.5279826097140998,0.3942395458369687,0.355770856519134,0.4159345127055989,0.0681923254738694,0.198557635476582,0.11865593576463643,0.904054570562668,0.27557671418704804
127,127,2024020814,0.1439105132597233,0.3170667544130623,0.5077787236338726,0.4453080231746495,-0.0300293363516787,0.08623762555481865,-0.006115868150839563,-0.019364075397962564,0.05558807717281245
128,128,2024020815,0.4825115049548979,0.5574721141064557,0.3162127888927636,0.2618242407461946,0.0092429984286949,-0.13235784376491125,-0.04832750720571403,0.025117278446720404,-0.09649403612481927
129,129,2024020909,0.2680383494108921,0.4533148107247166,0.4898426121969066,0.340793328239417,0.1820570138040745,-0.05129989455386065,0.05364554133724606,-0.019364075397962564,-0.027913620698588486
130,130,2024020910,0.358979882470722,0.1107621651347825,0.6360205720850296,0.505240217066968,0.2667831926588682,-0.014183374411864574,0.2501086029842206,-0.019364075397962564,0.03358909596402648
131,131,2024020911,0.3513639423236611,0.3974274215703878,0.5304227660376456,0.3274727087358192,-0.0068808917635793,0.007345821992149429,0.09184515284206499,-0.019364075397962564,0.01936440963790174
132,132,2024020912,0.101450349351293,0.6281898266577555,0.4293363406511741,0.247777566708199,0.1835157020622603,-0.8598290474001832,-0.19976844041654274,0.16620189963991575,-0.6055253795198383
133,133,2024020913,0.374025069982896,0.5550288564939342,0.3405045233586317,0.3033041570291793,0.0732718155382028,-0.04585396062406211,0.008784179007116403,-0.32833124316199414,-0.07254092486440694
134,134,2024020915,0.3113904699458523,0.3072345350695737,0.5754549246565311,0.3923204384279383,-0.0891469324312067,0.04355392366343457,-0.05622381247373846,-0.019364075397962564,0.01708938693550004
135,135,2024021209,0.3938411116976968,0.7092928589423495,0.2650726904512168,0.2988777008596874,0.0526376015562462,-0.06956790151689382,0.16660955006972045,0.025117278446720404,-0.013973327929200169
136,136,2024021210,0.2069034723774981,0.2368857638353782,0.6318183431341171,0.4606200205610316,0.2173017978864515,-0.08493085993502389,-0.3354177849440616,-0.019364075397962564,-0.12232684501507271
137,137,2024021211,0.2516908982555628,0.5941767898638811,0.4573154463891799,0.3626773016250623,0.1129788763737214,-0.11281749482365652,0.08802143172084634,-0.019364075397962564,-0.06386063340633566
138,138,2024021213,0.4285206436546321,0.3523803619645099,0.6305632020234435,0.4523515540500655,-0.451333485297461,-0.11022678697701464,-0.32988760648625254,-0.019364075397962564,-0.13868554052483273
139,139,2024021214,0.4565315097368677,0.2424248878846777,0.4681521942657123,0.4742431705063449,-0.3892565200467212,-0.07241338901002004,-0.11066256466708962,-0.019364075397962564,-0.07253188473499567
140,140,2024021215,0.2561659157980797,0.141697035940441,0.7644745530407536,0.6133365113770145,0.0482647667202894,0.2537491068010847,0.07296655072314429,-0.019364075397962564,0.1851254239993399
141,141,2024021310,0.3018111929892515,0.4182271306881306,0.4071104089972525,0.3527559229190993,0.2941039167172379,0.08087768093146774,0.09644170556197446,-0.32833124316199414,0.030562039403391014
142,142,2024021313,0.8229498152081142,0.2037485177598722,0.4832960274804235,0.4646181003828349,-0.0793687847238374,-0.0009103406294111965,-0.15880054284190695,-0.019068453716164745,-0.03221142698975667
143,143,2024021315,0.1924773126799258,0.2186066517377863,0.5489163219243588,0.3521682439855628,0.5679684566278671,0.05988748649358222,-0.05141259998540503,-0.019364075397962564,0.029188642217813622
144,144,2024021409,0.1946533405173181,0.4089887611192111,0.4803779502828265,0.3596892845884598,0.009275577404685,0.014735104459674953,-0.08014217993021858,-0.019364075397962564,-0.007086729486310268
145,145,2024021411,0.3530806284454909,0.8432556175344097,0.1811967026466267,0.1160010161648439,-0.0836917354411151,-0.8197760538684274,0.019244718940854322,-0.9983755973111818,-0.6891862183461712
146,146,2024021412,0.2522881833649358,0.4643044790311727,0.4977339827145371,0.3515354207611971,0.2675663099115815,-0.0969158862400456,-0.07872799179631182,-0.019364075397962564,-0.08350566578490028
147,147,2024021413,0.3840634595459746,0.3073906481830646,0.5135472242497915,0.476790698134657,0.0487284202710312,-0.15810612244226507,-0.29144412613844367,-0.019364075397962564,-0.16452064686537196
