Date_hourly,weighted_positive_fb,weighted_negative_fb,weighted_neutral_fb,weighted_DocTone
2024010100,0.26685969163122675,0.730939006625512,0.3026378553449481,0.2878749240425512
2024010101,0.355988534666957,0.2604726780583829,0.5686061606280776,0.4885176560425227
2024010102,0.2599090080131812,0.49157688955616535,0.42095302828150066,0.3849076383998697
2024010103,0.32086207506539316,0.30852400852797485,0.6078489268800443,0.3831055206096017
2024010104,0.1978842523018182,0.33186903413334945,0.6305406934182527,0.4576217031794432
2024010105,0.5097153922945143,0.3878841289101489,0.4598077410879266,0.3821061061436418
2024010108,0.28652177888452296,0.3655092743832565,0.5530670770769902,0.4362973814345424
2024010109,0.48406617038270794,0.242634404242079,0.6403433667634464,0.3947839862691533
2024010111,0.4100074656374243,0.3313109678425966,0.4652501119538403,0.4075445189957622
2024010112,0.3156239658089271,0.41475320004305893,0.4326702977150122,0.38937231976964193
2024010113,0.21654489445277525,0.4343922226340957,0.5442863294990603,0.41630656217072526
2024010114,0.19277461050533265,0.4292489268868653,0.46669692930272794,0.3900408218999709
2024010115,0.23135687837830216,0.5790782005528821,0.28177783437511245,0.3387218122936696
2024010116,0.35531312651684865,0.3838807123016929,0.2652223127807975,0.41671033135497865
2024010117,0.3028071276154323,0.400512528739927,0.5811725854094105,0.34647492037854905
2024010119,0.4780416177338422,0.3344408058601732,0.6274299471513232,0.5176707860090084
2024010120,0.5386332305833077,0.275906419778222,0.6173228070530193,0.39892417108367084
2024010121,0.49717798171833194,0.39963776799533607,0.5818535565192925,0.3766600580516795
2024010123,0.5775421160485201,0.24312614321127643,0.5878073583601778,0.46182500640187146
2024010200,0.3884867135416303,0.3911889842183051,0.4932498310880216,0.3834983903146923
2024010202,0.19003081891387688,0.33651747313138003,0.6097941079765855,0.4735495422744059
2024010206,0.4323009566394848,0.30214298326098443,0.551296125123192,0.48370408824404054
2024010208,0.2432900246482583,0.5504693458520408,0.4086310095335842,0.33838300241406694
2024010210,0.3157519986644367,0.28071402670163925,0.6049014717218845,0.4613784039691359
2024010211,0.425572488354742,0.419274296393767,0.39572148387470335,0.28710209855222985
2024010212,0.30910784552065235,0.27042543718593953,0.6273695253323399,0.42714385459676946
2024010213,0.2453464952611987,0.273890118475302,0.7684993342415416,0.7337796265128554
2024010214,0.3344999677177076,0.32107832791543023,0.45596205372081566,0.39213874024468737
2024010216,0.4568772382613107,0.11556864476127361,0.6696455854207473,0.46130936332292777
2024010217,0.4673789923521353,0.5671086680379329,0.37252593695978786,0.3517071529902853
2024010219,0.37049479595434637,0.47464683460230894,0.4462654856513909,0.34927531843711035
2024010304,0.3606600787397202,0.3570188729783335,0.34371697800757206,0.2985717910577245
2024010308,0.31538334124445816,0.7355742750992738,0.2346734221118001,0.2750358681376709
2024010311,0.5398082716060231,0.4613962785886808,0.4150203422219684,0.3016671202471341
2024010323,0.3630996854942336,0.12764471712087977,0.7883030292483807,0.489367054354459
2024010400,0.19757864196835886,0.5316086733470072,0.5039577039699427,0.26307460404040317
2024010402,0.286877860202889,0.6404333012585587,0.2334317290952166,0.2510998402616666
2024010404,0.38139172241770014,0.47845734429102255,0.5355214674458396,0.41980262578400573
2024010405,0.24516892496999418,0.4887359849550769,0.611643304036611,0.09907176395075622
2024010408,0.2178197563059986,0.7602320721322567,0.37433302797553203,0.20019266800091912
2024010409,0.015669357361857976,0.7135144224612129,0.389638192719272,0.3163460740294329
2024010410,0.32271440089047787,0.565069748369298,0.2672471194914592,0.3230270722723398
2024010411,0.30417766252833406,0.3055950908204647,0.5597446554444475,0.43062449832993127
2024010412,0.1506905296040825,0.47006915342231803,0.4085329653021689,0.43357250471261305
2024010413,0.3906690069863555,0.49270795669059725,0.4314624490207877,0.4031207029321184
2024010414,0.3328546430399281,0.43012820196468854,0.500475451301902,0.5023385026949032
2024010416,0.14226786450260975,0.3542402254880962,0.44239497784229415,0.420299228829041
2024010417,0.5303231975115573,0.5117671504840333,0.19219877279373163,0.30844186581202837
2024010421,0.6512230435326342,0.23202320066550658,0.5310756098457686,0.4310275909515082
2024010501,0.22409291485215974,0.5022056216625824,0.4272334565514051,0.3292489174537287
2024010508,0.2160837463588892,0.6473514295226661,0.3889735573167351,0.218333677354599
2024010512,0.3308984766661279,0.35073220360236085,0.44013313171211144,0.38883919414315676
2024010513,0.10913912075162993,0.4833875482104467,0.4443103368326009,0.27619486085415107
2024010514,0.25483684428697095,0.49923732966017986,0.5689599785747791,0.34981551385533044
2024010515,0.4127842756690114,0.34855154734468147,0.4020779871876203,0.36804306804017894
2024010517,0.48151873460314903,0.48672962779307616,0.30024134203660163,0.3637935553419308
2024010518,0.34930843061887246,0.28901678739938563,0.7862562433827232,0.48518102690100795
2024010519,0.3243733180431027,0.4670106453172686,0.48215743780545267,0.19457975568401822
2024010520,0.5322741619655911,0.2857227324074799,0.6895604250498711,0.42711350456378255
2024010521,0.5117540477303018,0.3602791609945446,0.5767827311105842,0.4807521733923208
2024010523,0.3501272512689809,0.287765674873681,0.5908119828234548,0.3723506072695136
2024010600,0.29494869579880745,0.5653642276162132,0.4099956061177586,0.4002139600350528
2024010603,0.2829550091353719,0.3642909252974191,0.6199584785941363,0.3347332145583701
2024010606,0.2607932010341613,0.5409264129226141,0.39314851828752484,0.27217283863364233
2024010608,0.12640440931640118,0.46913117868421117,0.5337045660670711,0.427128962817757
2024010609,0.35763109006270916,0.3872046686081573,0.36743249712152315,0.4119654103923768
2024010610,0.1935367229443128,0.47160852616662857,0.5844429142421265,0.17394179873472168
2024010611,0.22661899856939255,0.4471352381827846,0.49164097897328923,0.36614459439950864
2024010616,0.22202308754468922,0.2073984313790324,0.5509391924600526,0.40359855435842684
2024010617,0.40260912530432125,0.6055251154889523,0.35398764091544455,0.23580208006633294
2024010618,0.4628646870903126,0.6513343471782097,0.1664711806115428,0.3036180600083037
2024010619,0.3105419029020471,0.38490827285703816,0.6207483944935869,0.38488829854437706
2024010620,0.23810316811218524,0.5990039775114201,0.5802381039038242,0.33726684849937366
2024010621,0.24893384821968534,0.2642510857967529,0.7022559009625516,0.41219218452098527
