,Unnamed: 0,<TICKER>,<PER>,Date,Time,<OPEN>,<HIGH>,<LOW>,Close/Last,<VOL>,Pct_Change,SMA10,SMA20,SMA50,SMA100,SMA200,SMA500,EMA8,EMA20,EMA50,EMA200,Denoised_Close,ema_pct_change
193,193,SPY,60,240212,90000,501.16,501.46,501.14,501.43,344890,0.05387500997685,500.0795,499.00325000000004,494.01300000000003,490.57579999999996,,,500.48156156045496,498.77872478215437,495.1946978821908,485.14024773839543,497.6906059957845,0.054173666570478396
194,194,SPY,60,240212,100000,501.44,502.12,501.03,502.07,374468,0.1256381620931707,500.4615,499.22675,494.3176,490.7616,,,500.83454788035385,499.0921795648063,495.4643175730853,485.3087029847796,497.93084112565106,0.07052933554601015
195,195,SPY,60,240212,110000,502.09,503.5,501.87,503.29,428862,0.2390009759206607,500.95050000000003,499.51324999999997,494.6364,490.95399999999995,,,501.3802039069419,499.4919719872057,495.77120708002315,485.4876213630405,498.1653509583096,0.10894935840537467
196,196,SPY,60,240212,120000,503.29,503.44,502.66,503.21,416874,-0.0158954082139603,501.3215,499.77025000000003,494.9522,491.14859999999993,,,501.7868252609548,499.8460698931861,496.06292444943404,485.66396343903017,498.393090304338,0.08110040062299095
197,197,SPY,60,240212,130000,503.19,503.44,501.7,502.08,433940,-0.2205926190902072,501.533,499.95824999999996,495.26380000000006,491.33119999999997,,,501.85197520296487,500.05882514145407,496.29888819651507,485.82730708640304,498.6130651723529,0.01298358959029855
198,198,SPY,60,240212,140000,502.08,502.16,500.24,500.56,611521,-0.3027405991077083,501.62800000000004,500.08425,495.61699999999996,491.5006000000001,,,501.56486960230603,500.1065560803632,496.4659906201812,485.9739010457423,498.8243408142024,-0.057209220018061835
199,199,SPY,60,240212,150000,500.53,501.24,500.53,500.95,938636,0.0839110542824637,501.675,500.23175000000003,495.935,491.6749,482.88902499999995,,501.42823191290466,500.1868840727096,496.6418341252721,486.1229169557349,499.0260492823084,-0.027242276658989706
200,200,SPY,60,240213,90000,494.53,495.18,493.64,493.81,942441,-0.1455927850686451,500.98499999999996,500.01374999999996,496.12940000000003,491.77329999999995,482.996725,,499.7352914878147,499.57956178007055,496.530781806634,486.1994053442351,499.2173964434774,-0.33762367520303593
201,201,SPY,60,240213,100000,493.8,495.315,493.22,494.55,1199074,0.1518833535844471,500.312,499.85075000000006,496.307,491.88620000000003,483.111275,,498.58300449052257,499.1005558962543,496.45310408872683,486.28249583832235,499.39766839794027,-0.2305794721564558
202,202,SPY,60,240213,110000,494.59,495.84,494.59,495.09,597199,0.1010938352979235,499.704,499.72675,496.46060000000006,492.0018,483.22087500000004,,497.8067812704064,498.71859819184914,496.39964902642384,486.3701326956525,499.56623725715275,-0.1556858563418806
203,203,SPY,60,240213,120000,495.08,495.31,494.15,494.34,510493,-0.1494707925991777,498.995,499.53725,496.6028,492.106,483.329375,,497.03638543253834,498.30158884024445,496.318878476368,486.44943485788485,499.72256623901086,-0.1547580038789409
204,204,SPY,60,240213,130000,494.325,494.47,493.37,493.56,565883,-0.1547564861174301,498.14399999999995,499.30275,496.7034,492.20214999999996,483.436675,,496.2638553364187,497.8500089506974,496.2106871635693,486.52018674984623,499.86621404449886,-0.15542727228055053
205,205,SPY,60,240213,140000,493.59,493.59,491.1,491.38,1129321,-0.4477400271480337,496.953,498.95175,496.7464,492.27265000000006,483.538825,,495.1785541505479,497.2338176220595,496.02124845127247,486.56854310059407,499.99683848542344,-0.21869438489230397
206,206,SPY,60,240213,150000,491.38,494.21,490.72,494.14,2403547,0.5616834221987038,496.046,498.68375,496.8186,492.36525,483.64652500000005,,494.94776433931503,496.9391683247205,495.94747400220297,486.64388098019015,500.11419933869036,-0.04660739228271593
207,207,SPY,60,240214,90000,496.78,497.3,495.81,496.81,559981,0.0060388904545331,495.51899999999995,498.526,496.9112,492.46235,483.780825,,495.3615944861339,496.92686657950907,495.9812985511362,486.7450363933226,500.2181604085393,0.08361087303248027
208,208,SPY,60,240214,100000,496.92,497.99,495.94,495.94,699766,-0.1972148434355667,495.05699999999996,498.3424999999999,496.95849999999996,492.5422500000001,483.913575,,495.4901290447708,496.83287928622246,495.9796790001113,486.8365285685135,500.3086907842292,0.025947622921851377
209,209,SPY,60,240214,110000,495.95,496.33,495.15,495.33,651868,-0.1250126020768232,494.495,498.0849999999999,496.99150000000003,492.61235,484.043925,,495.4545448125995,496.68974792562983,495.95420139226377,486.92104072206064,500.3858652867698,-0.00718162281857504
210,210,SPY,60,240214,120000,495.32,496.33,494.4,496.18,534830,0.1736251312282996,494.7320000000001,497.8585,497.02920000000006,492.68704999999994,484.173275,,495.6157570764663,496.6412005041413,495.963056239626,487.01316967009984,500.4498641044453,0.032538255134539895
211,211,SPY,60,240214,130000,496.21,497.12,495.43,496.51,459148,0.0604582737147601,494.928,497.62,497.046,492.77894999999995,484.30527500000005,,495.81447772614047,496.6287052180326,495.9845050145426,487.10766549427797,500.5009716229705,0.04009570858811706
212,212,SPY,60,240214,140000,496.59,497.1,495.23,496.92,604457,0.0664532108983348,495.111,497.40749999999997,497.099,492.88255,484.438775,,496.0601493425537,496.65644757821997,496.0211910924037,487.20530066348914,500.53957446213076,0.04954910101453436
213,213,SPY,60,240214,150000,496.99,499.065,496.62,498.625,1279614,0.3289804623835471,495.5395,497.26725,497.20310000000006,493.0146,484.58810000000005,,496.6301161553195,496.8439287612466,496.1233012456428,487.3189295126087,500.5661587366732,0.11489873022882957
214,214,SPY,60,240215,90000,499.29,500.38,499.27,499.56,446071,0.0540767890404337,496.13950000000006,497.14174999999994,497.37729999999993,493.13730000000004,484.7413,,497.2812014541374,497.10260221255646,496.25807374581365,487.44073120900066,500.5813065649293,0.1311006476728105
215,215,SPY,60,240215,100000,499.65,500.57,499.305,499.82,577046,0.0340238166716733,496.9835,496.96825,497.5311,493.26380000000006,484.89115,,497.8453789087735,497.3614020018368,496.3977571283308,487.5639080128912,500.5856918541881,0.11345239936406681
216,216,SPY,60,240215,110000,499.83,500.15,498.8,499.805,563176,-0.005001700578192,497.55,496.79799999999994,497.66659999999996,493.38575000000003,485.041575,,498.28085026237943,497.59412562070946,496.5313744958473,487.6857099232107,500.58007539709644,0.08747120532894836
217,217,SPY,60,240215,120000,499.85,500.59,499.67,500.06,436674,0.0420126037811302,497.875,496.697,497.805,493.52074999999996,485.19622499999997,,498.67621687073955,497.8289707996895,496.66975196659837,487.8088371876564,500.56529931837485,0.07934613745479435
218,218,SPY,60,240215,130000,500.035,501.68,499.95,501.38,616341,0.2689811713180018,498.419,496.738,497.9528000000001,493.67505,485.357475,,499.27705756613074,498.1671640568619,496.8544675757514,487.9438736335504,500.5422809157839,0.12048713675609779
219,219,SPY,60,240215,140000,501.39,502.195,500.99,501.835,668601,0.0887532659207389,499.06949999999995,496.78225000000003,498.1379,493.8268,485.52314999999993,,499.8454892181017,498.5164817657322,497.04978257278077,488.08209379640067,500.5120059436101,0.11385094575384613
220,220,SPY,60,240215,150000,501.86,502.05,501.16,501.97,1454339,0.0219184633164654,499.64849999999996,497.19025,498.31729999999993,493.9664,485.6966,,500.3176027251902,498.84538826423386,497.242732275809,488.22028191782954,500.47552139085906,0.09445188908816515
221,221,SPY,60,240216,90000,501.7,501.91,499.3,499.73,431934,-0.3926649392066914,499.9705,497.44924999999995,498.4543,494.0867,485.85465,,500.1870243418146,498.9296370009735,497.3402721865616,488.3348064758611,500.4339278098749,-0.02609909838557911
222,222,SPY,60,240216,100000,499.64,501.15,498.78,500.93,675094,0.2581858938435715,500.3715,497.74125000000004,498.55510000000004,494.20575,486.00840000000005,,500.35213004363357,499.12014776278556,497.4810458263043,488.46013178455905,500.3883712541844,0.03300879346803676
223,223,SPY,60,240216,110000,500.94,502.46,500.91,502.23,612719,0.2575158701640956,500.7320000000001,498.13575000000003,498.6546,494.34055,486.17565,,500.7694344783817,499.4163241663298,497.66727932331196,488.5971453986431,500.3400348870044,0.08340215014408514
224,224,SPY,60,240216,120000,502.21,502.36,501.67,501.83,480103,-0.0756655582326109,500.959,498.5492499999999,498.7392,494.48825,486.3469,,501.005115705408,499.64619805525075,497.8305232714174,488.7288155936815,500.2901303240056,0.04706382035313261
225,225,SPY,60,240216,130000,501.825,502.36,500.74,502.36,646639,0.1066108703233248,501.213,499.09825,498.8352,494.64195,486.5169,,501.30620110420625,499.9046553833221,498.0081498097932,488.8644492693663,500.2398887756087,0.06009627234531134
226,226,SPY,60,240216,140000,502.38,502.86,499.95,500.55,928177,-0.3642660933954345,501.2875,499.41875,498.8848,494.76765,486.6856,,501.13815641438265,499.9661167753867,498.1078302094092,488.9807234059895,500.1905520552661,-0.03352136667239547
227,227,SPY,60,240216,150000,500.57,500.75,498.98,499.48,1150736,-0.2177517629901862,501.22950000000003,499.55225,498.90799999999996,494.88775000000004,486.8434,,500.7696772111865,499.9198199396356,498.1616407894324,489.0851938198603,500.14336352086855,-0.07352846684687275
228,228,SPY,60,240220,90000,497.72,498.41,496.175,496.69,657383,-0.206943663103759,500.76050000000004,499.58975,498.881,494.97445,486.97805,,499.8630822753673,499.6122180406227,498.10392938592526,489.16086353309555,500.09955901659356,-0.1810403019743667
229,229,SPY,60,240220,100000,496.64,497.02,495.75,497.02,706342,0.076514175257731,500.279,499.67425000000003,498.8614,495.07134999999994,487.11135,,499.23128621417453,499.36534013199196,498.0614223511831,489.2390638959503,500.06035788219197,-0.1263938233479478
230,230,SPY,60,240220,110000,497.03,497.29,495.68,495.74,457210,-0.2595416775647272,499.65600000000006,499.65225,498.8128,495.14745000000005,487.23564999999996,,498.4554448332469,499.02006964323084,497.97038618054853,489.30374982733395,500.02695409589234,-0.15540720350503134
231,231,SPY,60,240220,120000,495.76,495.76,494.48,495.48,704523,-0.0564789414232638,499.23100000000005,499.60075000000006,498.76619999999997,495.22044999999997,487.3557,,497.7942348703031,498.6829201533993,497.8727239773898,489.36520505293265,500.00050761580013,-0.1326517685376949
232,232,SPY,60,240220,130000,495.49,495.97,494.75,495.86,509325,0.0746735554703434,498.724,499.54775,498.73199999999997,495.29665,487.47490000000005,,497.3644048991247,498.41407061498035,497.7937936253353,489.4298298782766,499.98213598288964,-0.08634691626961954
233,233,SPY,60,240220,140000,495.9,496.8,495.21,496.71,599123,0.1633393829401093,498.1719999999999,499.45200000000006,498.7036,495.37485,487.5897,,497.21898158820807,498.2517781754584,497.75129191453783,489.5022693819754,499.9729062464542,-0.029238785382346144
234,234,SPY,60,240220,150000,496.72,496.87,495.12,496.74,1662200,0.0040264132710544,497.663,499.31100000000004,498.6734,495.42954999999995,487.7007,,497.11254123527294,498.1077993016052,497.7116334080854,489.5742866020553,499.97382727020005,-0.021407137876183757
235,235,SPY,60,240221,90000,495.42,495.67,494.92,495.26,406841,-0.032295829800982,496.953,499.08299999999997,498.6106,495.46924999999993,487.81620000000004,,496.7008654052123,497.83658032049993,497.6154909214938,489.6308608647214,499.985842474084,-0.08281340660560854
236,236,SPY,60,240221,100000,495.26,496.06,495.06,495.26,445448,0.0,496.424,498.85575000000006,498.5258,495.51525000000004,487.93134999999995,,496.3806730929429,497.5911917185476,497.52311872849407,489.6868721994008,500.0098230635061,-0.06446381203869533
237,237,SPY,60,240221,110000,495.31,496.305,495.29,495.98,335370,0.1352688215461056,496.07400000000007,498.65175,498.4461,495.56195,488.04015,,496.2916346278445,497.4377448882097,497.46260426855315,489.74949038647145,500.0465617936283,-0.017937536637691043
238,238,SPY,60,240221,120000,496.01,496.02,494.62,495.56,395390,-0.0907239773391642,495.96099999999996,498.36075,498.36510000000004,495.61355000000003,488.14625,,496.1290491549901,497.25891204171353,497.38799233645307,489.8073064025265,500.0967673124032,-0.03276006716822488
239,239,SPY,60,240221,130000,495.56,495.74,494.42,495.35,425495,-0.0423763015578294,495.79400000000004,498.0365,498.2625,495.65965000000006,488.2516499999999,,495.95592712054787,497.0771108948837,497.30807106835687,489.8624575826009,500.16105912142933,-0.03489455711918055
240,240,SPY,60,240221,140000,495.31,496.08,493.91,494.6,817919,-0.1433445720861641,495.67999999999995,497.668,498.14029999999997,495.69195,488.3557,,495.65460998264837,496.8411955715614,497.2018722029311,489.90959730814717,500.23996318898946,-0.06075482143119704
241,241,SPY,60,240221,150000,494.57,497.37,493.56,497.18,1246170,0.5277311604019681,495.85,497.54050000000007,498.05830000000003,495.75485000000003,488.47235,,495.99358554205986,496.8734626599841,497.20101446948286,489.981939623489,500.33390824467716,0.06838946972032023
242,242,SPY,60,240222,90000,504.01,505.42,503.02,504.99,879211,0.1944405864963032,496.76300000000003,497.74350000000004,498.1347,495.92704999999995,488.62375,,497.9927887549355,497.6464662161761,497.50646488244433,490.13127355758365,500.4432227798314,0.40307037654343514
243,243,SPY,60,240222,100000,505.03,505.69,504.51,504.74,808885,-0.0574223313466454,497.5660000000001,497.869,498.2009,496.10695,488.77135000000004,,499.49216903161647,498.3220408622546,497.7901329262701,490.27663401969727,500.5681327727067,0.3010847366745395
244,244,SPY,60,240222,110000,504.77,505.88,504.55,505.25,613040,0.0950928145492042,498.41700000000003,498.0400000000001,498.2645,496.29105000000004,488.9231,,500.77168702459056,498.98184649442084,498.082676733083,490.4256227359192,500.70876015186616,0.2561637743900391
245,245,SPY,60,240222,120000,505.24,506.5,504.93,506.45,569024,0.2394901432982304,499.53600000000006,498.24449999999996,498.3277,496.48205,489.07835,,502.0335343524593,499.6930992092379,498.41080705727586,490.58506927586035,500.86512200580466,0.2519805653083518
246,246,SPY,60,240222,130000,506.44,507.26,506.07,507.25,612109,0.1599399731458815,500.735,498.5795,498.4085,496.68035,489.2357,,503.19274894080166,500.41280404645335,498.7574420746376,490.7508894820707,501.0371305412772,0.23090381598462884
247,247,SPY,60,240222,140000,507.23,508.48,506.89,507.2,804774,-0.0059144766673953,501.85699999999997,498.96549999999996,498.51090000000005,496.88735,489.3854,,504.0832491761791,501.0592036610768,499.08852277759297,490.91456222354265,501.22459378730525,0.17697000548038133
248,248,SPY,60,240222,150000,507.15,508.31,507.075,507.53,1303694,0.0749285221334901,503.054,499.50750000000005,498.6503,497.13365000000005,489.54040000000003,,504.84919380369485,501.67546997906953,499.4195611000403,491.0798899626119,501.4272170363721,0.15194804206795087
249,249,SPY,60,240223,90000,509.27,510.13,509.12,509.75,530700,0.0942525575824254,504.49399999999997,500.14400000000006,498.82629999999995,497.38065,489.70649999999995,,505.9382618473182,502.44447283820574,499.82467635101915,491.2656622017899,501.644605008962,0.21572145840582646
250,250,SPY,60,240223,100000,509.8,509.93,508.43,508.73,544064,-0.2098862298940747,505.90700000000004,500.79350000000005,499.12469999999996,497.62705,489.86855,,506.5586481034697,503.04309447266235,500.1739047294106,491.43943670724474,501.87626472236,0.12262094072235108
251,251,SPY,60,240223,110000,508.72,508.78,507.1,508.51,695252,-0.0412800754835737,507.03999999999996,501.445,499.4039,497.85544999999996,490.04114999999996,,506.9922818582542,503.5637521419326,500.5008104262965,491.6092930584164,502.12160903957925,0.08560385977181006
252,252,SPY,60,240223,120000,508.505,508.99,507.79,508.62,558663,0.0226153135170763,507.4030000000001,502.08299999999997,499.67449999999997,498.06755000000004,490.22114999999997,,507.3539970008644,504.0452995569866,500.8192100174221,491.77855382400435,502.37996086942064,0.07134529568861847
253,253,SPY,60,240223,130000,508.625,509.05,508.33,508.53,404793,-0.0186778078151933,507.782,502.674,499.95829999999995,498.28055,490.39399999999995,,507.6153310006723,504.47241388489266,501.1215939383075,491.94523488048196,502.65055798406706,0.051509202914079566
254,254,SPY,60,240223,140000,508.55,508.6,507.63,508.34,419994,-0.0412938747419204,508.091,503.254,500.2539,498.47864999999996,490.55695,,507.77636855607847,504.8407554196648,501.4046686858249,492.108366871721,502.9325584162758,0.03172432855578222
255,255,SPY,60,240223,150000,508.33,508.75,507.72,507.81,1360774,-0.1022957527590309,508.227,503.88149999999996,500.5825,498.66445,490.71195,,507.78384221028324,505.12354061779195,501.6558581491259,492.26460202722626,503.2250463942018,0.0014718397049584553
256,256,SPY,60,240226,90000,508.3,508.74,507.73,508.22,310908,-0.0157387369663553,508.32399999999996,504.5295,500.8641,498.8413499999999,490.8713,,507.88076616355363,505.4184415113356,501.91327547661115,492.42336220605983,503.52703876819135,0.019087640293657948
257,257,SPY,60,240226,100000,508.22,508.51,507.425,507.495,472190,-0.1426547558144155,508.3535,505.10524999999996,501.07779999999997,498.99449999999996,491.023275,,507.7950403494306,505.61620898644645,502.1321666343911,492.5733287512732,503.83749188054213,-0.01687912199758168
258,258,SPY,60,240226,110000,507.52,507.88,507.02,507.72,409022,0.0394073139974868,508.37250000000006,505.71324999999996,501.31340000000006,499.13595000000004,491.18282500000004,,507.77836471622385,505.81657003535634,502.3512973546111,492.7240418980267,504.1553088262766,-0.0032839299090592355
259,259,SPY,60,240226,120000,507.71,507.9,507.15,507.31,276230,-0.0787851332453521,508.1285,506.31125000000003,501.55299999999994,499.27225,491.341175,,507.6742836681741,505.9588014605605,502.54575628188127,492.86917580948915,504.47934705041456,-0.02049733806754883
260,260,SPY,60,240226,130000,507.29,507.59,506.02,506.885,514946,-0.0798359912476156,507.94399999999996,506.9255,501.76709999999997,499.39815000000004,491.495,,507.49888729746874,506.047010845269,502.7159227021997,493.0086367467082,504.8084262250984,-0.03454899654125043
261,261,SPY,60,240226,140000,506.875,507.4,506.52,506.74,524858,-0.0266337854500598,507.767,507.4035,501.9717,499.50885,491.64375,,507.330245675809,506.1130098123863,502.8737296550546,493.1452672268405,505.14133634821445,-0.0332299490463428
262,262,SPY,60,240226,150000,506.77,507.31,505.86,506.01,1292241,-0.1499694141326422,507.506,507.4545,502.1535,499.62625,491.79245,,507.03685774785146,506.1031993540638,502.996720648974,493.2732745181157,505.4768460038952,-0.05782977270885059
263,263,SPY,60,240227,90000,506.69,506.74,505.53,506.07,363457,-0.1223627859243333,507.26000000000005,507.521,502.3024,499.75275,491.939475,,506.82200047055113,506.1000375108196,503.1172414078378,493.40060511992556,505.8137107244663,-0.04237508063115181
264,264,SPY,60,240227,100000,506.1,506.58,505.6,506.13,480914,0.0059276822762246,507.03899999999993,507.56499999999994,502.4338,499.90555,492.09762500000005,,506.66822258820645,506.10289108121776,503.2353888036089,493.52726576549844,506.1506813930415,-0.03034159570853845
265,265,SPY,60,240227,110000,506.14,506.16,505.47,505.9,313272,-0.0474177105148791,506.84800000000007,507.5375,502.5554,500.04324999999994,492.246175,,506.4975064574939,506.0835681211018,503.33988336033013,493.6503775489263,506.48651262605176,-0.03369386969651611
266,266,SPY,60,240227,120000,505.92,506.0,504.99,505.05,393951,-0.1719639468690711,506.53100000000006,507.42750000000007,502.6603,500.16345,492.395275,,506.1758383558286,505.9851330619492,503.40694675796425,493.7638066280415,506.81997107553843,-0.0635083287803484
267,267,SPY,60,240227,130000,505.05,505.89,504.77,505.72,363400,0.1326601326601358,506.3535,507.3535,502.7735,500.28925000000004,492.554075,,506.0745409434223,505.95988229414456,503.49765472824015,493.88277372626993,507.14984359200804,-0.020012297057747652
268,268,SPY,60,240227,140000,505.79,506.7,505.75,506.66,388620,0.1720081456731063,506.24750000000006,507.30999999999995,502.87909999999994,500.41595,492.7170250000001,,506.2046429559951,506.0265601708927,503.6216682683092,494.00991030610805,507.4749451900627,0.025708073030172862
269,269,SPY,60,240227,150000,506.67,507.155,506.23,506.9,1145668,0.0453944381944779,506.20650000000006,507.1674999999999,502.98040000000003,500.55915,492.880075,,506.3591667435517,506.10974491652195,503.75023029700293,494.1381699050523,507.794126760845,0.030525952242221877
270,270,SPY,60,240228,90000,505.48,505.8,504.96,505.3,193442,-0.0356097174962425,506.04800000000006,506.996,503.047,500.68215,493.03192500000006,,506.1237963560958,506.03262635304367,503.81100557947343,494.2492328910717,508.1062824775688,-0.046482892562138556
271,271,SPY,60,240228,100000,505.33,506.52,505.25,506.48,460140,0.2275740605149178,506.02200000000005,506.8945,503.18199999999996,500.81815,493.20792500000005,,506.2029527214078,506.0752333670395,503.9156720273372,494.3709320662849,508.41035684301903,0.015639724091598417
272,272,SPY,60,240228,110000,506.51,506.85,506.17,506.58,389948,0.0138200627825695,506.079,506.7925,503.295,500.92505000000006,493.38072500000004,,506.2867410055394,506.1233063797024,504.02015547724557,494.492415329307,508.70535133087884,0.016552310428274986
273,273,SPY,60,240228,120000,506.57,506.67,505.45,505.87,385936,-0.1381842588388551,506.0589999999999,506.65950000000004,503.3678,501.0112,493.549125,,506.1941318931973,506.09918196258786,504.09269839970653,494.60562512702535,508.99033057606414,-0.0182918304670876
274,274,SPY,60,240228,130000,505.86,506.78,505.5,506.61,353751,0.1482623650812477,506.1070000000001,506.573,503.46340000000004,501.1013,493.72377500000005,,506.2865470280424,506.14783129948427,504.191416109522,494.7250716431744,509.2644280728551,0.018256856218279438
275,275,SPY,60,240228,140000,506.64,506.69,505.18,505.84,482523,-0.1579030475288195,506.101,506.4745,503.533,501.18410000000006,493.89962499999996,,506.18731435514405,506.1185140328667,504.25606645816816,494.8356679452324,509.5268513435311,-0.019600100670424947
276,276,SPY,60,240228,150000,505.85,506.27,505.35,506.23,1102337,0.0751210833250954,506.21899999999994,506.3750000000001,503.64660000000003,501.2657,494.073425,,506.19680005400096,506.12913174402223,504.33347561667136,494.94904438358833,509.7768865443771,0.0018739503317988238
277,277,SPY,60,240229,90000,508.07,508.835,508.07,508.47,383468,0.0787293089534973,506.494,506.42375000000004,503.8264,501.3672,494.25440000000003,,506.7019555975563,506.3520715779249,504.49569225915485,495.0835812553934,510.01390248028054,0.09979429808750773
278,278,SPY,60,240229,100000,508.54,508.74,506.81,507.43,1098905,-0.2182719156801851,506.5710000000001,506.40925000000004,504.04119999999995,501.4611,494.4221,,506.8637432425438,506.4547314276463,504.6107631509527,495.2064311931507,510.2373540037325,0.03192954816932936
279,279,SPY,60,240229,110000,507.45,507.72,505.36,506.65,635030,-0.1576510000985341,506.546,506.37624999999997,504.2338,501.54760000000005,494.58375,,506.81624474420073,506.47332843453717,504.6907332234644,495.3202975494378,510.4467847787221,-0.009371058588492076
280,280,SPY,60,240229,120000,506.65,507.42,506.52,507.37,462152,0.1421099378269076,506.753,506.4004999999999,504.4664,501.6396,494.74825000000004,,506.9393014677117,506.558725726486,504.7958025088188,495.44019508625934,510.6418293948611,0.024280343179028385
281,281,SPY,60,240229,130000,507.38,507.89,507.37,507.815,392857,0.085734557925027,506.88649999999996,506.45424999999994,504.71310000000005,501.73965,494.921425,,507.1339011415535,506.6783708953921,504.91420241043375,495.56332747346073,510.822214821957,0.03838717441682071
282,282,SPY,60,240229,140000,507.82,508.29,507.17,507.75,527900,-0.0137844117994551,507.0035,506.54124999999993,504.95090000000005,501.84144999999995,495.090275,,507.27081199898606,506.7804308101167,505.0254101590442,495.6845878966104,510.9877612002,0.026996983858573742
283,283,SPY,60,240229,150000,507.76,509.74,507.65,508.12,2351824,0.070899637624077,507.22850000000005,506.64375,505.17910000000006,501.94135,495.25212500000004,,507.45952044365583,506.9080088282008,505.1467666233954,495.80832334042526,511.1383819660653,0.03720072990718304
284,284,SPY,60,240301,90000,508.98,509.54,508.56,509.07,394793,0.0176824236708662,507.4745,506.79075,505.4257,502.04955,495.415125,,507.8174047895101,507.1139127493245,505.30061891267405,495.9402803221126,511.2740833189375,0.07052470816615308
285,285,SPY,60,240301,100000,509.11,510.83,508.67,510.66,937258,0.3044528687317105,507.95649999999995,507.02875000000006,505.7337,502.17215000000004,495.5861,,508.44909261406343,507.45163534462694,505.51079072002017,496.0867451945294,511.3949630383034,0.12439270859871954
286,286,SPY,60,240301,110000,510.65,511.38,510.16,511.14,755970,0.0959561343385898,508.44750000000005,507.33324999999996,506.05129999999997,502.28855000000004,495.7522,,509.0470720331604,507.8029081689482,505.73154402511744,496.2365288244346,511.5012086660686,0.11760851337596634
287,287,SPY,60,240301,120000,511.15,512.06,510.72,511.81,507638,0.1291206103883449,508.78149999999994,507.63775000000004,506.3679,502.40700000000004,495.91984999999994,,509.6610560257914,508.1845359623817,505.96991484766187,496.3914887366293,511.5930950731681,0.12061438447701356
288,288,SPY,60,240301,130000,511.82,512.68,511.68,512.63,564794,0.1582587628463136,509.30150000000003,507.93625000000003,506.7093,502.5372,496.0886,,510.32082135339334,508.6079134897739,506.2310946575575,496.5530659631305,511.6709814340146,0.12945178365140197
289,289,SPY,60,240301,140000,512.63,513.29,512.56,513.1,614992,0.0916840606285288,509.9465,508.24625000000003,507.0643,502.66339999999997,496.2531000000001,,510.9384166081948,509.0357312526526,506.50046349451605,496.7177120729501,511.7353076365617,0.12102097914867826
290,290,SPY,60,240301,150000,513.09,513.13,512.32,512.85,1499439,-0.0467754195170455,510.49449999999996,508.62375000000003,507.4293,502.7848,496.40905,,511.3632129174849,509.3989949428762,506.74946492610366,496.87823235083124,511.7865901596996,0.0831404129112201
291,291,SPY,60,240304,90000,512.03,512.59,512.01,512.51,426640,0.0937445071577872,510.96400000000006,508.92525000000006,507.7359,502.89709999999997,496.56050000000005,,511.6180544913771,509.6952811387927,506.9753682623349,497.0337723274399,511.825417453416,0.049835726828750815
292,292,SPY,60,240304,100000,512.51,512.87,512.07,512.66,420867,0.0292677216054276,511.45500000000004,509.22925000000004,507.8893,503.01200000000006,496.71174999999994,,511.84959793773777,509.97763531605057,507.1982949971453,497.1892571799032,511.8524448605489,0.04525709058309513
293,293,SPY,60,240304,110000,512.67,512.81,512.17,512.72,345881,0.0097528624651468,511.91499999999996,509.57174999999995,508.0489,503.1249,496.85034999999993,,512.0430206182405,510.23881290499816,507.41483244823763,497.34379193433205,511.868389122057,0.037788967947216534
294,294,SPY,60,240304,120000,512.71,513.17,512.5,512.97,271759,0.0507109282050264,512.3050000000001,509.88975,508.2033,503.23390000000006,496.99775,,512.2490160364092,510.498925961665,507.6326821561499,497.4992765917019,511.8740225104771,0.040230099791238594
295,295,SPY,60,240304,130000,512.98,513.06,512.35,512.76,311041,-0.0428866622480461,512.515,510.23575,508.32950000000005,503.3286,497.14130000000006,,512.3625680283183,510.71426634626835,507.833753444144,497.65112458581433,511.8701666386471,0.022167342123502465
296,296,SPY,60,240304,140000,512.75,514.13,512.61,513.81,601233,0.2067284251584486,512.7819999999999,510.6147499999999,508.4607,503.43460000000005,497.2916,,512.6842195775808,511.00909812281424,508.0681160541776,497.81190941580627,511.85768599278475,0.06277811248007747
297,297,SPY,60,240304,150000,513.82,514.18,512.17,512.27,1358064,-0.3016620606438184,512.8280000000001,510.80474999999996,508.5621,503.5365,497.43385,,512.5921707825629,511.12918401587956,508.2328958167589,497.955771013659,511.8374812406671,-0.017954286772037253
298,298,SPY,60,240305,90000,510.24,510.31,509.32,509.68,537888,-0.1097522734399502,512.533,510.91724999999997,508.6051,503.62769999999995,497.56415,,511.94502171977115,510.9911664905577,508.2896450004154,498.072430008548,511.8104823668874,-0.12625028232556845
299,299,SPY,60,240305,100000,509.68,510.7,507.51,508.11,1053518,-0.3080364150054923,512.034,510.99025,508.57230000000004,503.6993,497.6871,,511.09279467093313,510.71676968193316,508.28260009843837,498.1723063268709,511.77764168802645,-0.16646847076959848
300,300,SPY,60,240305,110000,508.13,508.4,506.97,507.68,706928,-0.0885600141696,511.517,511.0057500000001,508.5513,503.838,497.80564999999996,,510.3343958551702,510.427553521749,508.258968722029,498.2669102440165,511.7399268010006,-0.14838769469469604
301,301,SPY,60,240305,120000,507.76,508.5,507.54,508.01,475084,0.0492358594611627,511.067,511.0155000000001,508.5413,503.9726,497.92940000000004,,509.81786344291015,510.1973103292015,508.24920524273375,498.36385641074276,511.6983135178936,-0.10121450101251428
302,302,SPY,60,240305,130000,508.0,508.15,506.68,506.76,665989,-0.2440944881889781,510.47700000000003,510.966,508.50410000000005,504.0893,498.04555,,509.13833823337455,509.86994744070614,508.1908050371364,498.4474001280488,511.65377884019824,-0.1332878383167313
