,<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,PriceChange
321,SPY,60,240308,110000,517.54,517.6,513.94,514.0,1508492,-0.6840051010549839
322,SPY,60,240308,120000,514.01,514.84,512.3,512.54,986640,-0.285986653956154
323,SPY,60,240308,130000,512.55,513.26,511.14,511.71,1059825,-0.16388645010242417
324,SPY,60,240308,140000,511.7,514.46,511.66,513.83,965553,0.4162595270666508
325,SPY,60,240308,150000,513.83,514.38,511.72,511.77,1333627,-0.40091080707628185
326,SPY,60,240311,90000,510.48,510.94,509.43,509.43,644016,-0.2056887635166924
327,SPY,60,240311,100000,509.44,510.72,508.51,510.59,931486,0.2257380653266287
328,SPY,60,240311,110000,510.59,510.89,509.23,510.84,631101,0.04896296441371747
329,SPY,60,240311,120000,510.84,511.15,510.0,511.0,553582,0.031320961553524596
330,SPY,60,240311,130000,511.0,511.57,510.21,511.05,527830,0.009784735812135296
331,SPY,60,240311,140000,511.06,511.88,510.7,511.61,463736,0.10761945759793594
332,SPY,60,240311,150000,511.6,511.61,510.54,511.26,1044953,-0.06645817044566689
333,SPY,60,240312,90000,513.45,513.76,510.86,513.45,890376,0.0
334,SPY,60,240312,100000,513.44,516.46,513.0,515.93,1103242,0.4849641632907244
335,SPY,60,240312,110000,515.93,516.53,515.18,515.86,747092,-0.013567732056662016
336,SPY,60,240312,120000,515.87,515.95,513.55,514.41,584336,-0.28301703917654375
337,SPY,60,240312,130000,514.38,515.79,513.63,515.6,429973,0.23717873945332774
338,SPY,60,240312,140000,515.65,517.11,515.51,516.75,639831,0.21332299040046984
339,SPY,60,240312,150000,516.74,517.37,516.43,516.81,1064819,0.013546464372786378
340,SPY,60,240313,90000,517.11,517.12,515.95,516.08,507604,-0.19918392605054488
341,SPY,60,240313,100000,516.08,516.77,515.7,516.21,650433,0.0251898930398379
342,SPY,60,240313,110000,516.21,516.71,515.83,516.44,426809,0.04455551035431669
343,SPY,60,240313,120000,516.44,516.67,516.09,516.47,345229,0.0058090000774480505
344,SPY,60,240313,130000,516.45,517.28,516.39,517.08,495781,0.12198663955852365
345,SPY,60,240313,140000,517.03,517.16,516.4,516.5,437585,-0.1025085584975674
346,SPY,60,240313,150000,516.5,516.695,514.5,515.99,1251405,-0.09874152952565167
347,SPY,60,240314,90000,516.97,517.12,513.95,513.99,842285,-0.5764357699673129
348,SPY,60,240314,100000,513.99,515.6,513.36,514.6,992572,0.11867935173836332
349,SPY,60,240314,110000,514.64,515.41,514.06,514.93,613726,0.05635006995180391
350,SPY,60,240314,120000,514.985,515.12,513.84,513.91,573398,-0.20874394399837773
351,SPY,60,240314,130000,513.84,514.6,512.76,514.54,634886,0.13622917639730883
352,SPY,60,240314,140000,514.54,515.18,513.85,513.89,784405,-0.12632642748862621
353,SPY,60,240314,150000,513.8,514.97,511.825,514.95,2705935,0.22382249902687643
354,SPY,60,240315,90000,510.21,511.32,509.63,509.84,1108173,-0.07251915877775908
355,SPY,60,240315,100000,509.83,511.68,508.87,511.09,814931,0.2471412039307202
356,SPY,60,240315,110000,511.1,511.18,509.54,509.73,624500,-0.2680493054196839
357,SPY,60,240315,120000,509.7,509.88,508.36,508.46,792147,-0.24328036099666653
358,SPY,60,240315,130000,508.47,509.95,508.43,509.9,649449,0.28123586445610355
359,SPY,60,240315,140000,509.92,510.54,509.18,510.18,719419,0.050988390335737155
360,SPY,60,240315,150000,510.19,510.53,509.22,509.74,1944219,-0.08820243438718686
361,SPY,60,240318,90000,514.0,514.83,513.76,513.84,822844,-0.031128404669254508
362,SPY,60,240318,100000,513.84,515.47,513.82,515.13,752234,0.25105091078934366
363,SPY,60,240318,110000,515.16,515.22,513.91,514.23,573696,-0.1805264383880639
364,SPY,60,240318,120000,514.22,514.51,513.48,513.51,516345,-0.13807319824200467
365,SPY,60,240318,130000,513.52,514.24,513.32,513.8,549601,0.054525627044705705
366,SPY,60,240318,140000,513.81,514.4,513.21,513.8,553209,-0.0019462447208094251
367,SPY,60,240318,150000,513.74,514.14,512.44,512.87,1890089,-0.16934636197298333
368,SPY,60,240319,90000,512.15,512.16,511.13,511.69,473367,-0.08981743629795559
369,SPY,60,240319,100000,511.69,512.61,511.23,512.23,707375,0.10553264671969756
370,SPY,60,240319,110000,512.24,513.43,512.17,513.18,428559,0.1835077307511988
371,SPY,60,240319,120000,513.18,515.13,513.01,514.66,631541,0.28839783311898715
372,SPY,60,240319,130000,514.68,515.44,514.37,514.99,494394,0.06023160021762244
373,SPY,60,240319,140000,514.99,515.35,514.51,514.89,521664,-0.019417852773844682
374,SPY,60,240319,150000,514.87,515.99,514.235,515.76,1277832,0.1728591683337515
375,SPY,60,240320,90000,515.77,515.98,515.21,515.43,324524,-0.06592085619559723
376,SPY,60,240320,100000,515.43,516.44,515.35,515.86,368499,0.0834254893972147
377,SPY,60,240320,110000,515.89,516.32,515.58,515.93,290388,0.007753590881770071
378,SPY,60,240320,120000,515.91,516.15,515.41,516.14,260615,0.04458141923979342
379,SPY,60,240320,130000,516.14,516.14,515.08,515.47,322997,-0.12980974154298427
380,SPY,60,240320,140000,515.52,519.55,515.52,518.91,1218319,0.6575884543761613
381,SPY,60,240320,150000,519.05,520.6,518.88,520.42,1522379,0.2639437433773249
382,SPY,60,240321,90000,523.39,524.01,522.77,523.43,567840,0.007642484571727321
383,SPY,60,240321,100000,523.4,523.98,523.16,523.55,813197,0.028658769583488206
384,SPY,60,240321,110000,523.59,523.93,523.03,523.76,493876,0.0324681525621114
385,SPY,60,240321,120000,523.75,524.11,523.44,523.74,450906,-0.0019093078758932517
386,SPY,60,240321,130000,523.75,523.76,522.73,522.82,423059,-0.17756563245822435
387,SPY,60,240321,140000,522.75,523.11,522.03,522.315,691332,-0.0832137733141933
388,SPY,60,240321,150000,522.32,523.16,521.91,522.13,1019052,-0.03637616786645247
389,SPY,60,240322,90000,522.11,522.44,521.42,521.75,332806,-0.06895098733983522
390,SPY,60,240322,100000,521.78,522.3,521.03,521.06,538794,-0.13798919084672226
391,SPY,60,240322,110000,521.06,521.83,521.04,521.68,451944,0.11898821632825482
392,SPY,60,240322,120000,521.68,521.87,520.97,521.85,466408,0.03258702652968731
393,SPY,60,240322,130000,521.83,522.58,521.76,522.54,490784,0.13605963627999976
394,SPY,60,240322,140000,522.53,522.59,521.95,522.18,398516,-0.06698180008803759
395,SPY,60,240322,150000,522.165,522.35,521.13,521.27,1683145,-0.17140175998007945
396,SPY,60,240325,90000,519.79,520.39,519.63,520.3,400517,0.09811654706708305
397,SPY,60,240325,100000,520.26,520.89,520.06,520.62,487163,0.06919617114519926
398,SPY,60,240325,110000,520.65,520.855,520.38,520.6,390213,-0.00960338038988851
399,SPY,60,240325,120000,520.59,520.69,520.25,520.43,325110,-0.03073435909258377
400,SPY,60,240325,130000,520.45,520.7,520.14,520.66,334171,0.040349697377254815
401,SPY,60,240325,140000,520.67,520.95,520.56,520.81,205145,0.02688843221233917
402,SPY,60,240325,150000,520.82,520.82,519.67,519.81,1208070,-0.19392496447911073
403,SPY,60,240326,90000,521.23,521.44,520.84,521.24,285686,0.0019185388408170874
404,SPY,60,240326,100000,521.25,521.57,520.67,521.28,478644,0.005755395683448003
405,SPY,60,240326,110000,521.32,521.455,521.08,521.385,253278,0.012468349574146564
406,SPY,60,240326,120000,521.395,521.46,520.75,520.88,309500,-0.09877348267627929
407,SPY,60,240326,130000,520.88,521.01,520.49,520.65,245521,-0.044156043618495275
408,SPY,60,240326,140000,520.66,521.04,520.65,520.85,246800,0.03649214458572861
409,SPY,60,240326,150000,520.86,520.91,518.4,518.67,1844153,-0.42045847252621715
410,SPY,60,240327,90000,521.71,521.77,520.75,520.89,470645,-0.15717544229553773
411,SPY,60,240327,100000,520.9,520.94,519.64,519.86,836127,-0.19965444423113146
412,SPY,60,240327,110000,519.85,520.155,519.53,519.54,425799,-0.05963258632298915
413,SPY,60,240327,120000,519.555,520.47,519.49,520.29,338992,0.14146721713774552
414,SPY,60,240327,130000,520.31,520.48,519.74,520.18,266682,-0.02498510503353683
415,SPY,60,240327,140000,520.18,520.97,520.02,520.27,408157,0.01730170325657116
416,SPY,60,240327,150000,520.28,523.2,519.84,523.17,2425691,0.5554701314676687
417,SPY,60,240328,90000,523.21,523.67,522.79,523.22,304377,0.001911278454156248
418,SPY,60,240328,100000,523.32,523.72,522.93,523.43,488595,0.021019643812562095
419,SPY,60,240328,110000,523.42,523.73,523.16,523.59,390273,0.03247869779528348
420,SPY,60,240328,120000,523.59,523.59,523.09,523.35,557023,-0.04583739185240533
421,SPY,60,240328,130000,523.32,523.48,522.93,523.38,461828,0.011465260261397506
422,SPY,60,240328,140000,523.37,524.28,523.02,524.15,818695,0.14903414410454796
423,SPY,60,240328,150000,524.14,524.61,522.93,523.13,2229260,-0.19269660777654654
424,SPY,60,240401,90000,523.83,524.38,523.46,524.08,344320,0.047725407097722536
425,SPY,60,240401,100000,524.06,524.16,522.09,522.33,556041,-0.3301148723428433
426,SPY,60,240401,110000,522.33,522.41,521.08,521.1,435843,-0.23548331514560106
427,SPY,60,240401,120000,521.1,522.22,520.98,521.9,269997,0.15352139704470438
428,SPY,60,240401,130000,521.91,521.91,521.06,521.74,215098,-0.03257266578528081
429,SPY,60,240401,140000,521.73,522.14,521.48,521.85,230857,0.023000402507044743
430,SPY,60,240401,150000,521.85,522.755,521.62,522.23,753110,0.0728178595381806
431,SPY,60,240402,90000,518.24,518.46,516.87,517.6,636806,-0.12349490583513166
432,SPY,60,240402,100000,517.64,517.99,516.5,516.96,816166,-0.13136542771036822
433,SPY,60,240402,110000,516.96,517.85,516.86,517.13,400853,0.03288455586504934
434,SPY,60,240402,120000,517.12,517.99,516.905,517.97,365340,0.16437190594059845
435,SPY,60,240402,130000,517.98,518.12,517.36,517.75,361746,-0.04440325881308509
436,SPY,60,240402,140000,517.76,518.14,517.64,517.79,461191,0.005794190358461974
437,SPY,60,240402,150000,517.79,518.97,517.74,518.86,1844469,0.2066474825701636
438,SPY,60,240403,90000,517.72,518.61,517.68,518.39,318889,0.12941358263153038
439,SPY,60,240403,100000,518.44,520.84,518.44,520.68,711071,0.4320654270503617
440,SPY,60,240403,110000,520.67,520.95,520.1,520.19,338988,-0.09218891044229638
441,SPY,60,240403,120000,520.2,520.83,519.4,520.34,608706,0.026912725874660967
442,SPY,60,240403,130000,520.37,520.8,520.31,520.56,263261,0.03651248150353419
443,SPY,60,240403,140000,520.56,520.8,519.86,519.98,378292,-0.11141847241430908
444,SPY,60,240403,150000,519.94,520.02,517.77,519.36,1454579,-0.11155133284610548
445,SPY,60,240403,160000,519.36,519.36,519.36,519.36,100,0.0
446,SPY,60,240404,90000,523.53,523.7,522.59,522.84,592701,-0.13179760472178118
447,SPY,60,240404,100000,522.83,523.04,522.5,522.74,413253,-0.017214008377490164
448,SPY,60,240404,110000,522.73,523.3,522.38,523.26,332623,0.1013907753524712
449,SPY,60,240404,120000,523.28,523.86,523.18,523.44,366880,0.030576364470280133
450,SPY,60,240404,130000,523.44,523.47,521.71,521.86,379336,-0.30184930460034404
451,SPY,60,240404,140000,521.86,521.86,515.5,515.91,1939944,-1.1401525313302505
452,SPY,60,240404,150000,515.81,516.03,512.76,513.04,2538197,-0.5370194451445265
453,SPY,60,240405,90000,514.46,516.39,514.02,515.95,592046,0.28962407184232186
454,SPY,60,240405,100000,515.95,518.09,514.89,518.06,784030,0.40895435604223274
455,SPY,60,240405,110000,518.04,519.71,516.43,519.43,819467,0.2683190487221038
456,SPY,60,240405,120000,519.43,520.43,519.08,520.34,944824,0.17519203742565542
457,SPY,60,240405,130000,520.33,520.43,517.43,517.78,762201,-0.49007360713394726
458,SPY,60,240405,140000,517.8,519.28,516.97,517.86,963346,0.011587485515654524
459,SPY,60,240405,150000,517.88,519.28,517.68,518.39,1160215,0.09847841198733123
460,SPY,60,240408,90000,519.15,519.38,517.99,518.79,378023,-0.06934412019647763
461,SPY,60,240408,100000,518.88,520.17,518.2,519.99,568925,0.21392229417206554
462,SPY,60,240408,110000,520.03,520.12,518.28,518.76,457561,-0.2442166798069307
463,SPY,60,240408,120000,518.73,519.44,517.9,519.44,411660,0.13687274690109236
464,SPY,60,240408,130000,519.43,519.46,518.66,519.28,299088,-0.028877808366859305
465,SPY,60,240408,140000,519.33,519.46,518.67,519.26,387699,-0.013478905512881986
466,SPY,60,240408,150000,519.29,519.69,518.23,518.68,1185362,-0.11746808141886299
467,SPY,60,240409,90000,520.5,520.73,518.775,518.91,448808,-0.30547550432277265
468,SPY,60,240409,100000,518.91,519.27,514.35,515.53,1066766,-0.6513653620088253
469,SPY,60,240409,110000,515.52,517.12,515.2,516.84,621008,0.25605214152701156
470,SPY,60,240409,120000,516.825,517.78,516.58,516.79,417249,-0.0067721182218510815
471,SPY,60,240409,130000,516.77,517.64,516.61,516.69,380342,-0.0154807748127653
472,SPY,60,240409,140000,516.67,517.29,516.24,516.51,408200,-0.03096754214488323
473,SPY,60,240409,150000,516.5,519.44,515.72,519.3,1245152,0.5421103581800493
474,SPY,60,240410,90000,513.48,514.48,512.68,513.97,853747,0.09542728051725659
475,SPY,60,240410,100000,514.0,516.16,513.48,514.48,874537,0.09338521400778564
476,SPY,60,240410,110000,514.47,514.53,513.02,513.38,513705,-0.21186852488969848
477,SPY,60,240410,120000,513.34,514.37,512.99,514.17,424102,0.16168621186736415
478,SPY,60,240410,130000,514.17,515.13,512.09,513.81,1030955,-0.07001575354455018
479,SPY,60,240410,140000,513.82,514.68,512.57,512.61,670087,-0.23549102798646146
480,SPY,60,240410,150000,512.6,515.07,512.45,514.16,1245047,0.3043308622707658
481,SPY,60,240411,90000,515.68,515.86,514.11,514.585,324050,-0.21234098665837606
482,SPY,60,240411,100000,514.64,514.69,512.1,513.19,645373,-0.2817503497590416
483,SPY,60,240411,110000,513.23,515.44,513.15,515.31,486939,0.40527638680512196
484,SPY,60,240411,120000,515.37,515.62,514.74,515.25,569576,-0.023284242388964153
485,SPY,60,240411,130000,515.3,518.13,514.88,518.0,732889,0.5239666213856095
486,SPY,60,240411,140000,518.01,519.47,517.94,518.71,546184,0.13513252639911305
487,SPY,60,240411,150000,518.69,519.35,517.98,518.04,1301947,-0.12531569916522217
488,SPY,60,240412,90000,514.38,515.81,514.08,515.24,589397,0.1671915704343119
489,SPY,60,240412,100000,515.37,515.37,512.03,512.29,889023,-0.5976288879833985
490,SPY,60,240412,110000,512.31,514.02,512.2,513.5,513278,0.23228123597041922
491,SPY,60,240412,120000,513.45,513.52,510.49,510.57,820602,-0.56091148115689
492,SPY,60,240412,130000,510.59,511.24,509.32,510.49,846441,-0.019585185765480306
493,SPY,60,240412,140000,510.45,511.415,509.565,509.58,688570,-0.17043784895680372
494,SPY,60,240412,150000,509.565,510.92,509.09,510.825,1557936,0.24726973006387623
495,SPY,60,240415,90000,515.13,515.29,514.2,514.89,765718,-0.046590181119330866
496,SPY,60,240415,100000,514.91,515.005,511.07,511.09,910437,-0.7418772212619668
497,SPY,60,240415,110000,511.13,512.6,510.81,512.31,569311,0.23086103339658207
498,SPY,60,240415,120000,512.34,512.615,509.51,510.08,490840,-0.44111332318383256
499,SPY,60,240415,130000,510.03,510.56,505.015,506.37,1111750,-0.7176048467737131
500,SPY,60,240415,140000,506.34,506.48,504.425,505.19,902102,-0.2271201169174818
501,SPY,60,240415,150000,505.17,505.26,503.59,504.5,1628132,-0.13262862006849493
502,SPY,60,240416,90000,504.94,505.2,502.97,504.44,552777,-0.09902166594050778
503,SPY,60,240416,100000,504.43,505.22,502.43,503.09,475279,-0.26564637313403877
504,SPY,60,240416,110000,503.1,505.36,502.88,504.26,459551,0.2305704631285963
505,SPY,60,240416,120000,504.24,505.09,503.51,504.54,325148,0.059495478343648135
506,SPY,60,240416,130000,504.55,505.02,502.23,504.08,628234,-0.09315231394312302
507,SPY,60,240416,140000,503.91,506.5,502.61,505.8,901126,0.37506697624575547
508,SPY,60,240416,150000,505.81,505.85,503.295,503.5,1463696,-0.45669322472865354
509,SPY,60,240417,90000,506.06,506.22,505.015,505.29,480538,-0.1521558708453507
510,SPY,60,240417,100000,505.3,505.35,502.19,502.89,660933,-0.476944389471606
511,SPY,60,240417,110000,502.92,504.0,501.02,501.73,677818,-0.23661815000397632
512,SPY,60,240417,120000,501.66,501.76,499.12,499.86,849263,-0.35880875493362263
513,SPY,60,240417,130000,499.85,502.56,499.75,502.4,709951,0.510153045913765
514,SPY,60,240417,140000,502.41,504.03,501.32,501.6,674214,-0.16122290559503238
515,SPY,60,240417,150000,501.58,501.82,500.39,500.5,1318395,-0.2153195900952957
516,SPY,60,240418,90000,501.98,502.07,499.75,501.18,500867,-0.1593688991593313
517,SPY,60,240418,100000,501.17,503.82,500.37,503.38,698745,0.4409681345651136
518,SPY,60,240418,110000,503.4,504.12,502.63,502.88,475602,-0.10329757647993282
519,SPY,60,240418,120000,502.89,503.31,500.63,500.785,470174,-0.4185806041082466
520,SPY,60,240418,130000,500.79,501.14,498.88,499.64,651765,-0.22963717326624614
521,SPY,60,240418,140000,499.57,500.43,498.57,498.98,678520,-0.11810156734791422
522,SPY,60,240418,150000,498.96,500.82,498.96,499.48,1040151,0.1042167708834453
523,SPY,60,240418,160000,499.48,499.48,499.48,499.48,300,0.0
524,SPY,60,240419,90000,499.44,500.44,498.69,499.64,408830,0.04004485023225786
525,SPY,60,240419,100000,499.615,500.14,497.6,498.54,885451,-0.21516567757172794
526,SPY,60,240419,110000,498.53,498.95,496.99,497.12,701913,-0.2828315246825604
527,SPY,60,240419,120000,497.07,497.77,495.09,497.1,844410,0.0060353672521032365
528,SPY,60,240419,130000,497.085,498.45,496.45,497.29,616888,0.04124043171691782
529,SPY,60,240419,140000,497.25,497.33,494.04,494.95,1028118,-0.4625439919557589
530,SPY,60,240419,150000,494.89,495.72,493.87,495.11,1431317,0.04445432318293505
531,SPY,60,240422,90000,497.83,498.06,496.76,497.61,462991,-0.04419179237891859
532,SPY,60,240422,100000,497.58,498.21,495.95,496.2,450022,-0.27734233691064664
533,SPY,60,240422,110000,496.15,497.41,495.44,497.39,521312,0.24992441801874615
534,SPY,60,240422,120000,497.41,498.51,497.29,498.4,398039,0.199030980478871
535,SPY,60,240422,130000,498.42,501.9,498.24,501.44,760321,0.605914690421729
536,SPY,60,240422,140000,501.44,502.38,500.63,501.33,606534,-0.021936821952778726
537,SPY,60,240422,150000,501.34,501.35,498.91,499.65,1423222,-0.33709658116248414
538,SPY,60,240423,90000,501.78,503.67,501.23,503.06,463369,0.25509187293236674
539,SPY,60,240423,100000,503.08,505.32,502.69,505.21,790998,0.42339190585990205
540,SPY,60,240423,110000,505.22,505.33,504.06,504.3,617629,-0.1820988876133201
541,SPY,60,240423,120000,504.33,505.58,504.23,505.2,489142,0.17250609719826393
542,SPY,60,240423,130000,505.19,506.06,504.58,505.97,444182,0.15439735545043043
543,SPY,60,240423,140000,505.97,506.07,505.26,505.73,410808,-0.047433642310810736
544,SPY,60,240423,150000,505.71,505.78,504.97,505.69,1183620,-0.003954835775440828
545,SPY,60,240424,90000,506.56,507.37,505.93,506.22,491402,-0.06711939355653328
546,SPY,60,240424,100000,506.29,507.13,504.98,505.17,425780,-0.2212170890201277
547,SPY,60,240424,110000,505.3,505.38,503.61,503.75,551237,-0.306748466257671
548,SPY,60,240424,120000,503.73,504.4,503.13,504.32,418723,0.11712623826255632
549,SPY,60,240424,130000,504.32,506.53,504.07,506.43,400568,0.41838515228426665
550,SPY,60,240424,140000,506.47,506.5,504.42,504.44,352868,-0.4008134736509624
551,SPY,60,240424,150000,504.44,506.18,504.24,505.46,699394,0.20220442470858416
552,SPY,60,240425,90000,499.18,499.35,497.87,498.18,563060,-0.20032853880363796
553,SPY,60,240425,100000,498.2,499.82,497.51,498.43,653408,0.0461661983139338
554,SPY,60,240425,110000,498.4,500.4,498.36,500.32,475685,0.38523274478330977
555,SPY,60,240425,120000,500.25,502.04,499.91,501.78,452419,0.3058470764617637
556,SPY,60,240425,130000,501.77,503.81,500.98,503.49,543856,0.3427865356637558
557,SPY,60,240425,140000,503.51,503.71,501.69,502.48,668658,-0.20456396099381796
558,SPY,60,240425,150000,502.5,504.26,502.45,503.44,950122,0.18706467661691498
559,SPY,60,240426,90000,506.35,508.23,505.71,507.81,460412,0.2883381060531212
560,SPY,60,240426,100000,507.84,509.01,507.65,508.76,627542,0.1811594202898582
561,SPY,60,240426,110000,508.8,509.54,507.73,508.62,586133,-0.03537735849056738
562,SPY,60,240426,120000,508.62,509.56,508.16,509.56,431114,0.18481380991702995
563,SPY,60,240426,130000,509.57,509.88,509.1,509.4,393837,-0.033361461624510064
564,SPY,60,240426,140000,509.47,509.48,508.58,509.4,381446,-0.013739768779329505
565,SPY,60,240426,150000,509.4,509.64,508.16,508.23,1176090,-0.22968197879857855
566,SPY,60,240429,90000,510.09,510.75,509.02,509.57,423859,-0.10194279440882625
567,SPY,60,240429,100000,509.59,510.63,509.55,509.9,320173,0.06083321886222302
568,SPY,60,240429,110000,509.87,509.93,509.01,509.74,226514,-0.025496695236039667
569,SPY,60,240429,120000,509.66,510.32,509.57,509.94,187774,0.05493858650864747
570,SPY,60,240429,130000,509.94,510.51,509.58,510.19,178516,0.04902537553437659
571,SPY,60,240429,140000,510.14,510.14,508.6,509.55,392619,-0.11565452620848689
572,SPY,60,240429,150000,509.535,510.19,507.25,510.05,1002596,0.10107254653752663
573,SPY,60,240430,90000,508.55,509.5,508.2,509.15,245380,0.11798249926260267
574,SPY,60,240430,100000,509.16,509.54,508.11,508.63,361117,-0.10409301594784144
575,SPY,60,240430,110000,508.63,508.65,506.04,506.61,572939,-0.39714527259500654
576,SPY,60,240430,120000,506.6,507.02,504.81,505.29,507236,-0.2585866561389661
577,SPY,60,240430,130000,505.3,506.26,504.71,506.12,437692,0.16227983376212016
578,SPY,60,240430,140000,506.14,506.54,504.4,504.8,507606,-0.26474888370806
579,SPY,60,240430,150000,504.79,505.28,502.05,502.07,1485042,-0.5388379326056434
580,SPY,60,240501,90000,501.38,501.82,500.43,500.81,298192,-0.11368622601619395
581,SPY,60,240501,100000,500.83,501.57,500.1,501.34,466052,0.10183096060539323
582,SPY,60,240501,110000,501.31,501.48,500.05,500.22,369589,-0.21743033252876964
583,SPY,60,240501,120000,500.23,501.1,499.87,500.42,221592,0.037982528037102475
584,SPY,60,240501,130000,500.44,501.39,499.93,500.98,267372,0.10790504356166983
585,SPY,60,240501,140000,501.01,507.41,500.76,507.26,1315294,1.24748009021776
586,SPY,60,240501,150000,507.35,508.18,500.09,500.25,2182831,-1.399428402483497
587,SPY,60,240502,90000,504.15,504.68,501.67,501.94,373240,-0.4383615987305325
588,SPY,60,240502,100000,501.96,502.64,499.58,502.44,534616,0.09562514941429959
589,SPY,60,240502,110000,502.45,503.12,501.38,502.79,388917,0.06766842471888385
590,SPY,60,240502,120000,502.78,502.86,501.34,502.23,347975,-0.10939178169377353
591,SPY,60,240502,130000,502.33,504.38,502.31,503.85,374845,0.3025899309219116
592,SPY,60,240502,140000,503.88,505.63,503.69,505.45,474894,0.31158212272763225
593,SPY,60,240502,150000,505.47,505.875,503.87,505.0,1266710,-0.09298276851247893
594,SPY,60,240503,90000,511.14,511.98,509.61,511.55,634389,0.08021285753414427
595,SPY,60,240503,100000,511.59,512.49,508.65,509.18,891917,-0.47108035731737685
596,SPY,60,240503,110000,509.19,510.91,508.56,510.47,504797,0.25137964217679637
597,SPY,60,240503,120000,510.51,511.38,510.42,510.69,369772,0.03525885878827189
598,SPY,60,240503,130000,510.73,511.61,510.6,511.29,312694,0.10964697589724555
599,SPY,60,240503,140000,511.31,511.99,511.25,511.54,363507,0.04498249594180012
600,SPY,60,240503,150000,511.54,511.84,511.14,511.29,1081502,-0.048872033467568514
601,SPY,60,240506,90000,513.75,514.35,513.32,514.2,358872,0.08759124087592127
602,SPY,60,240506,100000,514.21,514.63,514.04,514.3,352778,0.017502576768230516
603,SPY,60,240506,110000,514.28,514.53,513.85,514.36,282505,0.015555728396990149
604,SPY,60,240506,120000,514.34,514.72,513.76,514.67,295550,0.06415989423337233
605,SPY,60,240506,130000,514.68,515.03,514.25,514.88,286425,0.03885909691459654
606,SPY,60,240506,140000,514.88,515.76,514.83,515.41,391270,0.10293660658793752
607,SPY,60,240506,150000,515.4,516.61,514.89,516.58,949759,0.2289483896003228
608,SPY,60,240507,90000,517.56,517.92,517.17,517.19,331270,-0.07148929592702119
609,SPY,60,240507,100000,517.22,518.23,516.95,518.13,348439,0.17594060554502303
610,SPY,60,240507,110000,518.14,518.28,517.7,518.08,304103,-0.01157988188519424
611,SPY,60,240507,120000,518.09,518.29,517.58,517.87,221738,-0.04246366461426147
612,SPY,60,240507,130000,517.9,518.57,516.8,517.04,370962,-0.1660552230160289
613,SPY,60,240507,140000,517.0,517.43,516.45,517.01,434166,0.001934235976787409
614,SPY,60,240507,150000,517.02,517.86,516.69,517.2,1154576,0.0348149007775451
615,SPY,60,240508,90000,515.26,516.53,515.15,516.52,289080,0.24453673873384135
616,SPY,60,240508,100000,516.51,517.71,516.06,517.4,348380,0.17231031344988218
617,SPY,60,240508,110000,517.42,517.66,516.65,516.81,228214,-0.11789262108152249
618,SPY,60,240508,120000,516.815,517.12,516.27,516.63,179397,-0.03579617464664514
619,SPY,60,240508,130000,516.64,517.1,516.11,517.05,220979,0.0793589346546857
620,SPY,60,240508,140000,517.07,517.42,516.9,517.01,218543,-0.011603844740568803
621,SPY,60,240508,150000,516.99,517.71,516.57,517.2,699981,0.04061974119422743
622,SPY,60,240509,90000,517.38,517.77,516.71,517.58,259063,0.038656306776459363
623,SPY,60,240509,100000,517.59,519.265,517.51,519.16,479769,0.303328889661689
624,SPY,60,240509,110000,519.16,519.51,518.34,518.5,314575,-0.1271284382463919
625,SPY,60,240509,120000,518.45,519.36,518.39,519.24,186673,0.1523772784260707
626,SPY,60,240509,130000,519.22,519.63,518.79,519.2,271807,-0.003851931743765997
627,SPY,60,240509,140000,519.17,520.05,518.93,519.9,244137,0.14060904905907856
628,SPY,60,240509,150000,519.9,520.2,519.57,520.14,1128747,0.04616272360069419
629,SPY,60,240510,90000,521.81,522.63,521.36,522.42,384813,0.11690078764301445
630,SPY,60,240510,100000,522.42,522.42,520.02,520.49,585415,-0.36943455457293944
631,SPY,60,240510,110000,520.5,520.65,519.59,520.37,312137,-0.024975984630162432
632,SPY,60,240510,120000,520.36,520.77,519.85,520.51,263865,0.028826197248054665
633,SPY,60,240510,130000,520.53,520.84,519.92,520.79,201740,0.049949090350218224
634,SPY,60,240510,140000,520.79,520.94,520.12,520.93,280553,0.026882236602082676
635,SPY,60,240510,150000,520.88,521.34,520.63,520.83,730987,-0.0095991399170547
636,SPY,60,240513,90000,522.56,522.66,521.11,521.68,345795,-0.16840171463563908
637,SPY,60,240513,100000,521.7,521.84,521.12,521.25,335970,-0.08625646923520135
638,SPY,60,240513,110000,521.28,521.46,520.4,521.04,296768,-0.04604051565377707
639,SPY,60,240513,120000,521.025,521.37,521.0,521.0,114794,-0.004798234249791712
640,SPY,60,240513,130000,520.99,520.99,519.74,520.68,213747,-0.059502101767799596
641,SPY,60,240513,140000,520.63,520.985,520.315,520.91,173749,0.05378099610087254
642,SPY,60,240513,150000,520.9,521.13,520.48,520.91,637693,0.0019197542714515083
643,SPY,60,240514,90000,521.11,521.67,520.88,521.29,232860,0.034541651474727014
644,SPY,60,240514,100000,521.27,522.41,520.64,521.77,531974,0.0959195810232701
645,SPY,60,240514,110000,521.79,522.11,520.97,521.08,221040,-0.1360700665018346
646,SPY,60,240514,120000,521.07,521.29,520.69,520.98,166374,-0.0172721515343489
647,SPY,60,240514,130000,520.99,521.48,520.56,521.27,203659,0.053743833854771245
