,<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,PriceChange
309,SPY,60,240306,130000,511.33,511.95,509.12,510.18,869364,-0.22490368255333684
310,SPY,60,240306,140000,510.16,510.43,508.54,509.25,902219,-0.1783754116355702
311,SPY,60,240306,150000,509.24,510.27,508.57,509.81,1378136,0.1119315057733079
312,SPY,60,240307,90000,513.14,513.63,512.23,513.4,513806,0.05066843356588668
313,SPY,60,240307,100000,513.4,514.87,513.01,514.29,758524,0.17335410985586022
314,SPY,60,240307,110000,514.36,514.73,513.77,514.63,584466,0.0524924177618753
315,SPY,60,240307,120000,514.65,514.96,514.025,514.53,623136,-0.023316817254445652
316,SPY,60,240307,130000,514.55,515.89,514.24,515.7,616935,0.22349625886698885
317,SPY,60,240307,140000,515.72,515.86,514.77,514.92,562179,-0.155122934925942
318,SPY,60,240307,150000,514.9,515.62,514.07,514.87,1124507,-0.005826374053208918
319,SPY,60,240308,90000,515.46,517.79,515.31,517.76,520033,0.44620339114576385
320,SPY,60,240308,100000,517.76,518.22,516.97,517.56,818426,-0.03862793572312374
