<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
QQQ,60,240110,110000,407.35,407.45,406.44,407.005,200010
QQQ,60,240110,120000,407.01,407.86,406.83,407.79,130383
QQQ,60,240110,130000,407.8,408.29,407.2,408.12,197390
QQQ,60,240110,140000,408.125,409.48,408.06,409.46,245088
QQQ,60,240110,150000,409.45,409.51,407.35,408.55,560814
QQQ,60,240111,90000,409.79,411.18,408.43,409.2,432843
QQQ,60,240111,100000,409.23,409.24,405.97,406.75,753325
QQQ,60,240111,110000,406.71,406.9,404.25,404.73,685666
QQQ,60,240111,120000,404.73,406.76,404.7,406.31,377523
QQQ,60,240111,130000,406.27,408.64,406.25,408.58,273977
QQQ,60,240111,140000,408.6,409.77,408.13,409.55,253660
QQQ,60,240111,150000,409.61,409.62,408.39,409.34,410855
QQQ,60,240112,90000,410.4,411.25,409.63,409.88,276680
QQQ,60,240112,100000,409.94,410.35,408.15,408.89,562944
QQQ,60,240112,110000,408.91,410.11,408.36,408.5,324266
QQQ,60,240112,120000,408.54,409.39,408.27,409.15,236308
QQQ,60,240112,130000,409.19,409.84,409.15,409.75,182993
QQQ,60,240112,140000,409.75,410.08,408.9,409.08,217304
QQQ,60,240112,150000,409.05,409.74,408.61,409.55,567680
QQQ,60,240116,90000,408.31,409.01,406.835,408.24,594069
QQQ,60,240116,100000,408.25,411.12,407.73,410.6,665983
QQQ,60,240116,110000,410.68,410.85,408.77,409.11,646300
QQQ,60,240116,120000,409.09,409.36,407.78,407.87,297761
QQQ,60,240116,130000,407.87,409.08,407.71,407.99,258027
QQQ,60,240116,140000,407.96,408.65,407.02,408.625,220392
QQQ,60,240116,150000,408.61,409.58,408.43,409.52,384426
QQQ,60,240117,90000,406.16,406.61,403.27,403.38,856964
QQQ,60,240117,100000,403.35,405.26,402.92,404.86,756637
QQQ,60,240117,110000,404.88,406.56,404.88,405.83,450038
QQQ,60,240117,120000,405.85,406.12,404.93,405.78,270365
QQQ,60,240117,130000,405.755,406.17,404.02,404.65,285633
QQQ,60,240117,140000,404.63,406.58,404.51,406.23,349000
QQQ,60,240117,150000,406.24,407.58,405.49,407.2,585505
QQQ,60,240118,90000,410.52,411.85,410.49,411.22,429715
QQQ,60,240118,100000,411.22,412.455,410.27,411.89,546374
QQQ,60,240118,110000,411.89,412.98,411.18,412.41,418687
QQQ,60,240118,120000,412.45,412.48,410.35,410.56,436922
QQQ,60,240118,130000,410.56,411.05,409.17,410.92,362886
QQQ,60,240118,140000,410.94,413.16,410.93,412.93,425668
QQQ,60,240118,150000,412.98,413.57,412.56,413.19,587292
QQQ,60,240119,90000,415.22,415.74,414.63,415.69,477161
QQQ,60,240119,100000,415.87,416.44,414.7,416.07,372621
QQQ,60,240119,110000,416.08,417.11,415.76,416.98,479490
QQQ,60,240119,120000,416.99,418.4,416.29,418.4,520983
QQQ,60,240119,130000,418.38,420.085,417.95,420.08,411882
QQQ,60,240119,140000,420.09,421.1,419.83,420.91,555093
QQQ,60,240119,150000,420.885,421.34,420.57,421.24,730270
QQQ,60,240122,90000,423.41,424.72,422.49,423.69,478164
QQQ,60,240122,100000,423.72,423.92,421.19,421.475,646739
QQQ,60,240122,110000,421.46,423.01,421.25,422.97,288691
QQQ,60,240122,120000,422.97,423,421.76,422.29,162345
QQQ,60,240122,130000,422.22,422.36,421.12,422.17,208480
QQQ,60,240122,140000,422.21,422.37,421.315,421.96,158187
QQQ,60,240122,150000,421.96,422.43,421.595,421.72,383239
QQQ,60,240123,90000,422.43,422.44,420.57,422.17,259408
QQQ,60,240123,100000,422.15,422.355,421.05,421.65,291829
QQQ,60,240123,110000,421.63,422.25,421.03,421.98,216396
QQQ,60,240123,120000,421.97,422.6,421.36,422.53,112919
QQQ,60,240123,130000,422.53,422.57,421.795,422.32,168794
QQQ,60,240123,140000,422.32,422.76,421.92,422.67,128800
QQQ,60,240123,150000,422.65,423.64,422.52,423.43,439661
QQQ,60,240124,90000,427.48,427.5,426.13,426.91,389169
QQQ,60,240124,100000,426.95,429.19,426.18,428.5,477409
QQQ,60,240124,110000,428.59,428.92,427.375,428.83,294022
