<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPY,60,240117,120000,472.18,472.3,471.13,471.68,426357
SPY,60,240117,130000,471.68,472.03,469.875,470.67,529377
SPY,60,240117,140000,470.66,471.76,470.55,471.47,538841
SPY,60,240117,150000,471.48,472.6,470.68,472.275,1107502
SPY,60,240118,90000,473.99,474.46,473.4,473.89,566454
SPY,60,240118,100000,473.87,474.88,473.41,474.32,770673
SPY,60,240118,110000,474.3,475.03,473.67,474.47,657312
SPY,60,240118,120000,474.47,474.55,473.01,473.18,673539
SPY,60,240118,130000,473.21,474.12,472.43,473.98,642724
SPY,60,240118,140000,473.99,475.94,473.99,475.75,818329
SPY,60,240118,150000,475.81,477.03,475.59,476.47,1385475
SPY,60,240118,160000,476.465,476.465,476.465,476.465,200
