,<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,PriceChange
314,QQQ,60,240306,150000,438.43,439.3,437.45,438.87,551775,0.10035809593321574
315,QQQ,60,240307,90000,442.42,443.42,440.87,442.64,379816,0.049726504226746175
316,QQQ,60,240307,100000,442.66,444.81,442.24,443.96,518326,0.2936791216735089
317,QQQ,60,240307,110000,444.03,445.4,443.84,445.28,240752,0.2815125104159629
318,QQQ,60,240307,120000,445.32,445.93,444.94,445.43,339829,0.024701338363427118
319,QQQ,60,240307,130000,445.46,446.7,445.05,446.54,269798,0.24244601086518225
320,QQQ,60,240307,140000,446.57,446.66,445.81,445.92,282958,-0.14555388852810922
321,QQQ,60,240307,150000,445.81,446.24,444.98,445.51,871684,-0.06729324151544634
322,QQQ,60,240308,90000,445.77,447.51,445.07,447.46,540162,0.3791192767570715
323,QQQ,60,240308,100000,447.49,448.63,446.43,447.3,618824,-0.04245904936423109
324,QQQ,60,240308,110000,447.23,447.38,441.66,442.31,1435022,-1.1001050913400299
325,QQQ,60,240308,120000,442.29,443.19,439.32,439.66,716678,-0.5946324809514109
326,QQQ,60,240308,130000,439.59,440.63,438.34,439.16,700360,-0.09781842171112856
327,QQQ,60,240308,140000,439.12,442.3,439.04,441.59,520877,0.5624886135908113
328,QQQ,60,240308,150000,441.5,442.13,438.99,438.99,1187143,-0.5685164212910512
329,QQQ,60,240311,90000,437.5,438.13,435.67,435.67,442997,-0.4182857142857106
330,QQQ,60,240311,100000,435.66,438.61,435.46,438.12,567214,0.5646605150805627
331,QQQ,60,240311,110000,438.1,438.52,436.14,438.05,395659,-0.011412919424791456
332,QQQ,60,240311,120000,438.08,438.08,436.84,437.8,276396,-0.0639152666179631
333,QQQ,60,240311,130000,437.87,438.27,436.65,437.48,293560,-0.08906753145910574
334,QQQ,60,240311,140000,437.51,438.66,437.11,438.11,235634,0.1371397225206333
335,QQQ,60,240311,150000,438.1,438.1,436.82,437.35,685403,-0.1711937913718329
336,QQQ,60,240312,90000,439.74,440.36,436.46,439.33,477496,-0.0932369127211591
337,QQQ,60,240312,100000,439.31,442.95,438.88,442.33,894910,0.6874416698914165
338,QQQ,60,240312,110000,442.36,443.19,441.61,442.34,453168,-0.0045212044488739155
339,QQQ,60,240312,120000,442.35,442.45,440.08,440.81,408952,-0.3481406126370567
340,QQQ,60,240312,130000,440.8,442.1,440.07,441.92,309066,0.25408348457350377
341,QQQ,60,240312,140000,441.96,443.44,441.79,443.16,340468,0.2715177844148895
342,QQQ,60,240312,150000,443.2,444.02,442.7,443.68,924864,0.10830324909747702
343,QQQ,60,240313,90000,442.64,442.67,440.435,440.52,454120,-0.4789445147298041
344,QQQ,60,240313,100000,440.52,441.59,439.66,440.29,493012,-0.05221102333604861
345,QQQ,60,240313,110000,440.37,441.13,439.13,440.38,288669,0.002270817721459433
346,QQQ,60,240313,120000,440.41,440.98,440.0,440.77,160129,0.0817420131241245
347,QQQ,60,240313,130000,440.78,441.82,440.78,441.54,242490,0.1724216162257924
348,QQQ,60,240313,140000,441.43,441.95,441.08,441.38,144520,-0.011326824185037575
349,QQQ,60,240313,150000,441.38,441.61,439.26,440.23,698586,-0.2605464678961388
350,QQQ,60,240314,90000,441.49,442.03,438.02,438.24,449130,-0.7361435140093773
351,QQQ,60,240314,100000,438.12,440.72,437.4,439.7,469607,0.360631790377062
352,QQQ,60,240314,110000,439.78,440.55,438.87,439.77,295292,-0.0022738642048276197
353,QQQ,60,240314,120000,439.77,440.04,438.35,438.58,246094,-0.27059599336016504
354,QQQ,60,240314,130000,438.57,439.59,437.62,439.55,269132,0.22345349659119826
355,QQQ,60,240314,140000,439.56,440.44,438.52,438.55,319749,-0.22977522977522769
356,QQQ,60,240314,150000,438.5,439.19,436.4,439.17,885915,0.15279361459521457
357,QQQ,60,240315,90000,436.07,436.78,434.24,434.92,632478,-0.26371912766298466
358,QQQ,60,240315,100000,434.84,436.69,433.33,435.55,557855,0.16327844724497204
359,QQQ,60,240315,110000,435.6,435.65,433.79,434.105,288451,-0.3432047750229579
360,QQQ,60,240315,120000,434.09,434.39,432.76,432.86,381370,-0.28335137874633404
361,QQQ,60,240315,130000,432.85,434.6,432.8,434.52,347668,0.38581494744136746
362,QQQ,60,240315,140000,434.53,434.99,433.6,434.57,308618,0.00920534830737129
363,QQQ,60,240315,150000,434.57,435.09,433.57,433.89,817905,-0.1564765170168228
364,QQQ,60,240318,90000,438.74,440.58,438.57,438.84,734457,0.022792542280158156
365,QQQ,60,240318,100000,438.83,441.04,438.79,440.49,529903,0.3782786044709854
366,QQQ,60,240318,110000,440.52,440.66,438.59,439.01,319935,-0.34277671842367907
367,QQQ,60,240318,120000,439.02,439.47,437.85,437.92,262472,-0.25055806113615914
368,QQQ,60,240318,130000,437.92,438.94,437.61,438.57,243893,0.14842893679210295
369,QQQ,60,240318,140000,438.54,439.42,438.08,438.69,241011,0.03420440552742675
370,QQQ,60,240318,150000,438.65,439.09,437.25,437.47,512097,-0.2690071811238915
371,QQQ,60,240319,90000,435.455,435.69,433.33,434.24,419167,-0.2790184978930027
372,QQQ,60,240319,100000,434.25,435.55,433.69,434.845,378179,0.13701784686241272
373,QQQ,60,240319,110000,434.87,436.13,434.59,435.86,337291,0.2276542414974611
374,QQQ,60,240319,120000,435.85,438.5,435.59,437.89,390966,0.46805093495467787
375,QQQ,60,240319,130000,437.93,438.89,437.63,438.39,273871,0.10503961820381785
376,QQQ,60,240319,140000,438.39,438.95,437.86,438.41,244112,0.004562147859220934
377,QQQ,60,240319,150000,438.36,438.87,437.26,438.57,706254,0.04790583082397562
378,QQQ,60,240320,90000,439.77,440.16,438.08,438.41,213706,-0.30925256384017935
379,QQQ,60,240320,100000,438.41,439.45,438.18,438.47,177658,0.01368581921032875
380,QQQ,60,240320,110000,438.48,439.25,438.3,438.9,121247,0.09578544061301748
381,QQQ,60,240320,120000,438.85,439.14,438.26,439.11,143422,0.059245755953057054
382,QQQ,60,240320,130000,439.13,439.16,438.09,438.64,116210,-0.1115842688953178
383,QQQ,60,240320,140000,438.79,443.04,438.79,442.12,915319,0.7589051710385342
384,QQQ,60,240320,150000,442.29,444.11,442.09,443.81,903539,0.34366592054986134
385,QQQ,60,240321,90000,448.88,449.32,447.39,447.92,369423,-0.2138656211014034
386,QQQ,60,240321,100000,447.9,448.86,447.32,447.8,341559,-0.022326412145560595
387,QQQ,60,240321,110000,447.865,449.21,447.25,448.74,236208,0.19537137307000996
388,QQQ,60,240321,120000,448.77,449.34,448.59,448.91,233781,0.031196381219788134
389,QQQ,60,240321,130000,448.91,448.93,447.08,447.24,226076,-0.3720122073466877
390,QQQ,60,240321,140000,447.19,447.31,445.67,446.14,378700,-0.23479952592857875
391,QQQ,60,240321,150000,446.16,446.83,445.67,445.8,602326,-0.08068854222700682
392,QQQ,60,240322,90000,445.34,445.57,444.5,445.15,163350,-0.04266403197556872
393,QQQ,60,240322,100000,445.25,446.04,444.56,444.75,204159,-0.11229646266142618
394,QQQ,60,240322,110000,444.74,445.96,444.74,445.91,175571,0.2630750550883698
395,QQQ,60,240322,120000,445.91,446.435,445.18,446.41,173711,0.11213025049897961
396,QQQ,60,240322,130000,446.41,447.49,446.38,447.4,238808,0.22176922559977424
397,QQQ,60,240322,140000,447.35,447.46,446.41,446.75,167203,-0.13412316977758415
398,QQQ,60,240322,150000,446.72,446.98,445.61,446.22,425607,-0.1119269340974212
399,QQQ,60,240325,90000,443.5,444.26,442.55,444.09,230895,0.13303269447575536
400,QQQ,60,240325,100000,443.98,445.56,443.83,445.05,262602,0.24100184693004034
401,QQQ,60,240325,110000,445.095,445.81,444.93,445.45,209864,0.0797582538559097
402,QQQ,60,240325,120000,445.46,445.48,444.82,445.17,104172,-0.06510124365823275
403,QQQ,60,240325,130000,445.28,445.91,444.94,445.785,90952,0.11341178584262762
404,QQQ,60,240325,140000,445.81,446.26,445.7,446.16,110466,0.07850878176802287
405,QQQ,60,240325,150000,446.18,446.21,444.71,444.74,500351,-0.32273970146577563
406,QQQ,60,240326,90000,446.3,446.9,445.91,446.81,213245,0.11427291059825026
407,QQQ,60,240326,100000,446.775,447.21,445.43,446.08,414386,-0.1555592859940671
408,QQQ,60,240326,110000,446.15,446.58,445.85,446.55,149807,0.08965594530988101
409,QQQ,60,240326,120000,446.54,446.75,445.47,445.635,168687,-0.2026694137143435
410,QQQ,60,240326,130000,445.64,445.98,445.36,445.53,180159,-0.024683601113009077
411,QQQ,60,240326,140000,445.52,446.1,445.51,445.9,156124,0.08529358951337661
412,QQQ,60,240326,150000,445.93,445.93,443.1,443.31,1147970,-0.5875361603839178
413,QQQ,60,240327,90000,446.44,446.53,443.55,443.63,325403,-0.6294238867484998
414,QQQ,60,240327,100000,443.62,443.78,441.95,442.9,474537,-0.16230106848204034
415,QQQ,60,240327,110000,442.88,443.14,442.205,442.32,231573,-0.12644508670520282
416,QQQ,60,240327,120000,442.39,443.68,442.23,443.39,162952,0.2260448925156536
417,QQQ,60,240327,130000,443.45,443.53,442.58,443.11,194139,-0.07667155259893449
418,QQQ,60,240327,140000,443.12,443.84,442.71,442.87,232470,-0.05641812601552627
419,QQQ,60,240327,150000,442.84,444.98,442.27,444.93,769238,0.4719537530485123
420,QQQ,60,240328,90000,444.81,445.61,443.78,445.01,200543,0.044963017917760084
421,QQQ,60,240328,100000,445.03,445.64,444.14,444.84,276091,-0.04269375098307928
422,QQQ,60,240328,110000,444.82,445.07,444.36,445.01,215671,0.04271390674879676
423,QQQ,60,240328,120000,445.01,445.03,444.0,444.32,185327,-0.15505269544504569
424,QQQ,60,240328,130000,444.32,444.38,443.75,444.115,148819,-0.046137918617209235
425,QQQ,60,240328,140000,444.12,445.03,443.66,444.84,261871,0.16211834639286013
426,QQQ,60,240328,150000,444.89,445.14,443.82,443.88,797000,-0.22702241003393894
427,QQQ,60,240401,90000,444.96,447.51,444.57,447.04,455840,0.4674577490111563
428,QQQ,60,240401,100000,447.0,447.45,444.24,444.62,720039,-0.5324384787472025
429,QQQ,60,240401,110000,444.62,444.77,443.18,443.24,526138,-0.31037740092663296
430,QQQ,60,240401,120000,443.26,444.83,443.02,444.3,319634,0.234625276361508
431,QQQ,60,240401,130000,444.31,444.4,443.29,444.19,203523,-0.02700816997141738
432,QQQ,60,240401,140000,444.15,444.62,443.89,444.3,189566,0.03377237419791379
433,QQQ,60,240401,150000,444.3,445.39,444.03,444.99,618611,0.1553004726536119
434,QQQ,60,240402,90000,440.08,440.19,438.56,439.32,518144,-0.17269587347754747
435,QQQ,60,240402,100000,439.31,439.79,438.04,438.39,507842,-0.20941931665566818
436,QQQ,60,240402,110000,438.38,440.01,438.3,438.76,334266,0.08668278662347631
437,QQQ,60,240402,120000,438.77,440.14,438.74,440.12,236131,0.3076782824714595
438,QQQ,60,240402,130000,440.16,440.37,439.64,439.81,233677,-0.07951653944020871
439,QQQ,60,240402,140000,439.81,440.28,439.6,439.84,170315,0.006821127304966397
440,QQQ,60,240402,150000,439.83,441.41,439.81,441.07,777519,0.2819271082008979
441,QQQ,60,240403,90000,438.96,440.02,438.95,439.7,203392,0.16858028066338826
442,QQQ,60,240403,100000,439.75,443.58,439.75,443.48,509834,0.8482092097782872
443,QQQ,60,240403,110000,443.51,443.99,442.75,442.87,377137,-0.1443033978940692
444,QQQ,60,240403,120000,442.86,443.7,442.09,443.07,564986,0.047419048909357255
445,QQQ,60,240403,130000,443.07,443.52,442.97,443.21,188180,0.03159771593653066
446,QQQ,60,240403,140000,443.18,443.52,442.59,442.72,198389,-0.1037952976217292
447,QQQ,60,240403,150000,442.71,442.73,440.48,442.06,785502,-0.14682297666643565
448,QQQ,60,240404,90000,446.35,446.95,445.5,445.78,500044,-0.1277024756357231
449,QQQ,60,240404,100000,445.78,446.08,445.06,445.35,288482,-0.09646013728743999
450,QQQ,60,240404,110000,445.39,446.18,444.91,446.18,238873,0.17737263970902364
451,QQQ,60,240404,120000,446.21,446.91,446.125,446.66,288464,0.10084937585442852
452,QQQ,60,240404,130000,446.7,446.73,445.07,445.31,309872,-0.31117080814864256
453,QQQ,60,240404,140000,445.31,445.31,438.44,438.91,1300670,-1.4372010509532633
454,QQQ,60,240404,150000,438.76,438.76,435.11,435.25,1581791,-0.7999817667973358
455,QQQ,60,240405,90000,436.8,438.99,435.96,438.46,479234,0.38003663003662275
456,QQQ,60,240405,100000,438.47,440.93,437.71,440.91,575919,0.5564804889730193
457,QQQ,60,240405,110000,440.92,442.2,439.07,441.96,622182,0.2358704526898221
458,QQQ,60,240405,120000,441.97,443.13,441.44,443.0,618398,0.2330474919112095
459,QQQ,60,240405,130000,443.03,443.17,440.12,440.33,414051,-0.609439541340313
460,QQQ,60,240405,140000,440.31,441.61,439.45,440.09,521173,-0.04996479752901984
461,QQQ,60,240405,150000,440.08,441.38,439.9,440.51,932685,0.09770950736229932
462,QQQ,60,240408,90000,441.4,441.6,439.21,440.75,232435,-0.1472587222473895
463,QQQ,60,240408,100000,440.79,442.49,440.17,442.25,317052,0.33122348510628175
464,QQQ,60,240408,110000,442.26,442.43,440.21,440.78,214786,-0.33464477908922763
465,QQQ,60,240408,120000,440.76,441.11,439.58,441.1,212061,0.07713948634178053
466,QQQ,60,240408,130000,441.11,441.14,440.23,440.86,159402,-0.0566752057309968
467,QQQ,60,240408,140000,440.93,441.27,440.37,441.12,103158,0.0430907400267611
468,QQQ,60,240408,150000,441.15,441.45,440.35,440.61,578830,-0.1224073444406582
469,QQQ,60,240409,90000,442.94,443.24,441.63,441.78,271674,-0.26188648575428386
470,QQQ,60,240409,100000,441.8,442.43,437.44,438.79,851433,-0.6813037573562677
471,QQQ,60,240409,110000,438.74,440.17,438.49,439.85,361443,0.2529972193098449
472,QQQ,60,240409,120000,439.81,440.84,439.72,439.89,250759,0.018189672813256653
473,QQQ,60,240409,130000,439.91,440.67,439.63,439.69,169519,-0.05001022936510361
474,QQQ,60,240409,140000,439.67,440.37,439.29,439.63,220860,-0.009097732390206396
475,QQQ,60,240409,150000,439.59,442.33,438.74,442.26,729996,0.6073841534156864
476,QQQ,60,240410,90000,437.0,438.64,436.28,438.0,814944,0.2288329519450801
477,QQQ,60,240410,100000,437.85,439.24,436.94,437.45,762126,-0.09135548703894805
478,QQQ,60,240410,110000,437.44,438.02,436.69,437.13,245353,-0.0708668617410393
479,QQQ,60,240410,120000,437.18,438.5,436.73,438.26,269426,0.24703783338670204
480,QQQ,60,240410,130000,438.29,439.04,436.4,437.67,590135,-0.14145885144539108
481,QQQ,60,240410,140000,437.73,438.38,436.68,436.74,463168,-0.22616681516003223
482,QQQ,60,240410,150000,436.77,439.04,436.52,438.25,790618,0.3388511115690222
483,QQQ,60,240411,90000,440.26,440.48,439.27,440.08,244984,-0.04088493163131032
484,QQQ,60,240411,100000,440.17,440.24,437.96,439.56,411869,-0.13858282027398816
485,QQQ,60,240411,110000,439.62,441.61,439.56,441.49,350009,0.42536736272235215
486,QQQ,60,240411,120000,441.51,441.7,440.79,441.24,226592,-0.06115376775157568
487,QQQ,60,240411,130000,441.32,444.48,440.87,444.32,608950,0.6797788452823348
488,QQQ,60,240411,140000,444.35,446.14,444.28,445.34,402238,0.2227973444356818
489,QQQ,60,240411,150000,445.34,446.33,445.34,445.46,555215,0.026945704405623692
490,QQQ,60,240412,90000,441.1,442.22,440.74,442.13,346578,0.23350714123780836
491,QQQ,60,240412,100000,442.21,442.22,438.69,438.78,678914,-0.775649578254677
492,QQQ,60,240412,110000,438.79,441.0,438.69,440.17,394117,0.3145012420520056
493,QQQ,60,240412,120000,440.22,440.42,437.54,437.805,442677,-0.5485893416927946
494,QQQ,60,240412,130000,437.81,438.63,436.97,437.9,362633,0.020556862565947555
495,QQQ,60,240412,140000,437.76,438.51,437.18,437.22,270575,-0.12335526315788642
496,QQQ,60,240412,150000,437.13,438.71,436.88,438.31,978783,0.26994258001052474
497,QQQ,60,240415,90000,442.06,442.14,440.27,441.34,410384,-0.16287381803375722
498,QQQ,60,240415,100000,441.34,441.82,438.13,438.14,508695,-0.7250645760638031
499,QQQ,60,240415,110000,438.2,439.39,437.83,439.09,359709,0.20310360565951308
500,QQQ,60,240415,120000,439.03,439.47,436.065,436.68,230602,-0.5352709382046708
501,QQQ,60,240415,130000,436.56,437.19,431.06,432.23,1084326,-0.9918453362653435
502,QQQ,60,240415,140000,432.14,432.52,430.84,431.34,538173,-0.18512519091035576
503,QQQ,60,240415,150000,431.3,431.72,430.21,430.98,1045348,-0.07419429631346931
504,QQQ,60,240416,90000,430.9,431.92,429.78,431.6,314606,0.16245068461361
505,QQQ,60,240416,100000,431.58,432.4,430.08,430.72,493965,-0.19926780666387617
506,QQQ,60,240416,110000,430.74,432.53,430.5,431.43,262725,0.16018944142638197
507,QQQ,60,240416,120000,431.41,432.38,430.75,431.99,186864,0.13444287336871746
508,QQQ,60,240416,130000,432.05,432.35,429.71,431.38,471720,-0.15507464413841357
509,QQQ,60,240416,140000,431.42,433.76,430.35,432.88,645981,0.33841731954939025
510,QQQ,60,240416,150000,432.9,432.98,431.0,431.06,770704,-0.42504042504041933
511,QQQ,60,240417,90000,433.1,433.12,431.11,431.52,213083,-0.3648118217501826
512,QQQ,60,240417,100000,431.56,431.58,428.46,429.39,416523,-0.5028269533784446
513,QQQ,60,240417,110000,429.37,430.52,427.56,428.04,411219,-0.30975615436569487
514,QQQ,60,240417,120000,428.02,428.11,424.92,425.51,632502,-0.5864211952712469
515,QQQ,60,240417,130000,425.58,428.04,425.41,427.86,434099,0.5357394614408642
516,QQQ,60,240417,140000,427.935,429.25,426.585,427.02,343130,-0.21381751901574314
517,QQQ,60,240417,150000,426.99,427.21,425.69,425.8,871222,-0.2786950514063556
518,QQQ,60,240418,90000,426.49,426.58,423.54,424.96,426849,-0.3587422917301764
519,QQQ,60,240418,100000,425.03,427.86,424.3,427.39,368672,0.5552549231818963
520,QQQ,60,240418,110000,427.42,428.24,426.74,426.96,272952,-0.10762247906041747
521,QQQ,60,240418,120000,426.945,427.4,424.78,424.94,256376,-0.4696155242478529
522,QQQ,60,240418,130000,424.98,425.29,423.23,423.8,379647,-0.2776601251823631
523,QQQ,60,240418,140000,423.62,424.62,422.85,423.11,271096,-0.12039091638732613
524,QQQ,60,240418,150000,423.14,424.51,423.04,423.36,570019,0.05199224842842258
525,QQQ,60,240419,90000,422.22,422.71,420.67,421.31,345315,-0.21552745014448035
526,QQQ,60,240419,100000,421.26,421.68,418.56,419.74,669524,-0.3608222950196985
527,QQQ,60,240419,110000,419.62,419.65,417.29,417.345,341104,-0.5421571898384198
528,QQQ,60,240419,120000,417.3,417.96,415.23,417.15,530940,-0.03594536304817496
529,QQQ,60,240419,130000,417.05,418.5,416.55,417.25,320588,0.0479558805898546
530,QQQ,60,240419,140000,417.26,417.26,413.48,414.18,588008,-0.7381488760005714
531,QQQ,60,240419,150000,413.99,415.25,413.07,414.64,1434182,0.1570086233966949
532,QQQ,60,240422,90000,417.31,418.32,416.75,417.21,213148,-0.023963001126266502
533,QQQ,60,240422,100000,417.17,417.84,414.36,414.79,331164,-0.5705108229259044
534,QQQ,60,240422,110000,414.77,416.48,413.95,416.43,232594,0.4002218096776587
535,QQQ,60,240422,120000,416.52,417.46,416.03,416.96,165531,0.10563718428886913
536,QQQ,60,240422,130000,417.04,420.35,416.84,419.96,237787,0.7001726453097925
537,QQQ,60,240422,140000,419.97,421.18,419.57,420.285,261375,0.075005357525537
538,QQQ,60,240422,150000,420.28,420.46,418.23,418.87,489073,-0.3354906252974132
539,QQQ,60,240423,90000,420.77,423.15,420.46,422.51,338195,0.4135275803883378
540,QQQ,60,240423,100000,422.54,424.88,421.93,424.72,463075,0.5159274861551585
541,QQQ,60,240423,110000,424.76,425.07,423.51,424.03,243073,-0.17186175722761518
542,QQQ,60,240423,120000,424.04,425.26,424.04,424.78,209255,0.17451183850579005
543,QQQ,60,240423,130000,424.775,425.89,424.26,425.79,163676,0.2389500323700885
544,QQQ,60,240423,140000,425.8,426.26,425.46,426.06,164388,0.061061531235319606
545,QQQ,60,240423,150000,426.01,426.09,424.775,425.17,609909,-0.19717846998896152
546,QQQ,60,240424,90000,428.2,429.72,427.725,428.31,350303,0.025688930406355358
547,QQQ,60,240424,100000,428.34,429.205,426.89,427.26,341932,-0.2521361535228987
548,QQQ,60,240424,110000,427.24,427.42,425.06,425.18,245299,-0.4821645913304003
549,QQQ,60,240424,120000,425.14,425.75,424.225,425.55,278224,0.09643882015336713
550,QQQ,60,240424,130000,425.55,427.55,425.21,427.375,322775,0.4288567735871198
551,QQQ,60,240424,140000,427.425,427.48,425.27,425.34,242818,-0.48780487804878897
552,QQQ,60,240424,150000,425.33,427.1,425.18,426.42,440251,0.25627160087462253
553,QQQ,60,240425,90000,419.26,419.92,418.15,419.31,431095,0.011925773982734192
554,QQQ,60,240425,100000,419.33,421.51,418.71,419.305,423143,-0.0059618915889579245
555,QQQ,60,240425,110000,419.25,420.86,419.25,420.74,332350,0.35539654144305527
556,QQQ,60,240425,120000,420.69,423.0,420.36,422.73,289951,0.4849176353134185
557,QQQ,60,240425,130000,422.78,424.74,421.96,424.44,347183,0.39263919769147665
558,QQQ,60,240425,140000,424.475,424.81,422.64,423.36,243487,-0.2626774250544812
559,QQQ,60,240425,150000,423.52,425.32,423.4,424.38,567316,0.20306006800151435
560,QQQ,60,240426,90000,427.63,430.19,426.92,429.8,576983,0.507448027500413
561,QQQ,60,240426,100000,429.82,431.53,429.41,431.36,325482,0.35828951654181296
562,QQQ,60,240426,110000,431.45,432.17,430.48,431.27,213684,-0.041719782130028235
563,QQQ,60,240426,120000,431.16,432.09,430.78,432.09,105253,0.21569718897855783
564,QQQ,60,240426,130000,432.04,432.54,431.61,431.95,140296,-0.020831404499590738
565,QQQ,60,240426,140000,431.97,432.0,430.97,431.73,171010,-0.05555941384818601
566,QQQ,60,240426,150000,431.72,432.24,430.98,431.05,581272,-0.15519318076531452
567,QQQ,60,240429,90000,433.13,433.74,430.91,431.78,217905,-0.3116847135963851
568,QQQ,60,240429,100000,431.77,432.99,431.77,432.22,248791,0.10422215531418243
569,QQQ,60,240429,110000,432.25,432.34,431.28,432.32,134676,0.01619433198380409
570,QQQ,60,240429,120000,432.275,432.9,432.19,432.52,132347,0.05667688392805611
571,QQQ,60,240429,130000,432.54,433.33,431.99,433.02,107225,0.11097239561658143
572,QQQ,60,240429,140000,432.945,432.945,431.25,432.3,180900,-0.14897966254373693
573,QQQ,60,240429,150000,432.285,432.85,429.98,432.82,501203,0.12376094474709233
574,QQQ,60,240430,90000,431.15,432.36,430.87,431.97,145729,0.19018902934014845
575,QQQ,60,240430,100000,432.02,432.54,430.7,431.17,183073,-0.1967501504559895
576,QQQ,60,240430,110000,431.11,431.22,428.655,429.43,306976,-0.38969172600960467
577,QQQ,60,240430,120000,429.43,429.69,427.46,427.98,259620,-0.337656894022306
578,QQQ,60,240430,130000,427.96,428.75,427.31,428.56,168335,0.14020001869334114
579,QQQ,60,240430,140000,428.59,428.97,427.14,427.47,213656,-0.26132200937958133
580,QQQ,60,240430,150000,427.38,428.04,424.52,424.55,1176647,-0.66217417754691
581,QQQ,60,240501,90000,423.14,423.51,422.08,422.54,162673,-0.14179704116839956
582,QQQ,60,240501,100000,422.58,423.2,421.32,422.8,234041,0.05206114818496552
583,QQQ,60,240501,110000,422.8,422.89,420.97,421.24,231748,-0.36896877956480656
584,QQQ,60,240501,120000,421.19,422.31,420.68,421.505,150717,0.07478810038224974
585,QQQ,60,240501,130000,421.58,422.49,421.02,422.36,139831,0.18501826462356602
586,QQQ,60,240501,140000,422.19,429.15,422.19,429.15,652669,1.648546862786892
587,QQQ,60,240501,150000,429.16,430.14,421.3,421.44,1022345,-1.798862894957598
588,QQQ,60,240502,90000,425.28,425.71,422.94,423.34,301467,-0.4561700526711808
589,QQQ,60,240502,100000,423.23,424.28,420.63,424.04,334402,0.19138529877371696
590,QQQ,60,240502,110000,424.04,425.05,423.08,424.85,211704,0.1910197151212155
591,QQQ,60,240502,120000,424.83,424.9,423.2,424.02,154814,-0.19066450109455602
592,QQQ,60,240502,130000,424.13,426.13,424.13,425.62,213968,0.35130738217056307
593,QQQ,60,240502,140000,425.67,427.45,425.52,427.3,219330,0.38292574059717516
594,QQQ,60,240502,150000,427.26,427.81,426.05,426.92,505242,-0.07957683845901208
595,QQQ,60,240503,90000,434.44,435.84,433.53,435.43,328145,0.22787956910045323
596,QQQ,60,240503,100000,435.47,436.48,432.89,433.62,541440,-0.42482834638437156
597,QQQ,60,240503,110000,433.68,435.51,432.9,435.06,281443,0.31820697288323085
598,QQQ,60,240503,120000,435.1,435.59,434.51,434.74,206779,-0.08273960009193601
599,QQQ,60,240503,130000,434.75,435.49,434.65,435.08,140183,0.07590569292696586
600,QQQ,60,240503,140000,435.09,436.07,435.09,435.65,172558,0.12870900273506686
601,QQQ,60,240503,150000,435.59,436.0,435.15,435.48,632662,-0.025253104984034713
602,QQQ,60,240506,90000,437.31,438.15,436.52,438.15,185860,0.192083419084854
603,QQQ,60,240506,100000,438.19,438.32,437.43,437.84,281549,-0.07987402724845906
604,QQQ,60,240506,110000,437.91,438.5,437.41,438.2,180088,0.0662236532620775
605,QQQ,60,240506,120000,438.21,438.39,437.17,438.35,184543,0.03194815271217982
606,QQQ,60,240506,130000,438.39,438.71,437.79,438.63,164500,0.05474577431054748
607,QQQ,60,240506,140000,438.64,439.28,438.52,439.05,243511,0.09347072770381748
608,QQQ,60,240506,150000,439.04,440.33,438.66,440.33,505714,0.2938228862973678
609,QQQ,60,240507,90000,440.7,441.26,440.15,440.25,119035,-0.10211027910142696
610,QQQ,60,240507,100000,440.29,441.64,439.99,441.61,212835,0.29980240296168276
611,QQQ,60,240507,110000,441.66,441.91,441.24,441.65,166798,-0.0022641851197862037
612,QQQ,60,240507,120000,441.7,441.94,441.14,441.34,138248,-0.08150328277111471
613,QQQ,60,240507,130000,441.37,441.97,440.03,440.3,135791,-0.24242698869429122
614,QQQ,60,240507,140000,440.26,440.74,439.61,440.26,182720,0.0
615,QQQ,60,240507,150000,440.19,440.88,439.96,440.29,339971,0.02271746291374696
616,QQQ,60,240508,90000,437.67,439.82,437.57,439.66,155668,0.45468046701853204
617,QQQ,60,240508,100000,439.65,441.48,439.33,440.89,169458,0.28204253383373346
618,QQQ,60,240508,110000,440.95,441.3,439.61,439.87,111775,-0.24492572854064726
619,QQQ,60,240508,120000,439.86,440.245,439.39,439.68,80025,-0.040922111580959125
620,QQQ,60,240508,130000,439.66,439.99,439.01,439.93,182061,0.061411090388022976
621,QQQ,60,240508,140000,439.95,440.31,439.71,439.8,100724,-0.03409478349811962
622,QQQ,60,240508,150000,439.66,440.48,439.4,440.13,281589,0.10690078697174416
623,QQQ,60,240509,90000,440.33,440.72,438.49,439.65,189205,-0.15442963232121518
624,QQQ,60,240509,100000,439.675,441.19,438.99,440.925,196698,0.28430090407687497
625,QQQ,60,240509,110000,440.96,441.55,439.98,440.19,142199,-0.17461901306240515
626,QQQ,60,240509,120000,440.14,441.14,440.04,441.04,85003,0.20448039260236153
627,QQQ,60,240509,130000,440.96,441.45,440.39,440.84,172319,-0.02721335268505183
628,QQQ,60,240509,140000,440.83,441.6,440.46,441.44,102949,0.1383753374316661
629,QQQ,60,240509,150000,441.44,441.44,440.58,441.03,307152,-0.0928778542950401
630,QQQ,60,240510,90000,442.54,444.3,442.14,443.84,171209,0.2937587562706093
631,QQQ,60,240510,100000,443.81,443.81,440.51,441.23,281212,-0.5813298483585282
632,QQQ,60,240510,110000,441.18,441.81,440.61,441.67,204578,0.1110657781404436
633,QQQ,60,240510,120000,441.64,442.03,440.96,441.81,110229,0.03849289013676658
