,<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,PriceChange
212,QQQ,60,240214,110000,430.15,430.75,429.22,429.79,411396,-0.08369173544111515
213,QQQ,60,240214,120000,429.8,431.21,428.925,430.95,302472,0.2675663099115815
214,QQQ,60,240214,130000,430.96,431.84,430.04,431.17,271429,0.048728420271031275
215,QQQ,60,240214,140000,431.18,431.46,429.85,431.45,380127,0.06261885987290268
216,QQQ,60,240214,150000,431.46,433.64,431.15,433.24,1007272,0.41255272794697756
217,QQQ,60,240215,90000,433.92,434.28,432.04,432.17,307762,-0.4033001474926253
218,QQQ,60,240215,100000,432.22,433.31,431.74,432.92,482443,0.16195456017768464
219,QQQ,60,240215,110000,432.92,433.07,431.33,432.69,344097,-0.053127598632546014
220,QQQ,60,240215,120000,432.66,433.78,432.32,433.08,263897,0.0970739148522995
221,QQQ,60,240215,130000,433.07,434.98,433.01,434.46,400900,0.32096427829218976
222,QQQ,60,240215,140000,434.48,434.86,433.75,434.38,310133,-0.023016019149333163
223,QQQ,60,240215,150000,434.37,434.6,433.56,434.53,544057,0.036834956373591216
224,QQQ,60,240216,90000,434.89,434.96,430.73,431.24,418345,-0.8392926947044028
225,QQQ,60,240216,100000,431.18,432.33,429.86,432.03,723645,0.19713344774803235
226,QQQ,60,240216,110000,432.085,434.08,431.97,433.74,420908,0.38302648784383386
227,QQQ,60,240216,120000,433.64,433.95,432.96,433.24,287904,-0.09224241306152045
228,QQQ,60,240216,130000,433.24,433.695,431.92,433.685,323741,0.10271443080047853
229,QQQ,60,240216,140000,433.72,434.35,431.12,431.64,419541,-0.47957207414923014
230,QQQ,60,240216,150000,431.66,431.81,430.0,430.57,558847,-0.25251355233286193
231,QQQ,60,240220,90000,428.57,430.07,425.69,426.16,611664,-0.5623352077840186
232,QQQ,60,240220,100000,426.11,426.49,424.21,426.43,625844,0.0750979793949903
233,QQQ,60,240220,110000,426.47,427.01,424.76,424.76,398989,-0.4009660702980365
234,QQQ,60,240220,120000,424.69,425.01,423.5,424.78,408506,0.021191928229997173
235,QQQ,60,240220,130000,424.74,425.44,424.06,425.36,270435,0.14597165324669317
236,QQQ,60,240220,140000,425.39,426.5,424.79,426.33,327904,0.220973694727191
237,QQQ,60,240220,150000,426.34,427.35,425.38,427.33,762004,0.23220903504245655
238,QQQ,60,240221,90000,424.55,424.93,423.47,424.03,311821,-0.12248262866565507
239,QQQ,60,240221,100000,424.03,425.29,423.6,423.93,345487,-0.023583237035107396
240,QQQ,60,240221,110000,423.96,425.13,423.9,424.86,258977,0.21228417775262626
241,QQQ,60,240221,120000,424.85,424.85,423.15,424.15,267416,-0.16476403436508072
242,QQQ,60,240221,130000,424.11,424.33,422.95,423.53,240648,-0.13675697342671497
243,QQQ,60,240221,140000,423.53,424.36,421.65,422.45,376311,-0.25499964583382145
244,QQQ,60,240221,150000,422.36,425.69,421.87,425.61,601549,0.7694857467563215
245,QQQ,60,240222,90000,434.5,436.28,433.72,435.06,601414,0.12888377445339522
246,QQQ,60,240222,100000,435.15,436.36,434.51,434.9,527699,-0.0574514535217741
247,QQQ,60,240222,110000,434.95,436.53,434.75,435.84,352488,0.20462122082997733
248,QQQ,60,240222,120000,435.84,437.47,435.45,437.47,316937,0.37399045521293417
249,QQQ,60,240222,130000,437.46,438.35,437.09,438.31,272748,0.1943034791752441
250,QQQ,60,240222,140000,438.3,439.12,437.87,438.23,415816,-0.015970796258269034
251,QQQ,60,240222,150000,438.21,439.06,438.02,438.15,1036957,-0.013692065448073361
252,QQQ,60,240223,90000,439.65,440.58,438.59,439.03,397127,-0.14102126691686673
253,QQQ,60,240223,100000,439.04,439.32,437.47,437.56,416237,-0.33709912536443565
254,QQQ,60,240223,110000,437.52,438.01,435.81,438.01,435669,0.11199488023404852
255,QQQ,60,240223,120000,438.02,438.62,436.96,438.14,225732,0.027396009314644205
256,QQQ,60,240223,130000,438.125,438.57,437.75,437.96,211216,-0.03766048502140267
257,QQQ,60,240223,140000,437.98,438.01,436.85,437.46,210602,-0.11872688250605933
258,QQQ,60,240223,150000,437.46,437.58,436.24,436.74,616547,-0.16458647647784264
259,QQQ,60,240226,90000,437.6,438.4,436.36,436.79,333947,-0.18510054844607
260,QQQ,60,240226,100000,436.81,438.15,436.43,437.58,411738,0.1762780156131915
261,QQQ,60,240226,110000,437.61,438.57,436.97,438.25,247837,0.14624894312286885
262,QQQ,60,240226,120000,438.26,438.6,437.59,437.82,191432,-0.10039702459727051
263,QQQ,60,240226,130000,437.8,438.23,436.69,437.53,326262,-0.06167199634537201
264,QQQ,60,240226,140000,437.52,438.16,437.33,437.51,221189,-0.0022856098006927466
265,QQQ,60,240226,150000,437.56,438.02,436.53,436.64,416042,-0.21025687905659018
266,QQQ,60,240227,90000,437.67,437.88,435.84,436.93,317133,-0.16907715858980718
267,QQQ,60,240227,100000,436.97,437.98,436.71,437.55,322419,0.13273222418014602
268,QQQ,60,240227,110000,437.57,437.6,436.41,437.23,223577,-0.07770185341773315
269,QQQ,60,240227,120000,437.26,437.47,435.34,435.42,241876,-0.42080226867309495
270,QQQ,60,240227,130000,435.35,436.54,435.03,436.47,263006,0.25726427012748465
271,QQQ,60,240227,140000,436.5,437.93,436.485,437.87,237257,0.31386025200458295
272,QQQ,60,240227,150000,437.88,437.95,437.26,437.64,386549,-0.054809536859415614
273,QQQ,60,240228,90000,435.56,435.95,434.3,434.77,206857,-0.18137570024796135
274,QQQ,60,240228,100000,434.76,435.59,434.38,435.56,369570,0.1840095684975645
275,QQQ,60,240228,110000,435.56,436.66,435.55,436.39,254869,0.1905592800073432
276,QQQ,60,240228,120000,436.4,436.46,434.78,435.3,245600,-0.25206232813931395
277,QQQ,60,240228,130000,435.25,436.2,434.73,436.04,280337,0.18150488225158426
278,QQQ,60,240228,140000,436.06,436.16,434.48,435.19,429275,-0.1995138283722434
279,QQQ,60,240228,150000,435.21,435.59,434.66,435.28,508543,0.016084189241973572
280,QQQ,60,240229,90000,438.23,439.27,437.99,438.73,338038,0.11409533806448668
281,QQQ,60,240229,100000,438.84,439.16,437.03,437.6,375694,-0.2825631209552348
282,QQQ,60,240229,110000,437.6,437.83,435.05,437.1,300626,-0.11425959780621572
283,QQQ,60,240229,120000,437.08,438.02,436.72,437.96,302262,0.20133613983709972
284,QQQ,60,240229,130000,437.97,438.66,437.92,438.38,240681,0.09361371783454761
285,QQQ,60,240229,140000,438.39,438.87,437.65,438.34,227922,-0.011405369648032886
286,QQQ,60,240229,150000,438.37,440.09,437.97,439.08,681074,0.16196363802267025
287,QQQ,60,240301,90000,439.91,441.07,439.85,440.79,271413,0.2000409174603886
288,QQQ,60,240301,100000,440.95,442.49,440.51,442.21,480101,0.2857466832974239
289,QQQ,60,240301,110000,442.25,443.57,442.13,443.35,274645,0.24872809496891413
290,QQQ,60,240301,120000,443.36,444.6,442.94,444.47,232901,0.2503608805485415
291,QQQ,60,240301,130000,444.47,445.98,444.36,445.92,272111,0.32623124170359946
292,QQQ,60,240301,140000,445.92,446.57,445.63,446.43,409155,0.11437029063508944
293,QQQ,60,240301,150000,446.43,446.43,445.34,445.67,633366,-0.17023945523374123
294,QQQ,60,240304,90000,445.61,445.71,444.6,444.81,301722,-0.17952918471309248
295,QQQ,60,240304,100000,444.83,445.7,444.44,445.43,343111,0.13488298900704151
296,QQQ,60,240304,110000,445.46,445.545,444.47,445.31,230148,-0.033673057064602274
297,QQQ,60,240304,120000,445.21,445.58,444.77,445.01,166087,-0.04492262078569408
298,QQQ,60,240304,130000,445.02,445.19,444.22,444.98,162838,-0.008988360073696378
299,QQQ,60,240304,140000,444.99,446.0,444.68,445.7,345625,0.15955414728420403
300,QQQ,60,240304,150000,445.71,446.04,443.79,443.92,689254,-0.40160642570280314
301,QQQ,60,240305,90000,440.92,440.95,438.32,438.73,608370,-0.4966887417218538
302,QQQ,60,240305,100000,438.76,439.73,435.54,436.26,763776,-0.5697875831889871
303,QQQ,60,240305,110000,436.26,436.91,435.49,436.25,442292,-0.0022922110667929455
304,QQQ,60,240305,120000,436.27,437.19,436.2,436.57,286497,0.0687647557705117
305,QQQ,60,240305,130000,436.58,436.61,434.72,434.8,335585,-0.40771450822299987
306,QQQ,60,240305,140000,434.79,435.55,434.1,434.25,331474,-0.1241978886358979
307,QQQ,60,240305,150000,434.24,436.15,433.66,436.06,918949,0.41912306558584955
308,QQQ,60,240306,90000,440.32,440.81,438.59,438.95,495286,-0.3111373546511638
309,QQQ,60,240306,100000,438.89,439.86,436.89,439.64,496242,0.17088564332748526
310,QQQ,60,240306,110000,439.75,440.94,439.26,440.7,366259,0.2160318362706057
311,QQQ,60,240306,120000,440.74,441.98,440.61,440.94,243551,0.04537822752643023
312,QQQ,60,240306,130000,440.98,441.67,438.54,439.675,463653,-0.2959317882897199
313,QQQ,60,240306,140000,439.54,440.0,437.85,438.5,408292,-0.23661100241161676
