status_code,error,page_rank_integer,page_rank_decimal,rank,domain,website
200,,5,4.85,466103,ustfccca.org,www.ustfccca.org
200,,6,5.89,8631,972mag.com,www.972mag.com
200,,6,5.84,9296,e360.yale.edu,e360.yale.edu
200,,5,5.15,73202,boulderweekly.com,boulderweekly.com
200,,5,5.39,29870,rigzone.com,www.rigzone.com
200,,6,5.51,20140,afl.com.au,www.afl.com.au
200,,5,4.58,1064398,talbotspy.org,talbotspy.org
200,,5,4.82,513315,mountainjournal.org,mountainjournal.org
200,,6,5.54,18472,nhregister.com,www.nhregister.com
200,,6,5.5,21192,longreads.com,longreads.com
200,,5,5.02,123713,twinkietown.com,www.twinkietown.com
200,,6,5.75,11250,autoblog.com,www.autoblog.com
200,,6,5.61,15617,coventrytelegraph.net,www.coventrytelegraph.net
200,,3,3.29,6438107,790louisville.iheart.com,790louisville.iheart.com
200,,6,5.61,15657,tmj4.com,www.tmj4.com
200,,1,1.41,76507980,obituaries.timesenterprise.com,obituaries.timesenterprise.com
200,,4,4.49,1201499,wausaupilotandreview.com,wausaupilotandreview.com
200,,5,5.37,32168,mta.maryland.gov,www.mta.maryland.gov
200,,5,5.36,33272,cookpolitical.com,www.cookpolitical.com
200,,5,4.96,158226,fltimes.com,www.fltimes.com
200,,4,4.14,1713249,rockmnation.com,www.rockmnation.com
200,,6,5.56,17576,talkbusiness.net,talkbusiness.net
200,,5,5.07,95786,vendingmarketwatch.com,www.vendingmarketwatch.com
200,,5,4.96,162370,krro.com,krro.com
200,,6,5.9,8368,villagevoice.com,www.villagevoice.com
200,,5,4.86,458904,checkyourfact.com,checkyourfact.com
200,,3,2.85,12448775,star98.net,www.star98.net
200,,5,4.77,747655,wildcatbluenation.com,wildcatbluenation.com
200,,5,5.15,74292,theindependent.com,theindependent.com
200,,5,5.36,33760,nevadacurrent.com,nevadacurrent.com
200,,5,5.04,112023,vernonmorningstar.com,www.vernonmorningstar.com
200,,5,4.79,589878,pbcommercial.com,www.pbcommercial.com
200,,5,4.82,508225,news.uwgb.edu,news.uwgb.edu
200,,5,5.41,28139,buenosairesherald.com,buenosairesherald.com
200,,5,4.87,371672,heritagefl.com,www.heritagefl.com
200,,5,4.78,669339,thebeacon.net,www.thebeacon.net
200,,5,4.97,151034,thenewportbuzz.com,www.thenewportbuzz.com
200,,5,5.16,71209,govinfosecurity.com,www.govinfosecurity.com
200,,5,5.19,63668,polity.org.za,www.polity.org.za
200,,5,5.0,134903,techzim.co.zw,www.techzim.co.zw
200,,5,4.52,1178981,mainedoenews.net,mainedoenews.net
200,,5,4.55,1163038,christendom.edu,www.christendom.edu
200,,5,4.91,225496,williamsrecord.com,williamsrecord.com
200,,3,3.13,8683912,979nashicon.com,www.979nashicon.com
200,,6,6.21,5574,glamour.com,www.glamour.com
200,,7,6.52,3237,insidehighered.com,www.insidehighered.com
200,,7,7.36,318,nypost.com,nypost.com
200,,3,2.97,10376570,knzr.com,www.knzr.com
200,,5,4.99,137952,newyorktheatreguide.com,www.newyorktheatreguide.com
200,,6,5.68,13144,israel21c.org,www.israel21c.org
200,,5,4.55,1159611,lesoleil.sn,lesoleil.sn
200,,5,5.02,124200,timesherald.com,www.timesherald.com
200,,5,5.12,81080,peakoil.com,peakoil.com
200,,6,6.05,6763,asiasociety.org,asiasociety.org
200,,8,7.71,194,cnn.com,www.cnn.com
200,,5,4.85,461238,cravenherald.co.uk,www.cravenherald.co.uk
200,,3,3.23,7410323,bobfm969.com,bobfm969.com
200,,5,4.92,219926,cm-life.com,www.cm-life.com
200,,3,3.21,7605368,titansradio.com,www.titansradio.com
200,,5,4.79,595845,knba.org,www.knba.org
200,,5,4.81,530901,newcoldwar.org,newcoldwar.org
200,,5,5.1,87649,purdueexponent.org,www.purdueexponent.org
200,,5,5.01,128437,boxingnewsonline.net,boxingnewsonline.net
200,,5,5.18,68410,elitetraveler.com,elitetraveler.com
200,,6,6.09,6425,scienceblogs.com,scienceblogs.com
200,,5,5.48,22624,dailyexpress.com.my,dailyexpress.com.my
200,,4,4.21,1590337,sandmountainreporter.com,www.sandmountainreporter.com
200,,5,4.81,545536,theasian.asia,www.theasian.asia
200,,3,2.96,10655467,thebigdm.com,www.thebigdm.com
200,,4,3.57,3936018,shoshonenewspress.com,shoshonenewspress.com
200,,5,5.21,57669,bozemanskissfm.com,bozemanskissfm.com
200,,5,4.83,502604,milwaukeecourieronline.com,milwaukeecourieronline.com
200,,6,5.62,15051,pressdemocrat.com,www.pressdemocrat.com
200,,5,4.97,153830,hannibal.net,www.hannibal.net
200,,5,5.27,46388,dailymemphian.com,dailymemphian.com
200,,5,4.84,475884,calcoastnews.com,calcoastnews.com
200,,6,5.76,11053,bangkokpost.com,www.bangkokpost.com
200,,5,4.98,142473,973thedawg.com,973thedawg.com
200,,5,5.02,120407,thehollywoodnews.com,www.thehollywoodnews.com
200,,4,4.28,1500663,933flz.iheart.com,933flz.iheart.com
200,,5,5.11,85013,truebluela.com,www.truebluela.com
200,,5,5.46,23900,biometricupdate.com,www.biometricupdate.com
200,,5,4.91,223243,wymt.com,www.wymt.com
200,,5,5.19,65837,dailytargum.com,dailytargum.com
200,,5,4.94,175661,campussafetymagazine.com,www.campussafetymagazine.com
200,,5,4.89,318898,landline.media,landline.media
200,,5,5.08,95529,airqualitynews.com,airqualitynews.com
200,,6,5.73,11764,fee.org,fee.org
200,,5,4.78,669041,1190kex.iheart.com,1190kex.iheart.com
200,,3,3.42,4749312,d1softballnews.com,d1softballnews.com
200,,5,5.32,39111,popculture.com,popculture.com
200,,5,4.82,529439,bannergraphic.com,www.bannergraphic.com
200,,6,6.3,5127,thefederalist.com,thefederalist.com
200,,5,4.87,360831,ilfordrecorder.co.uk,www.ilfordrecorder.co.uk
200,,5,5.14,75016,wsaz.com,www.wsaz.com
200,,4,4.16,1659635,hillsboroherald.com,hillsboroherald.com
200,,4,3.72,3229777,700wlw.iheart.com,700wlw.iheart.com
200,,5,4.8,575118,theorion.com,theorion.com
200,,6,5.94,7845,chicagobusiness.com,www.chicagobusiness.com
200,,6,5.73,11800,twincities.com,www.twincities.com
200,,5,5.31,39431,huskers.com,huskers.com
200,,5,5.18,68298,healthcarefinancenews.com,www.healthcarefinancenews.com
200,,6,5.74,11545,vikings.com,www.vikings.com
200,,5,4.78,668726,dailyridge.com,dailyridge.com
200,,5,5.09,89059,somerset-kentucky.com,www.somerset-kentucky.com
200,,5,4.9,308436,vervetimes.com,vervetimes.com
200,,5,5.45,24864,bisnow.com,www.bisnow.com
200,,5,5.18,68452,globalconstructionreview.com,www.globalconstructionreview.com
200,,5,5.22,55462,tapeop.com,tapeop.com
200,,5,4.88,335795,hogshaven.com,www.hogshaven.com
200,,5,4.82,513890,crainsgrandrapids.com,www.crainsgrandrapids.com
200,,5,5.45,24364,ogj.com,www.ogj.com
200,,4,3.87,2175153,marketshare.tvnewscheck.com,marketshare.tvnewscheck.com
200,,5,4.82,520693,gbtribune.com,www.gbtribune.com
200,,5,5.14,75956,boisestatepublicradio.org,www.boisestatepublicradio.org
200,,7,6.7,1260,digitaltrends.com,www.digitaltrends.com
200,,5,4.92,217563,wbfo.org,www.wbfo.org
200,,5,4.92,221157,cardinalnews.org,cardinalnews.org
200,,5,5.11,84589,filfre.net,www.filfre.net
200,,4,4.16,1659471,hydrocarbononline.com,www.hydrocarbononline.com
200,,4,3.59,3749163,kfab.iheart.com,kfab.iheart.com
200,,3,3.12,8750683,z94.com,z94.com
200,,5,5.05,106199,weaintgotnohistory.sbnation.com,weaintgotnohistory.sbnation.com
200,,5,5.26,48051,indianewengland.com,indianewengland.com
200,,5,5.46,23588,deathpenaltyinfo.org,deathpenaltyinfo.org
200,,5,4.77,725480,cornhuskerswire.usatoday.com,cornhuskerswire.usatoday.com
200,,5,4.9,239520,vtcng.com,www.vtcng.com
200,,5,5.0,131984,stonehill.edu,www.stonehill.edu
200,,3,2.97,10431258,103wjod.com,103wjod.com
200,,3,3.12,8777976,rock103rocks.com,www.rock103rocks.com
200,,5,4.92,218772,autoremarketing.com,www.autoremarketing.com
200,,5,4.78,676646,mysteinbach.ca,www.mysteinbach.ca
200,,5,5.46,23915,sandiegomagazine.com,sandiegomagazine.com
200,,5,5.02,120364,berkeleybeacon.com,berkeleybeacon.com
200,,3,2.92,11172059,987thebomb.com,987thebomb.com
200,,5,5.33,37431,edmontonsun.com,edmontonsun.com
200,,5,5.21,58556,themessenger.com,themessenger.com
200,,3,2.96,10602736,talkradio960.com,talkradio960.com
200,,5,4.88,330486,thewestonmercury.co.uk,www.thewestonmercury.co.uk
200,,5,4.81,539648,yourgv.com,www.yourgv.com
200,,5,5.06,100956,gulftoday.ae,www.gulftoday.ae
200,,5,4.93,189768,timesleaderonline.com,www.timesleaderonline.com
200,,5,5.06,104240,luther.edu,www.luther.edu
200,,5,4.79,593890,montpelierbridge.org,montpelierbridge.org
200,,5,4.86,452812,hoopshabit.com,hoopshabit.com
200,,5,4.95,171133,projects.columbian.com,projects.columbian.com
200,,6,6.34,4939,thestandard.com.hk,www.thestandard.com.hk
200,,5,5.09,91204,jbhe.com,jbhe.com
200,,5,4.88,349311,process-worldwide.com,www.process-worldwide.com
200,,5,5.47,23382,phillyvoice.com,www.phillyvoice.com
200,,5,4.83,490935,siouxlandnews.com,siouxlandnews.com
200,,7,6.66,1391,theage.com.au,www.theage.com.au
200,,5,5.18,66202,balloon-juice.com,balloon-juice.com
200,,5,4.8,576761,racinecountyeye.com,racinecountyeye.com
200,,5,5.46,24237,eurovoix.com,eurovoix.com
200,,5,5.35,35193,avweb.com,www.avweb.com
200,,5,4.91,228958,921theticket.com,www.921theticket.com
200,,5,4.81,543186,thealabamabaptist.org,thealabamabaptist.org
200,,5,4.84,480805,glasgowworld.com,www.glasgowworld.com
200,,4,3.5,4252623,933thedrive.com,www.933thedrive.com
200,,5,4.78,687132,thewestonforum.com,www.thewestonforum.com
200,,5,4.9,238918,homeaccentstoday.com,www.homeaccentstoday.com
200,,5,4.98,145818,wjcl.com,www.wjcl.com
200,,5,5.03,113998,madeinalabama.com,www.madeinalabama.com
200,,6,5.69,12845,7x7.com,www.7x7.com
200,,5,5.26,47925,nyunews.com,nyunews.com
200,,5,4.82,528615,internationalaccountingbulletin.com,www.internationalaccountingbulletin.com
200,,5,5.33,37677,southsideweekly.com,southsideweekly.com
200,,5,4.99,136742,healthitoutcomes.com,www.healthitoutcomes.com
200,,5,5.05,107845,yourclassical.org,www.yourclassical.org
200,,7,6.53,3217,nasdaq.com,www.nasdaq.com
200,,5,5.29,43632,loeildelaphotographie.com,loeildelaphotographie.com
200,,5,4.98,147318,wisbar.org,www.wisbar.org
200,,5,5.32,38477,richmond-news.com,www.richmond-news.com
200,,5,4.79,609495,northernnews.ca,www.northernnews.ca
200,,5,4.77,797826,myozarksonline.com,www.myozarksonline.com
200,,6,5.64,14590,ens-newswire.com,ens-newswire.com
200,,5,5.02,121312,postregister.com,www.postregister.com
200,,5,4.84,474643,businessnewsthisweek.com,businessnewsthisweek.com
200,,5,5.0,135252,kaieteurnewsonline.com,www.kaieteurnewsonline.com
200,,3,3.43,4672379,chillicothenews.com,www.chillicothenews.com
200,,5,4.78,664326,longhornswire.usatoday.com,longhornswire.usatoday.com
200,,4,4.28,1500545,offtackleempire.com,www.offtackleempire.com
200,,5,4.83,503098,sheppnews.com.au,www.sheppnews.com.au
200,,5,5.26,47739,wpst.com,wpst.com
200,,6,5.61,15373,spiked-online.com,www.spiked-online.com
200,,3,2.87,12224847,mixmaine.com,mixmaine.com
200,,5,4.96,155164,baltimorepostexaminer.com,baltimorepostexaminer.com
200,,5,4.54,1166560,investorideas.com,www.investorideas.com
200,,5,5.34,36572,siouxcityjournal.com,siouxcityjournal.com
200,,5,4.85,464384,progressiverailroading.com,www.progressiverailroading.com
200,,5,5.09,89215,minotdailynews.com,www.minotdailynews.com
200,,4,4.06,1782823,bbs.clutchfans.net,bbs.clutchfans.net
200,,5,5.18,68641,lifenews.com,www.lifenews.com
200,,3,3.18,8211287,poncapost.com,www.poncapost.com
200,,6,5.5,20998,mei.edu,www.mei.edu
200,,5,5.03,118817,alt1017.com,alt1017.com
200,,6,6.26,5315,goodhousekeeping.com,www.goodhousekeeping.com
200,,5,5.45,25017,bloodyelbow.com,bloodyelbow.com
200,,5,5.41,28601,marinij.com,www.marinij.com
200,,5,5.03,114672,wfmt.com,www.wfmt.com
200,,5,4.87,360002,essexnewsdaily.com,essexnewsdaily.com
200,,5,5.3,41928,stalbertgazette.com,www.stalbertgazette.com
200,,5,5.25,51008,mnsu.edu,www.mnsu.edu
200,,2,2.44,24498892,wflapanamacity.iheart.com,wflapanamacity.iheart.com
200,,4,3.52,4194208,tdmr.org,www.tdmr.org
200,,5,5.48,22301,original.antiwar.com,original.antiwar.com
200,,5,5.11,82799,cbs19.tv,www.cbs19.tv
200,,5,5.31,39844,thefutoncritic.com,thefutoncritic.com
200,,6,5.78,10668,mprnews.org,www.mprnews.org
200,,3,2.94,10895429,dieselgasoil.com,dieselgasoil.com
200,,5,5.34,36210,worldscreen.com,worldscreen.com
200,,7,6.9,739,hrw.org,www.hrw.org
200,,8,7.91,142,time.com,time.com
200,,5,4.89,313136,scsu.edu,scsu.edu
200,,5,4.79,612530,mykxlg.com,www.mykxlg.com
200,,5,5.2,61146,truckinginfo.com,www.truckinginfo.com
200,,3,3.26,6975442,wvlnam.com,wvlnam.com
200,,5,5.49,21723,wthr.com,www.wthr.com
200,,6,5.51,20166,skeptic.com,www.skeptic.com
200,,5,5.27,45771,npca.org,www.npca.org
200,,5,5.12,80159,hcplive.com,www.hcplive.com
200,,5,4.95,163042,wibc.com,wibc.com
200,,3,2.85,12507393,huroncitizen.ca,www.huroncitizen.ca
200,,5,4.93,188597,winchesterstar.com,www.winchesterstar.com
200,,5,5.06,103334,compsmag.com,www.compsmag.com
200,,5,4.92,194489,kpic.com,kpic.com
200,,5,5.17,70654,pakobserver.net,pakobserver.net
200,,5,4.81,543125,bearswire.usatoday.com,bearswire.usatoday.com
200,,5,5.15,74901,bendigoadvertiser.com.au,www.bendigoadvertiser.com.au
200,,5,4.79,597920,volleyballmag.com,volleyballmag.com
200,,5,5.35,35087,armenpress.am,armenpress.am
200,,5,5.3,41704,aperture.org,aperture.org
200,,6,5.73,11702,philanthropy.com,www.philanthropy.com
200,,5,5.02,124652,newstalkkzrg.com,newstalkkzrg.com
200,,5,5.28,44795,indiawest.com,indiawest.com
200,,5,5.4,29582,thehansindia.com,www.thehansindia.com
200,,5,4.99,140838,thetandd.com,thetandd.com
200,,5,4.82,516691,independentsentinel.com,www.independentsentinel.com
200,,6,6.25,5348,techopedia.com,www.techopedia.com
200,,6,6.13,6078,bnnbloomberg.ca,www.bnnbloomberg.ca
200,,5,5.36,32943,bikeportland.org,bikeportland.org
200,,6,6.19,5717,medicalxpress.com,medicalxpress.com
200,,4,3.89,2128959,glassbytes.com,glassbytes.com
200,,5,5.18,68487,mouseplanet.com,mouseplanet.com
200,,7,6.64,1484,news.ycombinator.com,news.ycombinator.com
200,,5,4.78,689511,tarheelswire.usatoday.com,tarheelswire.usatoday.com
200,,5,4.87,370127,triplicate.com,www.triplicate.com
200,,5,5.31,39869,autos.yahoo.com,autos.yahoo.com
200,,6,5.7,12510,brobible.com,brobible.com
200,,6,5.56,17469,msstate.edu,www.msstate.edu
200,,5,5.1,85937,horsetalk.co.nz,horsetalk.co.nz
200,,5,5.0,133132,gtlaw.com,www.gtlaw.com
200,,5,4.99,137807,timesrepublican.com,www.timesrepublican.com
200,,5,5.46,23994,paultan.org,paultan.org
200,,6,5.5,20982,cyprus-mail.com,cyprus-mail.com
200,,5,5.38,31333,centralmaine.com,www.centralmaine.com
200,,3,2.76,14068747,thebeatatx.iheart.com,thebeatatx.iheart.com
200,,5,4.82,520468,kelownadailycourier.ca,www.kelownadailycourier.ca
200,,5,5.23,53970,andina.pe,andina.pe
200,,7,7.4,299,irs.gov,www.irs.gov
200,,6,5.99,7392,townandcountrymag.com,www.townandcountrymag.com
200,,5,5.08,92438,catholicworldreport.com,www.catholicworldreport.com
200,,3,3.3,6234687,cars.ksl.com,cars.ksl.com
200,,5,4.86,457908,pineandlakes.com,www.pineandlakes.com
200,,3,3.31,6042558,gfwadvertiser.ca,www.gfwadvertiser.ca
200,,3,3.39,4901478,bluelinestation.com,bluelinestation.com
200,,7,6.93,689,pcmag.com,www.pcmag.com
200,,5,4.77,728235,cochranetimespost.ca,www.cochranetimespost.ca
200,,5,4.82,522404,myhorrynews.com,www.myhorrynews.com
200,,6,5.77,10687,marca.com,www.marca.com
200,,6,5.73,11781,hurriyetdailynews.com,www.hurriyetdailynews.com
200,,5,4.81,548356,pwinsiderxtra.com,www.pwinsiderxtra.com
200,,3,2.78,13592811,new.thepinetree.net,new.thepinetree.net
200,,5,5.36,33947,fox59.com,fox59.com
200,,5,5.37,32680,cabinetmagazine.org,www.cabinetmagazine.org
200,,5,5.3,42122,juneauempire.com,www.juneauempire.com
200,,5,4.78,651012,kbpi.iheart.com,kbpi.iheart.com
200,,5,5.18,66400,file770.com,file770.com
200,,5,5.07,98006,uscatholic.org,uscatholic.org
200,,6,5.76,11018,al-monitor.com,www.al-monitor.com
200,,5,4.57,1069144,kroc.com,kroc.com
404,Domain not found,0,0.0,,lottery.elwakt.com,lottery.elwakt.com
200,,5,4.82,525268,theghanareport.com,www.theghanareport.com
200,,5,5.16,71469,koaa.com,www.koaa.com
200,,5,4.78,672569,racedayct.com,racedayct.com
200,,5,5.01,126633,sarajevotimes.com,sarajevotimes.com
200,,5,4.54,1164396,610kona.com,610kona.com
200,,5,4.93,191647,kosi101.com,kosi101.com
200,,5,5.46,23690,londonist.com,londonist.com
200,,5,5.07,98126,studlife.com,www.studlife.com
200,,5,4.79,613683,dakotabroadcasting.com,dakotabroadcasting.com
200,,5,4.79,632849,thecolgatemaroonnews.com,thecolgatemaroonnews.com
200,,5,5.47,22913,swimmingworldmagazine.com,www.swimmingworldmagazine.com
200,,5,5.28,45129,cumberlink.com,cumberlink.com
200,,5,4.8,565564,english.kontan.co.id,english.kontan.co.id
200,,3,3.35,5161106,my100fm.iheart.com,my100fm.iheart.com
200,,5,4.8,579234,kashmirtimes.com,kashmirtimes.com
200,,4,3.82,2389633,davisonindex.mihomepaper.com,davisonindex.mihomepaper.com
200,,6,5.92,8201,newsbreak.com,www.newsbreak.com
200,,5,5.11,83154,hamptons.com,hamptons.com
200,,6,6.2,5652,umass.edu,www.umass.edu
200,,2,2.38,27158326,frankvermont.com,www.frankvermont.com
200,,3,3.48,4355736,wkml.com,wkml.com
200,,3,3.17,8383980,chilecomparte.cl,www.chilecomparte.cl
200,,5,5.34,35323,yourerie.com,www.yourerie.com
200,,5,5.1,87527,hickoryrecord.com,hickoryrecord.com
200,,7,7.14,462,lemonde.fr,www.lemonde.fr
200,,6,6.28,5203,orlandosentinel.com,www.orlandosentinel.com
200,,4,3.95,1965867,wogx.com,www.wogx.com
200,,4,3.86,2201739,wisconsinagconnection.com,www.wisconsinagconnection.com
200,,3,3.33,5318256,wahoo-ashland-waverly.com,wahoo-ashland-waverly.com
404,Domain not found,0,0.0,,special.elwakt.com,special.elwakt.com
200,,5,4.92,218071,hertsad.co.uk,www.hertsad.co.uk
200,,7,6.74,1139,csmonitor.com,www.csmonitor.com
200,,6,6.16,5852,scmagazine.com,www.scmagazine.com
200,,5,5.45,24912,argusmedia.com,www.argusmedia.com
200,,5,5.33,37118,wect.com,www.wect.com
200,,4,3.64,3513138,grenadachronicle.com,grenadachronicle.com
200,,5,5.34,35945,detroitlions.com,www.detroitlions.com
200,,5,4.79,605804,elynews.com,elynews.com
200,,5,5.05,106172,caledonianrecord.com,www.caledonianrecord.com
200,,6,5.64,14565,kfvs12.com,www.kfvs12.com
200,,5,5.12,82450,entrepreneurship.duke.edu,entrepreneurship.duke.edu
200,,5,5.13,79146,hauteliving.com,hauteliving.com
200,,5,5.04,111185,jerseyeveningpost.com,jerseyeveningpost.com
200,,5,4.83,490124,en.asiatoday.co.kr,en.asiatoday.co.kr
200,,6,6.04,6865,scrippsnews.com,www.scrippsnews.com
200,,5,5.0,133039,kxl.com,www.kxl.com
200,,5,5.2,60375,empr.com,www.empr.com
200,,5,5.1,86987,wtvbam.com,wtvbam.com
200,,5,5.22,56940,undertheradarmag.com,undertheradarmag.com
200,,3,2.75,14287499,obituaries.muskogeephoenix.com,obituaries.muskogeephoenix.com
200,,4,3.82,2420105,etownian.com,etownian.com
200,,5,4.86,451007,ninernoise.com,ninernoise.com
200,,5,5.33,36912,darkhorizons.com,www.darkhorizons.com
200,,5,5.37,32712,ladbible.com,www.ladbible.com
200,,3,3.31,6117200,kvakradio.com,www.kvakradio.com
200,,5,5.08,93184,sej.org,www.sej.org
200,,3,2.89,11828135,whrpfm.com,www.whrpfm.com
200,,5,5.21,59516,pushsquare.com,www.pushsquare.com
200,,4,3.69,3324519,dawindycity.com,dawindycity.com
200,,5,4.79,611935,egcitizen.com,www.egcitizen.com
200,,4,4.48,1203383,k99online.com,www.k99online.com
200,,5,4.88,330735,volumeone.org,volumeone.org
200,,5,4.84,483936,famoushookups.com,www.famoushookups.com
200,,5,4.96,162125,saturdaydownsouth.com,www.saturdaydownsouth.com
200,,6,5.72,11941,govexec.com,www.govexec.com
200,,6,6.36,4859,haaretz.com,www.haaretz.com
200,,3,3.27,6735122,1027kissfm.iheart.com,1027kissfm.iheart.com
200,,6,5.91,8309,abc15.com,www.abc15.com
200,,7,6.89,749,prweb.com,www.prweb.com
200,,5,4.79,620237,arkadelphian.com,arkadelphian.com
200,,5,5.18,66425,dailyvoice.com,dailyvoice.com
200,,5,5.17,70090,kuna.net.kw,www.kuna.net.kw
200,,5,4.84,483235,dhakacourier.com.bd,www.dhakacourier.com.bd
200,,5,4.81,547163,thecoast.net.nz,www.thecoast.net.nz
200,,5,5.09,89735,uniindia.com,www.uniindia.com
200,,5,5.3,40913,current.org,current.org
200,,5,5.06,103608,newsshopper.co.uk,www.newsshopper.co.uk
200,,5,4.84,481464,juniorminingnetwork.com,www.juniorminingnetwork.com
200,,5,5.1,87244,tahoedailytribune.com,www.tahoedailytribune.com
200,,5,4.86,451753,numberfire.com,www.numberfire.com
200,,4,3.58,3876062,ourwovenjourney.com,ourwovenjourney.com
200,,5,4.91,233869,theacorn.com,www.theacorn.com
200,,7,6.56,2034,geekwire.com,www.geekwire.com
200,,3,3.45,4484463,991kggi.iheart.com,991kggi.iheart.com
200,,5,4.86,450683,wsau.com,wsau.com
200,,5,4.89,321608,bssnews.net,www.bssnews.net
200,,4,3.81,2431512,wham1180.iheart.com,wham1180.iheart.com
200,,5,4.94,177295,idahonews.com,idahonews.com
200,,6,6.02,7001,heraldscotland.com,www.heraldscotland.com
200,,5,4.78,664685,brushnewstribune.com,www.brushnewstribune.com
200,,6,5.93,8104,kdvr.com,kdvr.com
200,,3,3.46,4464185,highcountryshopper.com,www.highcountryshopper.com
200,,5,5.35,35021,cnbcafrica.com,www.cnbcafrica.com
200,,5,4.9,310745,bjtonline.com,bjtonline.com
200,,6,5.74,11350,dnaindia.com,www.dnaindia.com
200,,5,4.8,564577,keepingitheel.com,keepingitheel.com
200,,5,5.19,63761,worcesternews.co.uk,www.worcesternews.co.uk
200,,5,5.17,70462,knkx.org,www.knkx.org
200,,5,5.11,83051,thebiglead.com,www.thebiglead.com
200,,3,3.29,6481949,prin.gr,prin.gr
200,,5,5.36,33471,entertainment.howstuffworks.com,entertainment.howstuffworks.com
200,,6,6.05,6723,news.samsung.com,news.samsung.com
200,,5,5.21,58879,balls.ie,www.balls.ie
200,,6,6.18,5769,flightaware.com,www.flightaware.com
200,,5,5.4,28911,imeche.org,www.imeche.org
200,,6,6.23,5452,matadornetwork.com,matadornetwork.com
200,,4,3.69,3324585,live955.com,www.live955.com
200,,5,4.8,580285,islander.org,www.islander.org
200,,5,4.87,381846,americanisraelite.com,americanisraelite.com
200,,6,5.62,15026,religionnews.com,religionnews.com
200,,4,3.55,4041005,1029thehog.com,1029thehog.com
200,,5,5.07,99331,northerndailyleader.com.au,www.northerndailyleader.com.au
200,,6,6.47,3408,markets.businessinsider.com,markets.businessinsider.com
200,,5,5.22,56959,dotnews.com,www.dotnews.com
200,,5,4.93,185222,azocleantech.com,www.azocleantech.com
200,,5,5.09,91192,myrepublica.nagariknetwork.com,myrepublica.nagariknetwork.com
200,,4,3.74,3138408,unfspinnaker.com,unfspinnaker.com
200,,5,5.05,107800,filtermag.org,filtermag.org
200,,5,4.81,551761,whidbeynewstimes.com,www.whidbeynewstimes.com
200,,6,5.98,7460,commondreams.org,www.commondreams.org
200,,5,4.99,141466,tyla.com,www.tyla.com
200,,3,2.87,12159955,megatucson.iheart.com,megatucson.iheart.com
200,,4,3.86,2215201,710wor.iheart.com,710wor.iheart.com
200,,3,3.28,6587789,1150wima.iheart.com,1150wima.iheart.com
200,,5,4.84,483382,stockjournal.com.au,www.stockjournal.com.au
200,,3,2.91,11351459,oldies935.iheart.com,oldies935.iheart.com
200,,5,4.89,320289,canoncitydailyrecord.com,www.canoncitydailyrecord.com
200,,3,3.08,9139251,travelingcheesehead.com,www.travelingcheesehead.com
200,,5,5.07,96257,health.wusf.usf.edu,health.wusf.usf.edu
200,,3,3.39,4962699,wgiram.iheart.com,wgiram.iheart.com
200,,3,2.52,20724806,thepeak1041.com,www.thepeak1041.com
200,,2,2.39,26804306,mix95.com,www.mix95.com
200,,5,4.87,447409,floordaily.net,www.floordaily.net
200,,5,4.77,746858,simmonsvoice.com,simmonsvoice.com
200,,5,4.8,579654,stornowaygazette.co.uk,www.stornowaygazette.co.uk
200,,5,4.97,151834,hydrocarbons-technology.com,www.hydrocarbons-technology.com
200,,5,5.24,52193,ca.style.yahoo.com,ca.style.yahoo.com
200,,5,5.14,75797,wskg.org,wskg.org
200,,3,2.82,12908174,myalbertlea.com,www.myalbertlea.com
200,,5,4.83,495433,newbernsj.com,www.newbernsj.com
200,,5,4.94,173824,mainlinemedianews.com,www.mainlinemedianews.com
200,,5,5.25,50178,neworleanscitybusiness.com,neworleanscitybusiness.com
200,,5,5.08,93174,catholicphilly.com,catholicphilly.com
200,,5,5.11,82782,afro.com,afro.com
200,,5,4.84,480280,rapidgrowthmedia.com,www.rapidgrowthmedia.com
200,,5,4.88,352396,tomahawknation.com,www.tomahawknation.com
200,,6,5.5,21185,nasaspaceflight.com,www.nasaspaceflight.com
200,,4,3.56,4020963,blackhawkup.com,blackhawkup.com
200,,5,5.22,56895,bramptonguardian.com,www.bramptonguardian.com
200,,5,5.18,66700,patriotpost.us,patriotpost.us
200,,3,2.88,11994871,945themoose.com,www.945themoose.com
200,,5,5.48,22165,eandt.theiet.org,eandt.theiet.org
200,,6,5.79,10365,wcvb.com,www.wcvb.com
200,,5,5.19,64114,daijiworld.com,www.daijiworld.com
200,,4,4.17,1643289,chargerbulletin.com,chargerbulletin.com
200,,5,4.9,241478,bridgedetroit.com,www.bridgedetroit.com
200,,5,5.15,73807,kuer.org,www.kuer.org
200,,5,5.0,131564,sonnenseite.com,www.sonnenseite.com
200,,5,5.02,122274,localnewsmatters.org,localnewsmatters.org
200,,5,4.82,521932,thenorthernlight.org,www.thenorthernlight.org
200,,5,4.82,519195,sweetwaternow.com,www.sweetwaternow.com
200,,5,4.83,491605,kogo.iheart.com,kogo.iheart.com
200,,6,5.89,8615,siliconrepublic.com,www.siliconrepublic.com
200,,5,5.06,101088,rotowire.com,www.rotowire.com
200,,5,4.93,185489,theappalachianonline.com,theappalachianonline.com
200,,5,4.81,552675,hendersondispatch.com,www.hendersondispatch.com
200,,3,3.05,9416526,agencyequity.com,www.agencyequity.com
