<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
QQQ,60,240920,120000,481.07,482.53,480.93,482.12,122353
QQQ,60,240920,130000,482.13,482.41,481.42,481.54,121420
QQQ,60,240920,140000,481.57,481.77,480.15,481.63,185553
QQQ,60,240920,150000,481.65,483.67,481.26,482.43,469581
QQQ,60,240923,090000,482.95,483.61,481.92,482.7,172113
QQQ,60,240923,100000,482.7,484.14,482.21,483.44,276959
QQQ,60,240923,110000,483.38,484.08,482.3,483.62,123407
QQQ,60,240923,120000,483.56,483.67,482.01,482.24,102807
QQQ,60,240923,130000,482.25,483,481.6,482.93,98173
QQQ,60,240923,140000,482.91,483.18,482.55,483.14,84452
QQQ,60,240923,150000,483.08,483.32,482.49,483.05,182248
QQQ,60,240924,090000,484.46,484.88,483.23,483.32,130410
QQQ,60,240924,100000,483.34,483.34,480.18,483.03,316764
QQQ,60,240924,110000,483.03,486.33,482.93,485.67,276712
QQQ,60,240924,120000,485.67,486.3,485.055,485.1,230294
QQQ,60,240924,130000,485.04,485.84,484.84,485.17,72204
QQQ,60,240924,140000,485.18,485.38,483.88,484.71,92047
QQQ,60,240924,150000,484.75,485.48,484.62,485.37,311700
QQQ,60,240925,090000,484.74,486.93,484.73,486.93,155246
QQQ,60,240925,100000,486.9,487.78,486.22,486.865,206146
QQQ,60,240925,110000,486.63,487.16,485.6,486.26,173278
QQQ,60,240925,120000,486.215,486.44,485.39,485.56,130998
QQQ,60,240925,130000,485.57,486.13,484.56,486.09,195380
QQQ,60,240925,140000,486.13,486.24,484.8,485.84,144358
QQQ,60,240925,150000,485.81,486.07,485.44,485.95,243944
QQQ,60,240926,090000,493.4,493.69,491.03,491.56,327701
QQQ,60,240926,100000,491.56,491.66,486.27,486.41,336507
QQQ,60,240926,110000,486.4,489.03,485.81,489.02,257244
QQQ,60,240926,120000,488.97,488.97,486.81,487.35,136979
QQQ,60,240926,130000,487.28,488.25,485.84,487.82,144686
QQQ,60,240926,140000,487.99,489.66,487.97,489.39,182093
QQQ,60,240926,150000,489.39,489.96,488.99,489.43,289674
QQQ,60,240927,090000,490.51,490.59,488.9,489.23,141806
QQQ,60,240927,100000,489.34,490.38,487.93,488.84,191957
QQQ,60,240927,110000,488.5,488.77,486.99,487.12,147856
QQQ,60,240927,120000,487.12,487.86,486.49,487.65,138223
QQQ,60,240927,130000,487.82,488.26,486.71,488.13,124259
QQQ,60,240927,140000,488.16,488.43,485.57,487.39,163646
QQQ,60,240927,150000,487.37,487.51,486.52,486.78,334937
QQQ,60,240930,090000,485.78,487.77,485.61,486.33,141387
QQQ,60,240930,100000,486.39,486.77,484.6,485.82,149358
QQQ,60,240930,110000,485.75,487.12,485.54,486.46,105345
QQQ,60,240930,120000,486.49,487.57,486.4,486.66,104700
QQQ,60,240930,130000,486.48,486.65,485.56,486.46,105805
QQQ,60,240930,140000,486.41,486.56,482.92,485.02,354129
QQQ,60,240930,150000,485,488.41,484.39,488.05,791643
QQQ,60,241001,090000,487.7,487.975,481.26,482.64,344920
QQQ,60,241001,100000,482.59,483.54,478.57,479.94,557800
QQQ,60,241001,110000,479.93,481.1,477.4,479.89,253051
QQQ,60,241001,120000,479.75,481.6,478.23,480.1,261026
QQQ,60,241001,130000,480.11,481.7,478.02,481.68,269822
QQQ,60,241001,140000,481.68,483.56,481.68,482.94,238113
QQQ,60,241001,150000,482.95,483.19,480.61,481.17,301822
QQQ,60,241002,090000,480.36,480.91,477.74,479.7,235836
QQQ,60,241002,100000,479.68,483.1,479.57,481.69,211062
QQQ,60,241002,110000,481.73,483.87,481.61,483.17,184381
QQQ,60,241002,120000,483.19,483.77,481.24,481.29,98210
QQQ,60,241002,130000,481.26,482.88,481.03,482.82,128956
QQQ,60,241002,140000,482.81,483.11,481.47,482.36,83245
QQQ,60,241002,150000,482.21,483.12,481.87,481.93,183951
QQQ,60,241003,090000,479.74,482.98,479.41,482.48,132180
QQQ,60,241003,100000,482.43,484.54,479.82,480.36,367626
QQQ,60,241003,110000,480.39,483.25,480.18,482.79,169822
QQQ,60,241003,120000,482.79,483.06,479.56,479.97,192049
QQQ,60,241003,130000,479.96,481.59,479.04,480.98,144422
QQQ,60,241003,140000,480.99,481.26,480.21,480.49,61856
QQQ,60,241003,150000,480.51,482.02,479.82,481.61,282193
QQQ,60,241004,090000,487.45,487.71,483.79,484,208804
QQQ,60,241004,100000,484.08,485.16,482.39,485.06,289618
QQQ,60,241004,110000,485.07,485.85,482.91,485.38,184458
QQQ,60,241004,120000,485.39,486.34,484,485.63,136108
QQQ,60,241004,130000,485.61,486.08,484.02,484.67,134771
QQQ,60,241004,140000,484.82,486.1,484.3,486.09,108385
QQQ,60,241004,150000,486.035,487.84,485.74,487.47,354080
QQQ,60,241007,090000,485.39,486.01,484.27,484.71,123338
QQQ,60,241007,100000,484.77,486.54,484.75,486.06,133794
QQQ,60,241007,110000,485.92,486.14,485,485.73,83452
QQQ,60,241007,120000,485.64,486.09,484.71,485.32,103866
QQQ,60,241007,130000,485.35,486,484.85,485.66,67288
QQQ,60,241007,140000,485.69,485.69,481.19,481.36,282865
QQQ,60,241007,150000,481.36,482.79,480.87,482.06,374112
QQQ,60,241008,090000,484.66,485.875,483.87,485.86,157845
QQQ,60,241008,100000,485.91,488.65,485.81,487.78,328755
QQQ,60,241008,110000,487.87,488.34,487.18,488.25,134586
QQQ,60,241008,120000,488.19,488.19,486.9,487.66,88614
QQQ,60,241008,130000,487.66,487.77,486.09,487.69,124012
QQQ,60,241008,140000,487.67,488.84,487.48,488.69,100954
QQQ,60,241008,150000,488.58,489.99,488.23,489.34,381812
QQQ,60,241009,090000,489.02,489.38,487.96,488.51,94671
QQQ,60,241009,100000,488.7,490.91,488.53,490.91,168713
QQQ,60,241009,110000,490.98,492.9,490.97,492.85,236356
QQQ,60,241009,120000,492.84,492.86,491.02,491.65,185901
QQQ,60,241009,130000,491.63,492.45,490.74,491.79,102242
QQQ,60,241009,140000,491.78,493.22,491.57,492.57,107126
QQQ,60,241009,150000,492.49,493.69,491.93,493.17,257787
QQQ,60,241010,090000,490.89,491.57,489.62,490.84,158755
QQQ,60,241010,100000,490.93,492.38,490.85,491.46,159479
QQQ,60,241010,110000,491.44,493.74,491.03,493.7,102218
QQQ,60,241010,120000,493.69,494.45,492.34,492.84,206336
QQQ,60,241010,130000,492.81,493.62,491.39,493.01,144741
QQQ,60,241010,140000,492.86,492.86,491.24,492.36,82076
QQQ,60,241010,150000,492.22,492.95,491.65,492.62,238956
QQQ,60,241011,090000,490.74,491.48,490.18,491.18,159582
QQQ,60,241011,100000,491.14,494.1,490.66,492.83,270487
QQQ,60,241011,110000,492.84,493.83,492.3,493.79,131321
QQQ,60,241011,120000,493.78,493.82,492.3,493.09,76114
QQQ,60,241011,130000,493.17,493.39,492.61,493.04,61327
QQQ,60,241011,140000,493.02,493.94,492.79,493.72,99412
QQQ,60,241011,150000,493.69,494.37,493.27,493.33,177233
QQQ,60,241014,090000,495.77,498.59,495.54,498.59,179607
QQQ,60,241014,100000,498.68,498.82,495.84,496.17,246358
QQQ,60,241014,110000,496.09,496.67,495.26,496.62,206300
QQQ,60,241014,120000,496.63,497.4,496.48,497.1,77704
QQQ,60,241014,130000,497.08,497.53,496.85,497.25,58205
QQQ,60,241014,140000,497.175,497.94,496.9,497.66,67445
QQQ,60,241014,150000,497.53,498.57,497.3,497.51,280530
QQQ,60,241015,090000,497.83,498.41,497.28,497.74,117402
QQQ,60,241015,100000,497.77,498.17,490.65,492.22,473885
QQQ,60,241015,110000,492.22,493.38,490.95,491.03,179829
QQQ,60,241015,120000,491.1,492.57,490.86,491.64,120145
QQQ,60,241015,130000,491.65,491.92,490.65,491.31,104109
QQQ,60,241015,140000,491.08,491.89,490.39,490.51,120991
QQQ,60,241015,150000,490.58,490.92,488.8,490.76,593486
QQQ,60,241016,090000,491.18,491.22,487.81,487.95,209622
QQQ,60,241016,100000,488.03,491.02,487.6,489.1,198674
QQQ,60,241016,110000,489.21,490.48,489,489.13,103299
QQQ,60,241016,120000,489.16,490.7,489.16,490.64,122732
QQQ,60,241016,130000,490.66,490.91,489.89,490.68,106063
QQQ,60,241016,140000,490.66,491.69,490.28,491.26,120675
QQQ,60,241016,150000,491.24,491.48,490.58,490.93,250230
QQQ,60,241017,090000,496.42,496.49,492.35,492.93,341731
QQQ,60,241017,100000,493.29,493.83,491.58,492.26,212605
QQQ,60,241017,110000,492.42,494.93,491.57,494.92,143490
QQQ,60,241017,120000,494.93,495.35,493.48,493.88,136824
QQQ,60,241017,130000,493.99,494.7,493.72,494.18,102855
QQQ,60,241017,140000,494.21,494.27,491.47,493.01,185190
QQQ,60,241017,150000,493.04,493.12,491.21,491.34,247762
QQQ,60,241018,090000,494.06,495.16,493.31,494.39,148651
QQQ,60,241018,100000,494.43,495.44,493.77,493.87,160311
QQQ,60,241018,110000,493.88,495.57,493.88,494.16,197661
QQQ,60,241018,120000,494.19,495.39,493.55,494.8,145482
QQQ,60,241018,130000,494.82,495.44,494.43,494.57,135522
QQQ,60,241018,140000,494.51,495.08,493.72,494.78,124725
QQQ,60,241018,150000,494.69,494.8,493.91,494.52,233181
