<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPY,60,240703,110000,549.81,550.465,549.48,550.39,303233
SPY,60,240703,120000,550.385,551.82,550.33,551.39,862958
SPY,60,240705,090000,551.77,552.53,551.43,552.53,208104
SPY,60,240705,100000,552.52,552.84,551.15,552.355,280780
SPY,60,240705,110000,552.36,553.72,552.1,553.52,232288
SPY,60,240705,120000,553.54,553.75,553.11,553.5,141129
SPY,60,240705,130000,553.5,554.51,553.31,554.27,222670
SPY,60,240705,140000,554.35,554.42,553.87,554.37,251326
SPY,60,240705,150000,554.34,555.04,554.25,554.7,1134365
SPY,60,240708,090000,555.44,556.25,555.3,555.99,201923
SPY,60,240708,100000,556.01,556.01,554.94,555.2,197365
SPY,60,240708,110000,555.21,555.52,554.745,555.09,194492
SPY,60,240708,120000,555.08,555.08,554.3,554.8,147880
SPY,60,240708,130000,554.81,555.36,554.49,555.22,105719
SPY,60,240708,140000,555.18,555.28,554.19,554.97,128104
SPY,60,240708,150000,554.96,555.55,554.52,555.32,690505
SPY,60,240709,090000,556.26,556.81,556.13,556.67,145235
SPY,60,240709,100000,556.69,556.89,555.67,556.37,249225
SPY,60,240709,110000,556.32,556.54,555.73,556.53,216151
SPY,60,240709,120000,556.52,556.79,556.12,556.71,168389
SPY,60,240709,130000,556.7,557.18,555.77,556.14,264910
SPY,60,240709,140000,556.1,556.16,555.61,555.895,214539
SPY,60,240709,150000,555.88,556.07,555.54,555.86,379986
SPY,60,240710,090000,557.07,557.34,556.79,557.22,211847
SPY,60,240710,100000,557.275,557.74,556.93,557.01,127906
SPY,60,240710,110000,557.02,558.03,556.79,557.88,137361
SPY,60,240710,120000,557.88,559.36,557.88,559.34,299025
SPY,60,240710,130000,559.33,559.84,559.13,559.8,195087
SPY,60,240710,140000,559.83,560.22,559.45,560.09,241706
SPY,60,240710,150000,560.08,561.67,559.75,561.24,1170706
SPY,60,240711,090000,561.44,561.95,561.22,561.88,244744
SPY,60,240711,100000,561.95,562.32,558.41,558.49,496022
SPY,60,240711,110000,558.45,559.22,556.44,556.74,358459
SPY,60,240711,120000,556.73,557.77,556.02,556.37,292146
SPY,60,240711,130000,556.33,557.11,555.83,555.94,230805
SPY,60,240711,140000,555.95,557.3,555.84,557.15,444798
SPY,60,240711,150000,557.16,557.57,556.4,556.43,1232873
SPY,60,240712,090000,557.62,559.02,557.16,558.86,368428
SPY,60,240712,100000,558.85,561.35,558.635,561.18,420965
SPY,60,240712,110000,561.18,561.76,560.74,560.78,297992
SPY,60,240712,120000,560.74,561.65,560.16,561.64,255930
SPY,60,240712,130000,561.64,563.67,561.52,563.03,348827
SPY,60,240712,140000,563.03,563.41,562.61,563.25,402147
SPY,60,240712,150000,563.24,563.29,558.95,559.9,1395937
SPY,60,240715,090000,562.05,562.82,561.41,561.9,304282
SPY,60,240715,100000,561.91,563.75,561.91,563.67,272694
SPY,60,240715,110000,563.64,564.81,563.16,563.79,257208
SPY,60,240715,120000,563.76,563.76,562.15,562.57,261954
SPY,60,240715,130000,562.56,562.56,560.74,561.07,232025
SPY,60,240715,140000,561.09,562.5,560.72,562.23,205918
SPY,60,240715,150000,562.27,562.56,559.63,561.49,1017202
SPY,60,240716,090000,562.87,563.59,562.74,563.06,249923
SPY,60,240716,100000,563.07,563.7,562.1,563.23,282008
SPY,60,240716,110000,563.19,564.46,562.81,563.05,202894
SPY,60,240716,120000,563.11,563.57,562.25,563.54,176587
SPY,60,240716,130000,563.45,563.51,562.49,563.2,125916
SPY,60,240716,140000,563.2,564.57,562.66,564.53,297557
SPY,60,240716,150000,564.55,565.15,564.015,564.85,721712
SPY,60,240717,090000,558.8,560.49,558.8,559.88,472073
SPY,60,240717,100000,559.84,559.89,557.91,558.25,512124
SPY,60,240717,110000,558.26,558.76,557.8,558.41,336721
SPY,60,240717,120000,558.42,558.53,557.05,557.97,339701
SPY,60,240717,130000,557.94,557.94,556.62,557.32,323515
SPY,60,240717,140000,557.31,558.37,556.85,557.48,306542
SPY,60,240717,150000,557.47,558.28,556.96,556.99,1102448
SPY,60,240718,090000,558.51,558.88,557.72,558.84,352843
SPY,60,240718,100000,558.82,559.49,555.66,556.84,583350
SPY,60,240718,110000,556.75,557.07,552.75,552.96,534432
SPY,60,240718,120000,552.93,554.3,552.39,554.3,288813
SPY,60,240718,130000,554.295,554.945,553.48,553.65,207777
SPY,60,240718,140000,553.7,553.74,551.43,552.4,422926
SPY,60,240718,150000,552.35,553.85,550.51,552.68,1311016
SPY,60,240719,090000,552.42,554.05,551.81,552.98,372198
SPY,60,240719,100000,552.93,553.29,550.66,551.12,332102
SPY,60,240719,110000,551.18,551.98,549.22,551.04,446448
SPY,60,240719,120000,550.97,551.49,548.92,549.38,362163
SPY,60,240719,130000,549.31,549.43,547.92,549.42,354136
SPY,60,240719,140000,549.33,549.71,548.04,549.13,385291
SPY,60,240719,150000,549.12,550.46,548.15,548.92,1213529
SPY,60,240722,090000,553,554.41,552.29,552.56,642405
SPY,60,240722,100000,552.69,554.43,551.38,553.77,488905
SPY,60,240722,110000,553.76,554.45,551.03,551.76,503438
SPY,60,240722,120000,551.72,553.77,551.31,553.54,255053
SPY,60,240722,130000,553.58,554.84,553.56,554.52,237604
SPY,60,240722,140000,554.52,555.26,554.2,554.89,216009
SPY,60,240722,150000,554.81,555.14,554.16,554.67,748982
SPY,60,240723,090000,554.54,555.81,554.16,555.52,232223
SPY,60,240723,100000,555.59,556.41,554.29,554.94,356276
SPY,60,240723,110000,554.9,556.72,554.9,556.22,191289
SPY,60,240723,120000,556.12,556.35,554.23,554.61,180923
SPY,60,240723,130000,554.57,555.35,554.21,555.25,181641
SPY,60,240723,140000,555.24,555.54,554.53,555.08,152445
SPY,60,240723,150000,555.09,555.34,553.29,553.73,687717
SPY,60,240724,090000,548.86,549.17,546.33,546.74,523049
SPY,60,240724,100000,546.74,546.89,545.32,545.63,708165
SPY,60,240724,110000,545.56,545.66,544.19,544.39,441862
SPY,60,240724,120000,544.39,544.9,543.64,543.88,382159
SPY,60,240724,130000,543.9,545.03,543.74,543.895,270209
SPY,60,240724,140000,543.92,544.19,541.81,542.51,620109
SPY,60,240724,150000,542.42,542.88,540.3,541.2,1864562
SPY,60,240725,090000,541.35,541.59,539.61,539.89,376398
SPY,60,240725,100000,539.81,542.815,537.46,542.8,975142
SPY,60,240725,110000,542.85,544.61,542.1,543.99,497859
SPY,60,240725,120000,543.94,546.62,543.32,546.09,461711
SPY,60,240725,130000,546.24,547.45,544.12,544.63,360707
SPY,60,240725,140000,544.63,544.63,540.6,540.845,465717
SPY,60,240725,150000,540.84,543.67,538.13,538.32,1263711
SPY,60,240726,090000,542.28,543.18,541.51,542.9,403882
SPY,60,240726,100000,542.87,544.63,541.67,543.4,471889
SPY,60,240726,110000,543.41,544.96,542.8,544.83,420034
SPY,60,240726,120000,544.89,546.87,544.79,546.74,613198
SPY,60,240726,130000,546.75,547.19,544.03,544.96,639049
SPY,60,240726,140000,544.94,545.46,543.38,543.57,358515
SPY,60,240726,150000,543.57,545.04,542.74,544.43,966805
SPY,60,240729,090000,546.02,546.64,544.75,546.64,408444
SPY,60,240729,100000,546.5,547.04,544.3,544.35,356697
SPY,60,240729,110000,544.27,545.78,542.74,545.6,262813
SPY,60,240729,120000,545.68,546.77,545.68,546.18,209450
SPY,60,240729,130000,546.23,547.05,544.98,545.46,222333
SPY,60,240729,140000,545.49,545.49,544.48,545.13,187365
SPY,60,240729,150000,545.15,546.05,544.52,544.74,630730
SPY,60,240730,090000,546.26,547.34,545.75,546.25,445471
SPY,60,240730,100000,546.2,546.39,543.7,543.85,300520
SPY,60,240730,110000,543.82,543.98,540.44,540.53,429099
SPY,60,240730,120000,540.58,541.265,538.81,538.83,295470
SPY,60,240730,130000,538.94,541.48,538.54,541.32,237515
SPY,60,240730,140000,541.36,542.66,540.98,541.42,291668
SPY,60,240730,150000,541.29,543.655,540.79,541.96,952735
SPY,60,240731,090000,548.98,549.26,547.58,548.66,504617
SPY,60,240731,100000,548.78,551.25,548.49,550.52,418309
SPY,60,240731,110000,550.58,551.7,550.285,550.62,264254
SPY,60,240731,120000,550.65,551.1,550.105,550.16,141231
SPY,60,240731,130000,550.16,550.97,548.67,550.25,378320
SPY,60,240731,140000,550.51,553.5,549.44,553.05,463922
SPY,60,240731,150000,553.08,553.35,549.27,550.45,1910635
SPY,60,240801,090000,552.57,554.85,552.32,554.02,397403
SPY,60,240801,100000,553.95,554.3,547.25,547.47,715766
SPY,60,240801,110000,547.48,547.64,544.18,544.72,452916
SPY,60,240801,120000,544.75,546.405,543.14,543.76,435925
