,Date,Open,High,Low,Pct_Change,Close/Last,Volume
38,2014-11-17,"3,310.53","3,314.23","3,285.60",-0.81,3288.67,301.90M
39,2014-11-18,"3,297.91","3,313.73","3,296.18",0.76,3313.73,270.50M
40,2014-11-19,"3,327.78","3,336.85","3,326.08",0.63,3334.56,240.52M
41,2014-11-20,"3,337.50","3,341.71","3,312.48",-0.57,3315.6,241.28M
42,2014-11-21,"3,329.30","3,347.42","3,328.45",0.9,3345.32,289.92M
43,2014-11-24,"3,349.39","3,356.27","3,339.53",-0.14,3340.53,191.26M
44,2014-11-25,"3,344.03","3,348.92","3,334.12",0.13,3344.99,435.43M
45,2014-11-26,"3,342.87","3,349.66","3,330.80",0.14,3349.66,283.39M
46,2014-11-27,"3,348.64","3,355.62","3,340.96",-0.26,3340.96,235.91M
47,2014-11-28,"3,346.52","3,360.32","3,341.89",0.29,3350.5,242.75M
48,2014-12-01,"3,352.32","3,356.53","3,300.93",-1.34,3305.64,292.62M
49,2014-12-02,"3,324.94","3,337.57","3,304.83",0.5,3322.32,239.60M
50,2014-12-03,"3,323.97","3,335.81","3,303.39",-0.57,3303.39,179.60M
51,2014-12-04,"3,318.68","3,322.16","3,302.22",0.04,3304.82,241.33M
52,2014-12-05,"3,300.26","3,324.39","3,297.74",0.59,3324.39,217.35M
53,2014-12-08,"3,321.42","3,332.53","3,297.84",-0.8,3297.84,228.33M
54,2014-12-09,"3,312.86","3,334.93","3,306.75",0.67,3319.84,222.29M
55,2014-12-10,"3,320.78","3,336.47","3,315.88",0.18,3325.81,257.77M
56,2014-12-11,"3,318.65","3,326.13","3,314.95",-0.21,3318.7,214.33M
57,2014-12-12,"3,320.62","3,336.83","3,315.42",0.16,3324.13,220.58M
58,2014-12-15,"3,312.48","3,314.30","3,285.49",-0.9,3294.14,198.67M
59,2014-12-16,"3,274.08","3,279.91","3,212.09",-2.4,3215.09,307.38M
60,2014-12-17,"3,220.13","3,232.64","3,200.63",0.38,3227.23,363.13M
61,2014-12-18,"3,247.06","3,252.01","3,227.52",0.51,3243.65,296.02M
62,2014-12-19,"3,262.54","3,286.68","3,258.14",1.11,3279.53,297.19M
63,2014-12-22,"3,293.72","3,330.96","3,291.49",1.57,3330.96,187.49M
64,2014-12-23,"3,351.09","3,353.57","3,328.74",0.05,3332.51,155.36M
65,2014-12-24,"3,336.41","3,350.42","3,331.28",0.4,3345.91,94.42M
66,2014-12-26,"3,340.76","3,353.68","3,335.08",0.23,3353.68,50.45M
67,2014-12-29,"3,360.64","3,367.71","3,356.62",0.42,3367.69,107.47M
68,2014-12-30,"3,370.77","3,373.93","3,359.29",-0.05,3366.11,161.88M
69,2014-12-31,"3,366.99","3,373.08","3,364.64",-0.03,3365.15,116.60M
70,2015-01-02,"3,364.08","3,375.13","3,359.95",0.16,3370.59,112.17M
71,2015-01-05,"3,368.38","3,369.05","3,319.72",-1.26,3328.28,141.81M
72,2015-01-06,"3,294.24","3,295.51","3,272.40",-1.39,3281.95,282.81M
73,2015-01-07,"3,281.94","3,309.80","3,267.89",0.5,3298.36,217.21M
74,2015-01-08,"3,303.65","3,347.21","3,299.64",1.42,3345.11,204.81M
75,2015-01-09,"3,368.42","3,372.34","3,328.96",-0.2,3338.44,236.12M
76,2015-01-12,"3,332.96","3,347.76","3,331.72",0.19,3344.89,185.65M
77,2015-01-13,"3,334.06","3,346.60","3,325.43",-0.11,3341.07,259.18M
78,2015-01-14,"3,336.43","3,349.19","3,326.12",-0.45,3326.16,261.23M
79,2015-01-15,"3,330.75","3,342.13","3,327.40",0.38,3338.84,221.50M
80,2015-01-16,"3,325.53","3,341.55","3,291.50",-1.14,3300.68,295.39M
81,2015-01-19,"3,318.59","3,324.34","3,297.89",0.21,3307.7,163.76M
82,2015-01-20,"3,315.57","3,338.69","3,311.59",0.8,3334.02,162.16M
83,2015-01-21,"3,336.58","3,354.46","3,331.27",0.61,3354.46,261.31M
84,2015-01-22,"3,352.20","3,377.34","3,349.11",0.47,3370.29,324.12M
85,2015-01-23,"3,390.46","3,419.30","3,388.33",1.22,3411.5,358.07M
86,2015-01-26,"3,409.36","3,409.75","3,393.24",-0.38,3398.52,272.43M
87,2015-01-27,"3,414.48","3,428.49","3,406.89",0.4,3412.2,288.06M
88,2015-01-28,"3,405.07","3,427.19","3,404.17",0.2,3419.15,260.53M
89,2015-01-29,"3,402.37","3,428.39","3,402.18",0.0,3419.05,216.80M
90,2015-01-30,"3,422.18","3,432.62","3,391.20",-0.81,3391.2,355.91M
91,2015-02-02,"3,398.51","3,423.35","3,394.54",0.95,3423.35,253.28M
92,2015-02-03,"3,421.83","3,422.18","3,401.03",-0.45,3408.02,208.36M
93,2015-02-04,"3,420.28","3,432.10","3,413.03",0.28,3417.57,251.21M
94,2015-02-05,"3,414.91","3,415.14","3,394.95",-0.32,3406.58,235.85M
95,2015-02-06,"3,411.48","3,441.66","3,407.95",0.73,3431.36,312.39M
96,2015-02-09,"3,425.73","3,434.48","3,416.26",-0.39,3418.02,290.56M
97,2015-02-10,"3,417.47","3,434.79","3,417.45",0.47,3434.24,244.81M
98,2015-02-11,"3,439.49","3,448.96","3,431.08",0.3,3444.57,183.20M
99,2015-02-12,"3,443.47","3,443.88","3,409.38",-0.74,3419.17,220.43M
100,2015-02-13,"3,424.62","3,429.47","3,413.56",0.21,3426.22,270.32M
101,2015-02-16,"3,417.67","3,427.16","3,406.13",0.03,3427.16,227.86M
102,2015-02-17,"3,418.40","3,420.16","3,409.03",-0.33,3415.91,210.04M
103,2015-02-18,"3,428.71","3,443.05","3,425.89",0.58,3435.66,169.59M
104,2015-02-23,"3,456.21","3,458.14","3,421.30",-0.42,3421.3,308.90M
105,2015-02-24,"3,427.56","3,437.61","3,415.91",0.48,3437.61,289.29M
106,2015-02-25,"3,444.77","3,455.32","3,437.55",0.09,3440.83,411.22M
107,2015-02-26,"3,439.24","3,439.29","3,417.47",-0.43,3426.18,247.52M
108,2015-02-27,"3,420.82","3,428.75","3,402.86",-0.68,3402.86,382.43M
109,2015-03-02,"3,408.88","3,412.08","3,389.73",0.03,3403.89,308.12M
110,2015-03-03,"3,416.56","3,430.81","3,415.70",0.54,3422.11,371.10M
111,2015-03-04,"3,420.82","3,430.19","3,415.43",-0.19,3415.53,251.37M
112,2015-03-05,"3,411.37","3,422.03","3,395.27",-0.59,3395.27,223.97M
113,2015-03-06,"3,410.31","3,423.76","3,406.38",0.66,3417.51,271.01M
114,2015-03-09,"3,395.36","3,408.42","3,384.07",-0.38,3404.57,299.62M
115,2015-03-10,"3,407.42","3,416.39","3,394.52",-0.19,3398.26,278.89M
116,2015-03-11,"3,380.67","3,391.82","3,369.42",-0.58,3378.59,304.46M
117,2015-03-12,"3,371.63","3,380.41","3,357.11",-0.15,3373.6,197.42M
118,2015-03-13,"3,369.18","3,381.46","3,362.16",-0.32,3362.77,173.56M
119,2015-03-16,"3,361.38","3,387.36","3,358.03",0.39,3376.04,171.59M
120,2015-03-17,"3,392.29","3,397.93","3,366.57",-0.18,3369.95,286.04M
121,2015-03-18,"3,357.97","3,373.57","3,356.66",-0.24,3361.75,238.81M
122,2015-03-19,"3,375.83","3,386.16","3,371.76",0.73,3386.16,274.18M
123,2015-03-20,"3,385.09","3,417.45","3,376.62",0.78,3412.44,368.65M
124,2015-03-23,"3,413.65","3,430.32","3,409.42",-0.07,3410.13,211.07M
125,2015-03-24,"3,411.28","3,421.61","3,408.40",0.09,3413.26,202.61M
126,2015-03-25,"3,413.72","3,422.72","3,404.63",0.17,3419.02,167.19M
127,2015-03-26,"3,412.15","3,439.15","3,406.75",0.37,3431.59,209.19M
128,2015-03-27,"3,436.12","3,453.60","3,434.13",0.54,3450.1,291.27M
129,2015-03-30,"3,441.94","3,458.71","3,440.30",0.12,3454.26,195.26M
130,2015-03-31,"3,469.02","3,469.02","3,442.44",-0.21,3447.01,300.52M
131,2015-04-01,"3,439.76","3,450.54","3,435.59",0.0,3447.02,220.18M
132,2015-04-02,"3,446.60","3,454.80","3,444.80",0.2,3453.75,185.14M
133,2015-04-06,"3,451.73","3,458.18","3,451.21",-0.02,3452.91,143.48M
134,2015-04-07,"3,469.38","3,476.20","3,459.94",0.37,3465.62,208.78M
135,2015-04-08,"3,470.03","3,470.30","3,453.25",-0.14,3460.68,211.51M
136,2015-04-09,"3,472.63","3,476.27","3,450.26",-0.01,3460.3,340.56M
137,2015-04-10,"3,470.75","3,480.84","3,463.97",0.35,3472.38,319.11M
138,2015-04-13,"3,476.03","3,493.62","3,475.14",0.35,3484.39,246.98M
139,2015-04-14,"3,484.09","3,526.29","3,481.23",1.05,3521.08,264.41M
140,2015-04-15,"3,532.70","3,544.51","3,528.56",0.54,3539.95,256.98M
141,2015-04-16,"3,549.85","3,549.85","3,523.71",-0.24,3531.61,224.97M
142,2015-04-17,"3,528.17","3,536.58","3,514.24",-0.18,3525.19,235.57M
143,2015-04-20,"3,519.24","3,525.84","3,497.36",-0.62,3503.25,177.95M
144,2015-04-21,"3,510.33","3,517.14","3,502.25",0.15,3508.61,219.12M
145,2015-04-22,"3,506.71","3,508.50","3,487.71",-0.35,3496.24,232.22M
146,2015-04-23,"3,504.45","3,516.50","3,499.01",0.19,3502.75,238.05M
147,2015-04-24,"3,507.88","3,523.08","3,497.83",0.29,3513.0,250.73M
148,2015-04-27,"3,510.76","3,521.99","3,506.65",0.08,3515.85,234.19M
149,2015-04-28,"3,504.97","3,514.71","3,490.79",-0.59,3495.09,263.65M
150,2015-04-29,"3,489.21","3,496.53","3,482.15",-0.23,3487.15,195.62M
151,2015-04-30,"3,473.11","3,487.39","3,467.46",0.01,3487.39,316.24M
152,2015-05-04,"3,479.01","3,490.74","3,472.49",-0.13,3482.7,211.61M
153,2015-05-05,"3,474.85","3,478.37","3,461.45",-0.33,3471.19,186.98M
154,2015-05-06,"3,448.68","3,467.22","3,444.55",-0.33,3459.79,250.84M
155,2015-05-07,"3,444.70","3,445.85","3,425.31",-0.78,3432.78,193.72M
156,2015-05-08,"3,445.83","3,459.71","3,437.70",0.56,3452.01,226.54M
157,2015-05-11,"3,463.89","3,473.33","3,461.34",0.54,3470.8,145.69M
158,2015-05-12,"3,470.39","3,473.49","3,434.70",-0.82,3442.33,286.33M
159,2015-05-13,"3,449.13","3,459.95","3,444.15",0.31,3453.17,198.65M
160,2015-05-14,"3,462.75","3,464.81","3,443.70",0.08,3455.78,163.82M
161,2015-05-15,"3,461.83","3,466.18","3,448.90",0.21,3463.1,226.26M
162,2015-05-18,"3,465.32","3,467.23","3,450.98",-0.1,3459.57,169.13M
163,2015-05-19,"3,463.71","3,465.15","3,445.17",-0.16,3454.04,173.56M
164,2015-05-20,"3,446.44","3,450.67","3,435.71",-0.42,3439.68,205.54M
165,2015-05-21,"3,439.70","3,447.89","3,434.28",0.01,3439.86,592.80M
166,2015-05-22,"3,447.92","3,457.42","3,446.18",0.3,3450.18,196.22M
167,2015-05-25,"3,458.32","3,465.07","3,451.64",0.31,3460.85,101.56M
168,2015-05-26,"3,463.92","3,467.10","3,456.85",-0.03,3459.98,143.16M
169,2015-05-27,"3,434.80","3,438.19","3,412.52",-1.01,3424.94,261.78M
170,2015-05-28,"3,426.25","3,430.23","3,408.66",-0.21,3417.77,215.93M
171,2015-05-29,"3,387.16","3,403.66","3,381.79",-0.75,3392.11,500.03M
172,2015-06-02,"3,375.05","3,375.05","3,340.75",-1.51,3340.75,372.98M
173,2015-06-03,"3,338.95","3,354.46","3,337.99",0.27,3349.84,317.97M
174,2015-06-04,"3,344.13","3,361.59","3,339.03",-0.14,3345.0,326.67M
175,2015-06-05,"3,345.63","3,349.01","3,326.84",-0.34,3333.67,246.17M
176,2015-06-08,"3,326.37","3,333.99","3,318.28",-0.4,3320.33,179.23M
177,2015-06-09,"3,316.96","3,330.32","3,295.13",-0.76,3295.13,290.66M
178,2015-06-10,"3,296.60","3,337.13","3,294.31",0.93,3325.77,225.80M
179,2015-06-11,"3,338.30","3,358.77","3,336.67",0.66,3347.67,369.14M
180,2015-06-12,"3,350.77","3,358.46","3,343.81",0.18,3353.85,316.46M
181,2015-06-15,"3,338.10","3,343.84","3,309.49",-0.92,3323.13,256.73M
182,2015-06-16,"3,311.94","3,311.94","3,291.06",-0.75,3298.09,209.16M
183,2015-06-17,"3,315.22","3,346.02","3,311.80",0.84,3325.91,272.63M
184,2015-06-18,"3,324.16","3,326.05","3,299.29",-0.77,3300.42,173.55M
185,2015-06-19,"3,319.96","3,320.21","3,299.65",0.02,3300.96,211.75M
186,2015-06-22,"3,313.06","3,330.59","3,311.12",0.43,3315.13,179.44M
187,2015-06-23,"3,328.39","3,343.83","3,323.26",0.74,3339.78,207.53M
188,2015-06-24,"3,348.01","3,361.04","3,338.74",0.35,3351.33,233.77M
189,2015-06-25,"3,346.89","3,358.24","3,343.47",-0.04,3349.87,190.56M
190,2015-06-26,"3,346.30","3,353.59","3,320.06",-0.86,3320.9,196.47M
191,2015-06-29,"3,277.90","3,290.63","3,267.68",-1.23,3280.18,222.12M
192,2015-06-30,"3,283.77","3,326.24","3,281.30",1.13,3317.33,278.53M
193,2015-07-01,"3,317.47","3,342.04","3,311.03",0.42,3331.14,170.88M
194,2015-07-02,"3,354.82","3,357.95","3,326.36",-0.1,3327.84,178.84M
195,2015-07-03,"3,331.03","3,348.30","3,328.99",0.45,3342.73,136.08M
196,2015-07-06,"3,319.93","3,334.79","3,307.26",-0.29,3332.94,179.42M
197,2015-07-07,"3,342.20","3,346.48","3,327.70",0.24,3340.93,210.74M
198,2015-07-08,"3,329.99","3,335.37","3,274.23",-1.67,3284.99,360.30M
199,2015-07-09,"3,261.17","3,289.28","3,249.89",-0.54,3267.4,265.07M
200,2015-07-10,"3,275.00","3,291.41","3,272.59",0.38,3279.88,190.85M
201,2015-07-13,"3,298.28","3,316.37","3,290.11",0.96,3311.22,156.38M
202,2015-07-14,"3,321.59","3,330.23","3,309.28",0.16,3316.5,184.14M
203,2015-07-15,"3,323.28","3,342.33","3,322.12",0.67,3338.86,162.32M
204,2015-07-16,"3,351.46","3,358.09","3,345.76",0.44,3353.45,201.20M
205,2015-07-20,"3,370.00","3,376.23","3,361.32",0.6,3373.48,231.71M
206,2015-07-21,"3,382.96","3,383.56","3,366.21",-0.06,3371.41,208.26M
207,2015-07-22,"3,369.16","3,377.65","3,352.56",-0.36,3359.17,196.00M
208,2015-07-23,"3,371.12","3,375.97","3,356.37",-0.08,3356.37,343.56M
209,2015-07-24,"3,360.86","3,366.52","3,346.86",-0.11,3352.65,263.68M
210,2015-07-27,"3,348.82","3,348.83","3,311.40",-1.17,3313.42,240.39M
211,2015-07-28,"3,305.26","3,306.63","3,277.13",-0.98,3281.09,333.70M
212,2015-07-29,"3,286.75","3,299.96","3,275.32",0.09,3284.0,216.04M
213,2015-07-30,"3,282.20","3,284.29","3,248.35",-1.05,3249.52,398.36M
214,2015-07-31,"3,214.64","3,217.86","3,184.57",-1.45,3202.5,748.08M
215,2015-08-03,"3,205.59","3,217.13","3,186.34",-0.3,3192.79,388.52M
216,2015-08-04,"3,192.33","3,193.54","3,175.07",-0.05,3191.04,534.88M
217,2015-08-05,"3,179.17","3,198.32","3,164.62",0.01,3191.39,444.45M
218,2015-08-06,"3,194.39","3,196.66","3,180.87",0.17,3196.66,233.05M
219,2015-08-11,"3,213.49","3,214.50","3,148.34",-1.36,3153.06,664.10M
220,2015-08-12,"3,099.63","3,100.85","3,057.62",-2.9,3061.49,519.11M
221,2015-08-13,"3,068.91","3,103.49","3,063.60",0.99,3091.78,342.07M
222,2015-08-14,"3,094.90","3,118.52","3,092.58",0.73,3114.25,235.69M
223,2015-08-17,"3,114.56","3,116.36","3,067.35",-1.51,3067.35,277.60M
224,2015-08-18,"3,076.86","3,084.83","3,049.65",-0.58,3049.65,311.58M
225,2015-08-19,"3,056.17","3,063.24","3,039.14",-0.28,3041.25,375.53M
226,2015-08-20,"3,023.47","3,027.35","3,000.93",-1.03,3009.78,289.06M
227,2015-08-21,"2,961.58","2,979.64","2,947.87",-1.29,2971.01,359.47M
228,2015-08-24,"2,918.24","2,918.87","2,843.39",-4.3,2843.39,438.14M
229,2015-08-25,"2,809.55","2,926.76","2,808.31",1.51,2886.29,613.38M
230,2015-08-26,"2,859.66","2,905.29","2,847.17",-0.46,2873.0,384.63M
231,2015-08-27,"2,915.18","2,952.87","2,909.78",2.52,2945.43,452.87M
232,2015-08-28,"2,984.55","2,999.08","2,947.37",0.36,2955.94,349.24M
233,2015-08-31,"2,987.18","2,987.18","2,921.44",-1.17,2921.44,346.39M
234,2015-09-01,"2,915.53","2,930.19","2,878.11",-1.32,2882.77,278.76M
235,2015-09-02,"2,897.76","2,906.67","2,877.49",-0.16,2878.13,259.99M
236,2015-09-03,"2,878.94","2,908.58","2,878.47",0.98,2906.43,134.19M
237,2015-09-04,"2,888.89","2,893.12","2,859.32",-1.47,2863.81,256.50M
238,2015-09-07,"2,842.28","2,865.53","2,832.65",-0.4,2852.41,194.67M
239,2015-09-08,"2,859.94","2,892.18","2,829.20",1.15,2885.32,262.75M
240,2015-09-09,"2,901.07","2,931.65","2,890.84",1.49,2928.18,287.47M
241,2015-09-10,"2,885.80","2,898.15","2,868.15",-1.37,2888.03,200.19M
242,2015-09-14,"2,887.41","2,889.10","2,871.20",-0.57,2871.47,230.29M
243,2015-09-15,"2,854.72","2,857.14","2,837.59",-1.03,2841.94,448.09M
244,2015-09-16,"2,862.06","2,886.85","2,855.78",0.94,2868.74,319.13M
245,2015-09-17,"2,877.59","2,903.58","2,877.23",0.94,2895.81,295.29M
246,2015-09-18,"2,893.21","2,919.77","2,879.59",-0.56,2879.59,502.46M
247,2015-09-21,"2,855.04","2,886.39","2,854.67",0.09,2882.27,210.04M
248,2015-09-22,"2,890.11","2,904.98","2,862.72",-0.48,2868.47,268.55M
249,2015-09-23,"2,859.58","2,860.10","2,827.19",-0.79,2845.74,308.77M
250,2015-09-25,"2,829.68","2,841.89","2,816.76",-0.46,2832.64,338.86M
251,2015-09-28,"2,823.09","2,829.64","2,780.74",-1.44,2791.92,235.38M
252,2015-09-29,"2,762.64","2,790.60","2,740.36",-0.14,2787.94,418.82M
253,2015-09-30,"2,778.59","2,799.80","2,772.26",0.11,2790.89,427.04M
254,2015-10-01,"2,795.40","2,820.35","2,792.84",0.39,2801.85,214.11M
255,2015-10-02,"2,796.36","2,797.31","2,765.44",-0.31,2793.15,207.57M
256,2015-10-05,"2,826.07","2,851.25","2,822.28",2.08,2851.25,269.34M
257,2015-10-06,"2,882.50","2,899.06","2,876.12",1.62,2897.41,373.47M
258,2015-10-07,"2,897.06","2,968.06","2,882.85",2.22,2961.81,458.58M
259,2015-10-08,"2,978.03","2,983.62","2,938.88",-0.5,2947.03,321.02M
260,2015-10-09,"2,968.17","3,011.63","2,963.00",1.75,2998.5,557.24M
261,2015-10-12,"2,991.59","3,035.67","2,979.63",1.12,3032.11,501.89M
262,2015-10-13,"3,021.86","3,031.14","2,984.78",-1.56,2984.88,361.96M
263,2015-10-14,"2,981.24","3,004.08","2,960.86",-0.03,2983.92,265.61M
264,2015-10-15,"2,996.15","3,017.40","2,994.75",1.05,3015.14,259.74M
265,2015-10-16,"3,032.85","3,047.10","3,021.48",0.51,3030.61,265.83M
266,2015-10-19,"3,023.53","3,032.25","3,013.65",-0.2,3024.5,182.22M
267,2015-10-20,"3,024.82","3,032.92","3,012.60",-0.18,3019.03,279.66M
268,2015-10-21,"3,034.70","3,038.83","3,016.76",0.22,3025.7,184.41M
269,2015-10-22,"3,026.40","3,046.40","3,025.87",0.41,3038.11,175.40M
270,2015-10-23,"3,070.94","3,074.96","3,061.65",1.0,3068.46,313.93M
271,2015-10-26,"3,092.31","3,104.72","3,081.91",0.48,3083.07,348.54M
272,2015-10-27,"3,074.20","3,082.28","3,049.55",-0.99,3052.53,288.34M
273,2015-10-28,"3,043.45","3,055.81","3,035.76",-0.39,3040.51,246.34M
274,2015-10-29,"3,050.60","3,059.57","2,997.65",-1.28,3001.51,285.29M
275,2015-10-30,"2,975.74","3,007.53","2,975.74",-0.11,2998.35,261.45M
276,2015-11-02,"2,976.72","2,981.12","2,948.42",-0.8,2974.41,257.01M
277,2015-11-03,"3,001.72","3,019.64","2,999.56",0.85,2999.56,220.41M
278,2015-11-04,"3,010.85","3,041.78","3,008.90",1.36,3040.48,262.61M
279,2015-11-05,"3,029.44","3,043.85","3,017.87",-0.55,3023.65,217.29M
280,2015-11-06,"3,022.52","3,025.76","3,006.51",-0.44,3010.47,158.02M
281,2015-11-09,"3,014.80","3,022.26","2,989.23",-0.42,2997.72,196.38M
282,2015-11-11,"2,999.32","3,011.98","2,980.82",-0.54,2981.59,246.30M
283,2015-11-12,"2,973.33","2,983.14","2,955.35",-0.76,2959.01,219.34M
284,2015-11-13,"2,938.69","2,948.71","2,919.10",-1.13,2925.68,364.68M
285,2015-11-16,"2,902.91","2,923.94","2,885.60",-0.34,2915.73,300.00M
286,2015-11-17,"2,934.38","2,940.86","2,910.17",0.04,2916.78,247.99M
287,2015-11-18,"2,905.50","2,909.45","2,884.03",-1.05,2886.08,213.47M
288,2015-11-19,"2,907.13","2,932.78","2,906.82",1.17,2919.83,206.42M
289,2015-11-20,"2,915.00","2,919.02","2,892.31",-0.07,2917.91,219.50M
290,2015-11-23,"2,924.10","2,925.16","2,903.49",-0.49,2903.49,171.67M
291,2015-11-24,"2,902.71","2,939.41","2,898.82",0.69,2923.49,230.85M
292,2015-11-25,"2,926.56","2,928.42","2,886.89",-1.09,2891.58,225.80M
293,2015-11-26,"2,903.32","2,903.85","2,880.73",-0.24,2884.69,283.03M
294,2015-11-27,"2,875.01","2,875.99","2,843.95",-0.89,2859.12,261.21M
295,2015-11-30,"2,871.05","2,877.53","2,855.94",-0.11,2855.94,399.87M
296,2015-12-01,"2,862.79","2,881.87","2,858.10",0.5,2870.26,238.67M
297,2015-12-02,"2,885.98","2,902.80","2,880.86",0.47,2883.64,239.03M
298,2015-12-03,"2,864.36","2,890.03","2,857.49",0.01,2883.89,199.79M
299,2015-12-04,"2,863.32","2,879.05","2,856.51",-0.17,2879.05,178.62M
300,2015-12-07,"2,896.87","2,911.44","2,895.77",0.76,2900.92,179.50M
301,2015-12-08,"2,885.39","2,886.37","2,865.64",-0.86,2876.03,212.08M
302,2015-12-09,"2,870.64","2,874.20","2,860.02",-0.52,2861.19,155.57M
303,2015-12-10,"2,858.82","2,862.10","2,841.74",-0.44,2848.46,230.90M
304,2015-12-11,"2,850.71","2,856.95","2,833.93",-0.49,2834.63,156.66M
305,2015-12-14,"2,819.78","2,821.67","2,793.39",-0.69,2815.04,222.47M
306,2015-12-15,"2,808.63","2,833.92","2,800.71",0.02,2815.52,206.16M
307,2015-12-16,"2,833.15","2,846.44","2,823.64",0.9,2840.92,281.25M
308,2015-12-17,"2,843.70","2,868.87","2,833.57",0.71,2861.18,265.76M
309,2015-12-18,"2,832.44","2,857.39","2,831.10",-0.29,2852.84,237.31M
310,2015-12-21,"2,830.92","2,850.18","2,827.75",-0.26,2845.55,172.28M
311,2015-12-22,"2,852.19","2,857.12","2,846.42",0.26,2852.97,170.36M
312,2015-12-23,"2,859.14","2,872.00","2,858.66",0.37,2863.65,227.75M
313,2015-12-24,"2,872.33","2,885.30","2,870.02",0.49,2877.62,77.03M
314,2015-12-28,"2,883.80","2,889.14","2,869.69",-0.08,2875.32,105.19M
315,2015-12-29,"2,880.91","2,890.85","2,877.22",0.45,2888.22,102.21M
316,2015-12-30,"2,894.31","2,897.47","2,868.81",-0.09,2885.51,170.52M
317,2015-12-31,"2,893.19","2,893.32","2,879.25",-0.1,2882.73,93.02M
318,2016-01-04,"2,889.23","2,890.21","2,824.94",-1.62,2835.97,202.49M
319,2016-01-05,"2,836.80","2,846.27","2,820.42",-0.06,2834.23,235.76M
320,2016-01-06,"2,838.56","2,844.06","2,800.78",-1.06,2804.27,248.14M
321,2016-01-07,"2,797.18","2,797.59","2,726.92",-2.65,2729.91,460.82M
322,2016-01-08,"2,710.33","2,760.89","2,697.94",0.78,2751.23,461.97M
323,2016-01-11,"2,725.10","2,726.56","2,690.26",-1.54,2708.85,325.85M
324,2016-01-12,"2,709.57","2,721.47","2,687.91",-0.63,2691.78,291.90M
325,2016-01-13,"2,712.69","2,717.36","2,670.40",0.18,2696.5,291.29M
326,2016-01-14,"2,655.05","2,663.51","2,642.01",-1.93,2644.57,302.28M
327,2016-01-15,"2,656.87","2,663.34","2,626.81",-0.52,2630.76,263.75M
328,2016-01-18,"2,593.60","2,604.40","2,578.09",-1.44,2593.0,279.30M
329,2016-01-19,"2,585.99","2,638.47","2,582.31",1.75,2638.47,331.56M
330,2016-01-20,"2,612.53","2,616.36","2,557.84",-2.98,2559.77,320.16M
331,2016-01-21,"2,581.11","2,601.56","2,529.01",-1.06,2532.7,355.03M
332,2016-01-22,"2,578.99","2,595.01","2,549.44",1.75,2577.09,393.46M
333,2016-01-25,"2,601.84","2,622.33","2,580.36",0.22,2582.64,300.18M
334,2016-01-26,"2,565.81","2,576.76","2,539.74",-1.43,2545.61,252.77M
335,2016-01-27,"2,579.14","2,584.06","2,546.18",0.02,2546.18,277.09M
336,2016-01-28,"2,541.57","2,563.82","2,540.71",0.64,2562.45,239.98M
337,2016-01-29,"2,569.76","2,629.11","2,553.78",2.6,2629.11,414.50M
338,2016-02-01,"2,637.05","2,644.68","2,597.06",-1.02,2602.41,378.64M
339,2016-02-02,"2,587.23","2,602.36","2,578.27",-0.89,2579.23,314.87M
340,2016-02-03,"2,551.23","2,558.66","2,528.44",-1.1,2550.74,283.68M
341,2016-02-04,"2,561.91","2,579.18","2,554.08",0.3,2558.49,276.67M
342,2016-02-05,"2,569.08","2,623.21","2,568.38",2.53,2623.21,362.36M
343,2016-02-10,"2,559.64","2,582.87","2,538.79",-1.57,2582.1,369.87M
344,2016-02-11,"2,556.52","2,572.01","2,537.11",-1.7,2538.28,288.83M
345,2016-02-12,"2,536.55","2,555.53","2,531.79",0.07,2539.95,329.70M
346,2016-02-15,"2,565.95","2,613.44","2,561.44",2.68,2607.9,375.51M
347,2016-02-16,"2,602.83","2,656.33","2,585.53",1.41,2644.58,386.54M
348,2016-02-17,"2,652.55","2,654.91","2,607.15",-1.16,2613.79,379.89M
349,2016-02-18,"2,646.68","2,668.22","2,643.09",1.67,2657.57,448.23M
350,2016-02-19,"2,660.62","2,661.44","2,642.84",-0.03,2656.87,272.95M
351,2016-02-22,"2,653.79","2,669.38","2,652.92",0.14,2660.65,303.24M
352,2016-02-23,"2,680.04","2,684.79","2,665.06",0.43,2672.07,369.43M
353,2016-02-24,"2,654.65","2,661.58","2,614.49",-1.95,2619.96,417.02M
354,2016-02-25,"2,639.98","2,642.86","2,588.83",-0.63,2603.4,284.74M
355,2016-02-26,"2,626.63","2,653.74","2,618.36",1.77,2649.38,294.22M
356,2016-02-29,"2,666.07","2,667.83","2,638.75",0.65,2666.51,341.82M
357,2016-03-01,"2,666.71","2,682.39","2,654.98",0.6,2682.39,344.11M
358,2016-03-02,"2,718.27","2,738.57","2,713.14",1.66,2726.96,357.64M
359,2016-03-03,"2,735.42","2,787.62","2,735.42",2.22,2787.62,534.01M
360,2016-03-04,"2,792.96","2,837.00","2,791.82",1.77,2837.0,532.24M
361,2016-03-07,"2,843.66","2,850.52","2,809.72",-0.48,2823.51,475.89M
362,2016-03-08,"2,821.99","2,826.75","2,773.19",-1.58,2778.77,384.33M
363,2016-03-09,"2,783.64","2,813.64","2,770.26",1.14,2810.43,387.76M
364,2016-03-10,"2,828.14","2,829.07","2,798.70",-0.05,2809.12,247.78M
365,2016-03-11,"2,807.94","2,830.47","2,789.63",0.7,2828.86,252.99M
