,Date,Open,High,Low,Pct_Change,Close/Last,Volume
366,2016-03-14,"2,849.41","2,867.20","2,841.51",0.64,2847.06,237.82M
367,2016-03-15,"2,851.92","2,857.30","2,828.68",-0.27,2839.44,217.65M
368,2016-03-16,"2,845.09","2,854.87","2,833.08",0.17,2844.21,200.38M
369,2016-03-17,"2,872.13","2,884.40","2,865.81",1.26,2880.17,319.49M
370,2016-03-18,"2,888.75","2,906.80","2,886.35",0.92,2906.8,425.35M
371,2016-03-21,"2,905.49","2,906.26","2,867.01",-0.9,2880.69,189.15M
372,2016-03-22,"2,884.84","2,901.34","2,868.95",0.0,2880.65,284.85M
373,2016-03-23,"2,888.67","2,895.97","2,874.15",0.05,2881.98,261.40M
374,2016-03-24,"2,875.19","2,875.33","2,840.24",-1.2,2847.39,230.83M
375,2016-03-28,"2,851.39","2,855.12","2,821.26",-0.6,2830.29,144.04M
376,2016-03-29,"2,836.42","2,836.85","2,816.52",-0.4,2819.08,193.66M
377,2016-03-30,"2,839.66","2,874.26","2,836.93",1.9,2872.78,282.14M
378,2016-03-31,"2,832.63","2,855.45","2,831.11",-1.11,2840.9,283.03M
379,2016-04-01,"2,820.66","2,834.62","2,807.87",-0.79,2818.49,222.02M
380,2016-04-04,"2,826.42","2,846.09","2,817.51",0.6,2835.35,158.71M
381,2016-04-05,"2,810.54","2,814.50","2,783.73",-1.21,2800.92,238.26M
382,2016-04-06,"2,798.92","2,817.42","2,788.80",0.37,2811.25,198.03M
383,2016-04-07,"2,817.80","2,835.32","2,809.56",0.08,2813.59,163.93M
384,2016-04-08,"2,789.59","2,809.21","2,783.42",-0.19,2808.32,161.92M
385,2016-04-11,"2,797.36","2,817.56","2,794.15",0.03,2809.24,160.29M
386,2016-04-12,"2,810.73","2,815.89","2,802.65",0.19,2814.65,138.64M
387,2016-04-13,"2,838.18","2,890.41","2,835.85",2.69,2890.41,322.83M
388,2016-04-14,"2,910.13","2,924.24","2,909.04",0.81,2913.93,273.59M
389,2016-04-15,"2,917.35","2,925.86","2,905.06",0.34,2923.94,186.23M
390,2016-04-18,"2,901.40","2,917.75","2,892.74",-0.21,2917.75,176.89M
391,2016-04-19,"2,930.42","2,954.21","2,928.70",1.17,2951.81,314.52M
392,2016-04-20,"2,955.07","2,959.59","2,929.71",-0.06,2949.95,224.17M
393,2016-04-21,"2,952.13","2,964.10","2,941.70",0.37,2960.78,225.73M
394,2016-04-22,"2,936.58","2,946.11","2,930.06",-0.69,2940.43,235.79M
395,2016-04-25,"2,930.61","2,933.26","2,886.25",-1.37,2900.28,181.40M
396,2016-04-26,"2,888.38","2,899.79","2,873.52",-0.19,2894.66,215.16M
397,2016-04-27,"2,890.41","2,892.27","2,869.77",-0.69,2874.72,230.47M
398,2016-04-28,"2,892.85","2,900.25","2,857.16",-0.43,2862.3,257.15M
399,2016-04-29,"2,860.07","2,860.07","2,834.51",-0.83,2838.52,274.97M
400,2016-05-03,"2,842.86","2,848.90","2,806.32",-0.96,2811.2,217.02M
401,2016-05-04,"2,786.35","2,795.65","2,761.93",-1.36,2773.07,320.26M
402,2016-05-05,"2,754.64","2,773.43","2,749.84",-0.19,2767.81,250.74M
403,2016-05-06,"2,747.06","2,752.18","2,722.60",-1.34,2730.8,294.71M
404,2016-05-09,"2,745.36","2,766.06","2,734.31",1.29,2766.06,238.22M
405,2016-05-10,"2,746.47","2,763.29","2,736.18",-0.9,2741.15,234.01M
406,2016-05-11,"2,758.98","2,763.45","2,720.77",-0.3,2732.87,301.14M
407,2016-05-12,"2,729.14","2,747.53","2,723.92",0.46,2745.39,218.36M
408,2016-05-13,"2,735.69","2,738.61","2,713.47",-0.38,2734.91,263.42M
409,2016-05-16,"2,726.31","2,741.84","2,721.70",0.04,2736.06,299.83M
410,2016-05-17,"2,744.26","2,788.65","2,744.08",1.65,2781.11,366.10M
411,2016-05-18,"2,764.11","2,791.18","2,759.50",-0.14,2777.11,316.60M
412,2016-05-19,"2,771.22","2,775.45","2,731.48",-1.33,2740.11,342.42M
413,2016-05-20,"2,744.38","2,768.65","2,738.03",0.87,2763.82,265.12M
414,2016-05-23,"2,761.79","2,775.37","2,740.82",0.11,2766.93,173.21M
415,2016-05-24,"2,760.74","2,766.23","2,742.65",-0.6,2750.23,199.46M
416,2016-05-25,"2,786.18","2,790.30","2,766.66",0.6,2766.66,180.49M
417,2016-05-26,"2,783.85","2,791.46","2,772.23",0.24,2773.31,192.41M
418,2016-05-27,"2,782.04","2,805.63","2,778.22",1.05,2802.51,217.80M
419,2016-05-30,"2,796.15","2,807.66","2,786.95",-0.21,2796.75,129.52M
420,2016-05-31,"2,829.33","2,834.04","2,791.06",-0.2,2791.06,421.25M
421,2016-06-01,"2,787.99","2,796.49","2,778.65",-0.02,2790.54,248.87M
422,2016-06-02,"2,789.15","2,806.10","2,787.87",0.16,2795.09,209.29M
423,2016-06-03,"2,808.51","2,816.26","2,803.53",0.51,2809.23,189.18M
424,2016-06-06,"2,819.07","2,833.79","2,816.89",0.78,2831.28,168.28M
425,2016-06-07,"2,844.80","2,853.64","2,840.12",0.59,2848.09,214.03M
426,2016-06-08,"2,857.46","2,867.10","2,846.50",0.5,2862.38,189.13M
427,2016-06-09,"2,871.79","2,881.92","2,843.80",-0.65,2843.8,189.51M
428,2016-06-10,"2,850.05","2,851.53","2,812.50",-0.73,2822.97,193.95M
429,2016-06-13,"2,786.35","2,793.30","2,771.86",-1.33,2785.43,203.22M
430,2016-06-14,"2,770.96","2,789.06","2,763.53",-0.61,2768.33,171.26M
431,2016-06-15,"2,760.80","2,779.28","2,759.02",0.21,2774.25,182.31M
432,2016-06-16,"2,768.95","2,770.99","2,744.31",-0.82,2751.56,249.98M
433,2016-06-17,"2,770.63","2,774.35","2,748.65",0.43,2763.42,247.38M
434,2016-06-20,"2,785.16","2,802.25","2,782.72",1.36,2800.87,165.26M
435,2016-06-21,"2,801.74","2,809.20","2,788.64",-0.41,2789.45,181.68M
436,2016-06-22,"2,797.33","2,815.22","2,786.13",-0.12,2786.13,181.31M
437,2016-06-23,"2,806.84","2,810.44","2,793.85",0.28,2793.85,150.52M
438,2016-06-24,"2,807.71","2,807.71","2,715.76",-2.09,2735.39,390.21M
439,2016-06-27,"2,722.16","2,750.27","2,709.56",-0.2,2729.85,255.14M
440,2016-06-28,"2,705.07","2,767.38","2,703.48",0.98,2756.53,262.93M
441,2016-06-29,"2,769.06","2,801.48","2,767.44",1.31,2792.73,232.58M
442,2016-06-30,"2,880.72","2,880.72","2,831.72",1.73,2840.93,413.57M
443,2016-07-01,"2,848.45","2,850.18","2,832.55",0.19,2846.37,197.97M
444,2016-07-04,"2,855.36","2,874.90","2,842.32",0.85,2870.56,269.55M
445,2016-07-05,"2,870.84","2,873.67","2,854.16",-0.21,2864.67,197.58M
446,2016-07-07,"2,859.81","2,867.23","2,854.21",-0.09,2862.17,223.21M
447,2016-07-08,"2,859.47","2,862.23","2,830.00",-0.53,2847.04,174.54M
448,2016-07-11,"2,882.28","2,884.58","2,868.80",1.02,2876.14,187.37M
449,2016-07-12,"2,882.95","2,901.82","2,878.10",0.89,2901.82,220.51M
450,2016-07-13,"2,914.79","2,917.42","2,899.92",0.3,2910.65,229.02M
451,2016-07-14,"2,910.85","2,913.65","2,903.17",-0.13,2906.92,71.90M
452,2016-07-15,"2,932.35","2,939.03","2,915.15",0.63,2925.35,329.17M
453,2016-07-18,"2,930.64","2,941.15","2,923.75",0.12,2928.76,260.20M
454,2016-07-19,"2,927.51","2,931.44","2,902.41",-0.31,2919.54,222.19M
455,2016-07-20,"2,934.73","2,953.13","2,917.14",0.9,2945.74,320.65M
456,2016-07-21,"2,946.37","2,958.90","2,936.46",-0.18,2940.48,218.45M
457,2016-07-22,"2,925.64","2,945.35","2,925.05",0.17,2945.35,195.96M
458,2016-07-25,"2,951.34","2,955.96","2,929.85",-0.53,2929.85,234.10M
459,2016-07-26,"2,917.17","2,934.02","2,902.26",0.12,2933.44,258.65M
460,2016-07-27,"2,935.58","2,941.76","2,924.85",0.27,2941.49,193.36M
461,2016-07-28,"2,928.58","2,928.85","2,911.09",-0.78,2918.62,172.18M
462,2016-07-29,"2,887.35","2,896.19","2,865.66",-1.71,2868.69,326.73M
463,2016-08-01,"2,875.59","2,898.27","2,874.38",0.83,2892.52,351.66M
464,2016-08-02,"2,869.94","2,879.67","2,847.98",-1.24,2856.67,232.75M
465,2016-08-03,"2,828.52","2,839.43","2,810.88",-1.02,2827.58,234.64M
466,2016-08-04,"2,839.11","2,844.13","2,826.35",0.15,2831.96,207.85M
467,2016-08-05,"2,837.65","2,839.36","2,821.61",-0.13,2828.17,244.72M
468,2016-08-08,"2,850.86","2,884.84","2,849.07",1.51,2870.78,237.22M
469,2016-08-10,"2,876.40","2,893.34","2,869.25",0.17,2875.57,255.58M
470,2016-08-11,"2,858.60","2,880.70","2,853.29",-0.2,2869.82,241.07M
471,2016-08-12,"2,881.34","2,883.16","2,856.94",-0.08,2867.4,202.78M
472,2016-08-15,"2,857.72","2,874.32","2,855.82",-0.01,2867.21,158.97M
473,2016-08-16,"2,879.12","2,880.71","2,858.80",-0.29,2858.8,200.08M
474,2016-08-17,"2,855.57","2,859.77","2,841.46",-0.54,2843.35,179.63M
475,2016-08-18,"2,840.09","2,849.54","2,830.10",-0.22,2836.98,192.96M
476,2016-08-19,"2,848.44","2,849.00","2,835.56",0.25,2844.02,173.11M
477,2016-08-22,"2,843.76","2,847.43","2,831.15",-0.1,2841.19,118.13M
478,2016-08-23,"2,841.60","2,850.43","2,834.87",0.33,2850.43,167.02M
479,2016-08-24,"2,845.30","2,870.72","2,843.12",0.67,2869.57,159.04M
480,2016-08-25,"2,868.64","2,879.58","2,865.92",0.26,2876.93,162.57M
481,2016-08-26,"2,876.58","2,878.10","2,854.13",-0.67,2857.65,153.28M
482,2016-08-29,"2,844.21","2,853.07","2,828.82",-0.99,2829.43,167.55M
483,2016-08-30,"2,846.18","2,846.38","2,823.91",-0.04,2828.39,167.17M
484,2016-08-31,"2,822.68","2,833.42","2,816.64",-0.28,2820.59,249.95M
485,2016-09-01,"2,821.93","2,836.23","2,809.52",-0.15,2816.47,190.72M
486,2016-09-02,"2,807.43","2,820.03","2,795.24",-0.45,2803.92,214.95M
487,2016-09-05,"2,828.49","2,853.15","2,827.31",1.71,2851.74,183.17M
488,2016-09-06,"2,856.47","2,905.84","2,854.40",1.57,2896.55,352.06M
489,2016-09-07,"2,899.02","2,911.84","2,887.06",-0.1,2893.65,186.31M
490,2016-09-08,"2,894.38","2,898.04","2,878.56",0.03,2894.48,212.11M
491,2016-09-09,"2,878.30","2,880.17","2,863.47",-0.73,2873.33,179.43M
492,2016-09-13,"2,829.41","2,847.50","2,815.48",-1.91,2818.38,317.22M
493,2016-09-14,"2,819.34","2,822.39","2,800.07",-0.32,2809.35,257.79M
494,2016-09-15,"2,798.43","2,809.55","2,791.38",-0.14,2805.52,228.47M
495,2016-09-16,"2,810.43","2,832.04","2,810.43",0.78,2827.45,182.95M
496,2016-09-19,"2,830.67","2,852.14","2,824.88",0.87,2852.14,167.08M
497,2016-09-20,"2,844.32","2,854.69","2,840.95",0.09,2854.69,206.27M
498,2016-09-21,"2,845.28","2,859.43","2,837.48",-0.14,2850.74,197.82M
499,2016-09-22,"2,876.35","2,876.35","2,836.50",-0.16,2846.06,166.84M
500,2016-09-23,"2,853.65","2,860.88","2,826.60",0.38,2856.95,199.04M
501,2016-09-26,"2,851.74","2,857.00","2,840.65",-0.25,2849.94,146.97M
502,2016-09-27,"2,833.04","2,865.70","2,831.87",0.36,2860.23,191.14M
503,2016-09-28,"2,863.38","2,866.22","2,849.82",-0.08,2858.01,135.94M
504,2016-09-29,"2,870.09","2,885.71","2,868.08",0.97,2885.71,180.17M
505,2016-09-30,"2,859.70","2,869.47","2,847.30",-0.56,2869.47,225.40M
506,2016-10-03,"2,879.85","2,888.33","2,861.95",0.05,2870.84,123.80M
507,2016-10-04,"2,871.17","2,885.15","2,870.66",0.48,2884.64,170.23M
508,2016-10-05,"2,871.49","2,891.24","2,870.45",-0.1,2881.79,156.55M
509,2016-10-06,"2,896.55","2,901.73","2,883.91",0.12,2885.22,179.30M
510,2016-10-07,"2,890.69","2,891.53","2,867.53",-0.35,2875.24,159.52M
511,2016-10-10,"2,869.85","2,874.55","2,863.33",-0.17,2870.24,110.44M
512,2016-10-11,"2,872.79","2,876.88","2,849.12",-0.49,2856.13,186.58M
513,2016-10-12,"2,841.04","2,844.85","2,813.71",-1.49,2813.71,328.02M
514,2016-10-13,"2,805.17","2,808.67","2,783.33",-0.29,2805.48,245.60M
515,2016-10-14,"2,805.05","2,817.26","2,803.82",0.35,2815.24,221.39M
516,2016-10-17,"2,811.42","2,817.07","2,793.55",0.07,2817.07,207.86M
517,2016-10-18,"2,815.73","2,830.71","2,814.91",0.48,2830.63,196.21M
518,2016-10-19,"2,830.07","2,844.62","2,824.80",0.49,2844.62,173.34M
519,2016-10-20,"2,853.82","2,856.65","2,834.85",-0.07,2842.62,172.08M
520,2016-10-21,"2,842.46","2,842.79","2,818.87",-0.41,2831.06,144.11M
521,2016-10-24,"2,842.46","2,857.26","2,834.07",0.9,2856.68,170.42M
522,2016-10-25,"2,854.36","2,860.74","2,851.26",-0.09,2854.05,175.89M
523,2016-10-26,"2,845.53","2,846.69","2,825.07",-0.89,2828.57,149.85M
524,2016-10-27,"2,831.14","2,836.96","2,820.82",0.01,2828.94,163.58M
525,2016-10-28,"2,823.71","2,825.64","2,806.31",-0.45,2816.26,174.33M
526,2016-10-31,"2,795.13","2,821.67","2,794.85",-0.08,2813.87,198.57M
527,2016-11-01,"2,814.08","2,832.37","2,811.68",-0.01,2813.69,190.77M
528,2016-11-02,"2,799.13","2,813.10","2,796.71",-0.23,2807.14,305.05M
529,2016-11-03,"2,801.60","2,807.61","2,789.56",-0.18,2802.08,268.18M
530,2016-11-04,"2,797.63","2,799.57","2,784.26",-0.47,2788.8,362.37M
531,2016-11-07,"2,800.53","2,815.43","2,793.45",0.44,2800.95,285.41M
532,2016-11-08,"2,813.91","2,825.19","2,798.99",0.69,2820.24,327.42M
533,2016-11-09,"2,837.00","2,838.26","2,760.97",-1.08,2789.88,405.36M
534,2016-11-10,"2,822.87","2,839.97","2,819.90",1.58,2834.09,337.18M
535,2016-11-11,"2,822.12","2,836.35","2,803.85",-0.69,2814.6,401.17M
536,2016-11-14,"2,807.34","2,809.63","2,780.96",-0.97,2787.27,314.62M
537,2016-11-15,"2,778.73","2,808.21","2,778.07",0.37,2797.55,255.55M
538,2016-11-16,"2,803.63","2,819.40","2,793.64",-0.13,2793.99,300.22M
539,2016-11-17,"2,797.93","2,818.91","2,795.47",0.7,2813.48,295.71M
540,2016-11-18,"2,817.45","2,840.46","2,814.11",0.89,2838.65,269.74M
541,2016-11-21,"2,836.90","2,839.60","2,816.67",-0.77,2816.67,413.33M
542,2016-11-22,"2,835.91","2,839.95","2,822.20",0.2,2822.2,405.24M
543,2016-11-23,"2,834.11","2,841.39","2,828.55",0.62,2839.69,325.74M
544,2016-11-24,"2,834.40","2,852.34","2,813.78",0.14,2843.72,308.12M
545,2016-11-25,"2,845.47","2,870.39","2,844.35",0.55,2859.33,264.61M
546,2016-11-28,"2,864.11","2,889.85","2,862.15",0.54,2874.65,283.95M
547,2016-11-29,"2,881.78","2,882.11","2,867.87",0.16,2879.14,280.15M
548,2016-11-30,"2,915.42","2,915.42","2,894.99",0.9,2905.17,503.98M
549,2016-12-01,"2,913.65","2,928.58","2,912.23",0.81,2928.58,309.86M
550,2016-12-02,"2,930.34","2,933.33","2,914.89",-0.31,2919.37,322.16M
551,2016-12-05,"2,918.89","2,943.26","2,914.68",0.81,2943.05,247.36M
552,2016-12-06,"2,943.30","2,955.17","2,941.62",0.21,2949.12,249.45M
553,2016-12-07,"2,957.42","2,961.40","2,948.49",0.36,2959.84,264.81M
554,2016-12-08,"2,965.33","2,980.77","2,956.03",-0.03,2958.86,299.64M
555,2016-12-09,"2,957.53","2,964.98","2,949.87",-0.09,2956.13,268.15M
556,2016-12-12,"2,960.12","2,965.37","2,937.15",-0.13,2952.19,218.25M
557,2016-12-13,"2,952.84","2,956.98","2,939.56",0.1,2955.23,221.80M
558,2016-12-14,"2,963.28","2,969.01","2,952.75",-0.04,2954.06,221.61M
559,2016-12-15,"2,938.15","2,943.79","2,921.99",-0.79,2930.77,251.40M
560,2016-12-16,"2,934.29","2,942.48","2,930.32",0.24,2937.86,312.43M
561,2016-12-19,"2,930.01","2,931.68","2,910.53",-0.84,2913.08,208.27M
562,2016-12-20,"2,917.11","2,925.28","2,903.47",-0.06,2911.31,239.99M
563,2016-12-21,"2,912.38","2,924.42","2,901.70",-0.33,2901.7,181.77M
564,2016-12-22,"2,899.65","2,902.80","2,874.18",-0.68,2882.04,164.05M
565,2016-12-23,"2,869.45","2,877.88","2,866.17",-0.38,2871.05,135.44M
566,2016-12-27,"2,861.60","2,887.58","2,857.91",0.51,2885.76,75.47M
567,2016-12-28,"2,885.68","2,900.42","2,884.55",0.43,2898.3,115.51M
568,2016-12-29,"2,885.16","2,891.22","2,878.18",-0.32,2889.15,108.22M
569,2016-12-30,"2,898.26","2,903.35","2,880.76",-0.29,2880.76,183.77M
570,2017-01-03,"2,887.00","2,899.67","2,869.66",0.63,2898.97,174.91M
571,2017-01-04,"2,897.18","2,932.35","2,897.18",0.77,2921.31,196.29M
572,2017-01-05,"2,941.47","2,968.15","2,936.52",1.12,2954.14,262.65M
573,2017-01-06,"2,964.82","2,970.79","2,954.86",0.29,2962.63,229.37M
574,2017-01-09,"2,962.13","2,986.49","2,961.97",0.64,2981.54,157.73M
575,2017-01-10,"2,972.93","3,006.02","2,971.37",0.82,3006.02,264.78M
576,2017-01-11,"3,009.73","3,018.90","2,995.43",-0.17,3000.94,237.56M
577,2017-01-12,"3,010.71","3,022.22","2,991.41",-0.26,2993.0,262.04M
578,2017-01-13,"3,001.06","3,025.84","2,999.01",1.07,3025.07,243.12M
579,2017-01-16,"3,024.61","3,027.46","2,999.53",-0.4,3013.12,179.69M
580,2017-01-17,"3,009.92","3,012.77","3,000.86",-0.01,3012.77,155.39M
581,2017-01-18,"3,000.80","3,008.26","2,988.07",-0.42,3000.22,242.64M
582,2017-01-19,"3,004.29","3,011.41","2,995.15",0.27,3008.22,202.86M
583,2017-01-20,"3,006.44","3,016.45","3,003.80",0.1,3011.08,180.89M
584,2017-01-23,"3,010.86","3,026.92","3,008.02",0.48,3025.48,217.61M
585,2017-01-24,"3,024.67","3,043.98","3,022.53",0.54,3041.95,291.67M
586,2017-01-25,"3,057.98","3,061.92","3,033.25",-0.07,3039.94,317.62M
587,2017-01-26,"3,049.86","3,058.98","3,044.78",0.39,3051.78,287.00M
588,2017-01-27,"3,064.55","3,065.13","3,054.64",0.43,3064.85,115.81M
589,2017-01-31,"3,053.70","3,056.32","3,031.18",-0.59,3046.8,266.28M
590,2017-02-01,"3,045.94","3,073.37","3,041.47",0.68,3067.49,253.02M
591,2017-02-02,"3,063.95","3,068.48","3,036.76",-0.76,3044.08,214.25M
592,2017-02-03,"3,047.08","3,048.12","3,030.65",-0.07,3041.94,211.90M
593,2017-02-06,"3,047.69","3,062.90","3,040.66",0.49,3056.91,239.26M
594,2017-02-07,"3,053.05","3,076.52","3,052.30",0.48,3071.64,235.07M
595,2017-02-08,"3,069.20","3,072.90","3,055.80",-0.17,3066.53,220.38M
596,2017-02-09,"3,067.14","3,091.28","3,067.14",0.44,3079.96,264.06M
597,2017-02-10,"3,090.56","3,104.30","3,088.72",0.66,3100.39,350.29M
598,2017-02-13,"3,107.64","3,118.30","3,105.58",0.36,3111.63,292.02M
599,2017-02-14,"3,093.91","3,097.21","3,064.59",-1.26,3072.47,245.96M
600,2017-02-15,"3,081.30","3,093.21","3,077.64",0.52,3088.48,366.24M
601,2017-02-16,"3,088.84","3,096.74","3,079.11",0.27,3096.69,306.20M
602,2017-02-17,"3,099.20","3,114.70","3,099.20",0.35,3107.65,276.40M
603,2017-02-20,"3,106.81","3,109.18","3,092.82",-0.35,3096.69,214.71M
604,2017-02-21,"3,100.93","3,101.18","3,086.57",-0.08,3094.19,247.48M
605,2017-02-22,"3,104.12","3,123.79","3,101.25",0.91,3122.2,317.75M
606,2017-02-23,"3,119.81","3,137.57","3,114.79",0.49,3137.57,391.27M
607,2017-02-24,"3,136.24","3,138.97","3,110.90",-0.65,3117.03,243.83M
608,2017-02-27,"3,101.18","3,113.63","3,094.90",-0.27,3108.62,243.06M
609,2017-02-28,"3,095.48","3,106.48","3,089.91",-0.39,3096.61,383.25M
610,2017-03-01,"3,106.30","3,129.69","3,104.59",0.84,3122.77,259.93M
611,2017-03-02,"3,147.97","3,158.26","3,123.33",0.44,3136.48,345.83M
612,2017-03-03,"3,121.20","3,125.10","3,104.33",-0.45,3122.34,258.59M
613,2017-03-06,"3,121.96","3,128.77","3,109.89",-0.03,3121.51,211.46M
614,2017-03-07,"3,121.18","3,131.65","3,120.21",0.29,3130.44,261.11M
615,2017-03-08,"3,128.45","3,150.84","3,127.19",0.47,3145.29,273.22M
616,2017-03-09,"3,135.71","3,137.19","3,114.67",-0.84,3118.84,210.70M
617,2017-03-10,"3,114.75","3,146.38","3,106.98",0.47,3133.35,253.62M
618,2017-03-13,"3,139.04","3,150.83","3,132.23",0.44,3147.15,206.98M
619,2017-03-14,"3,147.94","3,152.13","3,135.02",-0.12,3143.4,230.88M
620,2017-03-15,"3,133.41","3,142.50","3,116.34",-0.19,3137.43,242.79M
621,2017-03-16,"3,155.32","3,168.26","3,150.16",0.83,3163.52,303.76M
622,2017-03-17,"3,168.92","3,177.90","3,164.45",0.19,3169.38,389.76M
623,2017-03-20,"3,162.21","3,172.74","3,147.89",-0.12,3165.7,211.62M
624,2017-03-21,"3,170.48","3,172.63","3,156.77",-0.23,3158.57,151.99M
625,2017-03-22,"3,128.26","3,131.92","3,114.33",-1.28,3118.19,231.62M
626,2017-03-23,"3,125.18","3,131.23","3,117.63",0.28,3126.93,186.23M
627,2017-03-24,"3,129.18","3,148.89","3,124.47",0.51,3142.9,231.41M
628,2017-03-27,"3,122.05","3,133.76","3,112.39",-0.51,3126.88,192.65M
629,2017-03-28,"3,139.80","3,158.97","3,139.04",0.99,3157.82,222.44M
630,2017-03-29,"3,166.77","3,188.02","3,166.21",0.85,3184.57,229.97M
631,2017-03-30,"3,184.44","3,187.44","3,168.27",-0.36,3173.24,204.95M
632,2017-03-31,"3,172.06","3,181.61","3,171.49",0.06,3175.11,319.98M
633,2017-04-03,"3,180.27","3,188.17","3,179.62",0.39,3187.51,281.40M
634,2017-04-04,"3,182.32","3,189.81","3,175.15",-0.27,3179.06,199.63M
635,2017-04-05,"3,176.91","3,182.44","3,157.03",-0.08,3176.55,242.02M
636,2017-04-06,"3,167.60","3,175.59","3,157.36",-0.03,3175.59,199.13M
637,2017-04-07,"3,171.22","3,177.27","3,144.50",0.05,3177.27,229.15M
638,2017-04-10,"3,177.27","3,182.44","3,170.18",0.13,3181.45,210.58M
639,2017-04-11,"3,180.02","3,186.46","3,164.21",-0.21,3174.75,225.20M
640,2017-04-12,"3,170.58","3,186.50","3,165.22",0.35,3186.01,324.66M
641,2017-04-13,"3,162.52","3,176.63","3,160.28",-0.53,3169.24,177.81M
642,2017-04-14,"3,169.24","3,169.24","3,169.24",0.0,3169.24,
643,2017-04-17,"3,159.19","3,160.14","3,136.93",-0.98,3138.3,153.62M
644,2017-04-18,"3,159.88","3,162.58","3,134.28",-0.02,3137.54,189.34M
645,2017-04-19,"3,129.74","3,129.87","3,113.90",-0.36,3126.28,261.89M
646,2017-04-20,"3,119.92","3,144.05","3,117.97",0.37,3137.88,241.41M
647,2017-04-21,"3,150.09","3,156.03","3,138.93",0.06,3139.83,213.59M
648,2017-04-24,"3,156.89","3,156.89","3,129.26",0.13,3144.03,218.13M
649,2017-04-25,"3,145.26","3,167.22","3,143.22",0.63,3163.93,258.06M
650,2017-04-26,"3,164.12","3,176.79","3,161.99",0.31,3173.76,269.42M
651,2017-04-27,"3,172.84","3,182.11","3,164.54",-0.08,3171.36,219.57M
652,2017-04-28,"3,172.91","3,183.18","3,170.14",0.13,3175.44,310.36M
653,2017-05-01,"3,175.44","3,175.44","3,175.44",0.0,3175.44,
654,2017-05-02,"3,183.43","3,212.27","3,183.41",1.12,3211.11,262.75M
655,2017-05-03,"3,224.21","3,238.94","3,221.75",0.83,3237.81,171.60M
656,2017-05-04,"3,236.14","3,239.76","3,218.41",-0.28,3228.62,236.35M
657,2017-05-05,"3,228.27","3,235.97","3,214.87",0.03,3229.73,230.10M
658,2017-05-08,"3,240.44","3,240.44","3,226.06",0.22,3236.98,292.01M
659,2017-05-09,"3,247.41","3,250.26","3,237.69",0.4,3249.97,235.25M
660,2017-05-10,"3,249.97","3,249.97","3,249.97",0.0,3249.97,
661,2017-05-11,"3,261.08","3,274.33","3,257.42",0.65,3271.11,354.22M
662,2017-05-12,"3,267.97","3,272.02","3,253.54",-0.48,3255.29,314.80M
663,2017-05-15,"3,262.26","3,275.39","3,255.20",0.27,3264.21,323.28M
664,2017-05-16,"3,259.14","3,259.66","3,224.74",-1.12,3227.71,284.31M
665,2017-05-17,"3,220.47","3,227.26","3,207.48",-0.11,3224.1,231.36M
666,2017-05-18,"3,192.79","3,226.71","3,189.70",-0.08,3221.66,256.67M
667,2017-05-19,"3,217.84","3,226.73","3,213.76",-0.15,3216.92,222.18M
668,2017-05-22,"3,216.18","3,224.25","3,208.95",-0.1,3213.57,218.72M
669,2017-05-23,"3,220.86","3,233.86","3,216.18",0.28,3222.69,217.18M
670,2017-05-24,"3,230.60","3,233.48","3,220.68",0.27,3231.24,184.24M
671,2017-05-25,"3,231.30","3,248.17","3,229.52",0.1,3234.37,235.26M
672,2017-05-26,"3,227.38","3,233.05","3,217.67",-0.46,3219.42,195.87M
673,2017-05-29,"3,217.25","3,221.24","3,211.09",-0.15,3214.55,164.84M
674,2017-05-30,"3,215.71","3,215.71","3,195.82",-0.3,3204.79,161.92M
675,2017-05-31,"3,202.12","3,214.83","3,199.83",0.19,3210.82,444.66M
676,2017-06-01,"3,214.12","3,235.96","3,211.10",0.78,3235.96,272.63M
677,2017-06-02,"3,242.73","3,248.12","3,233.59",0.13,3240.01,189.23M
678,2017-06-05,"3,242.35","3,244.98","3,229.26",-0.05,3238.31,199.70M
679,2017-06-06,"3,237.51","3,242.04","3,229.59",-0.08,3235.75,181.82M
680,2017-06-07,"3,237.61","3,249.57","3,230.49",-0.16,3230.49,203.81M
681,2017-06-08,"3,236.41","3,242.74","3,226.64",0.2,3237.05,162.38M
682,2017-06-09,"3,243.03","3,260.01","3,239.98",0.53,3254.19,197.13M
683,2017-06-12,"3,256.71","3,270.92","3,243.26",-0.18,3248.34,207.54M
684,2017-06-13,"3,253.57","3,264.92","3,252.62",0.28,3257.52,195.23M
685,2017-06-14,"3,262.82","3,264.05","3,242.53",-0.13,3253.43,206.80M
686,2017-06-15,"3,243.94","3,247.36","3,226.75",-0.66,3232.09,231.25M
687,2017-06-16,"3,235.18","3,246.58","3,224.19",-0.02,3231.44,304.39M
688,2017-06-19,"3,239.08","3,251.72","3,238.49",0.49,3247.18,146.08M
689,2017-06-20,"3,249.42","3,254.90","3,226.43",-0.52,3230.42,208.47M
690,2017-06-21,"3,213.67","3,215.98","3,196.49",-0.89,3201.77,222.28M
691,2017-06-22,"3,206.11","3,226.68","3,202.73",0.43,3215.55,221.77M
692,2017-06-23,"3,223.60","3,223.60","3,200.21",-0.19,3209.47,295.10M
693,2017-06-26,"3,209.47","3,209.47","3,209.47",0.0,3209.47,
694,2017-06-27,"3,216.57","3,226.19","3,211.52",0.31,3219.53,196.60M
