Date,Close/Last,Volume,Open,High,Low,Pct_Change
2015-10-19,108.74,23703190,107.98,108.81,107.74,0.57
2015-10-20,108.18,23331900,108.545,108.78,107.81,-0.51
2015-10-21,107.52,30171490,108.73,108.84,107.48,-0.61
2015-10-22,109.71,42234210,108.48,109.8,108.171,2.04
2015-10-23,112.78,53153750,112.66,113.24,112.07,2.8
2015-10-26,112.85,25905450,112.7,113.07,112.27,0.06
2015-10-27,113.08,31239800,112.55,113.24,112.52,0.2
2015-10-28,114.02,42187140,113.25,114.02,112.34,0.83
2015-10-29,113.84,24856570,113.5,114.03,113.38,-0.16
2015-10-30,113.33,27179050,113.89,114.08,113.3,-0.45
2015-11-02,114.61,22110240,113.63,114.745,113.39,1.13
2015-11-03,115.01,20375270,114.38,115.42,114.21,0.35
2015-11-04,115.02,28552950,115.39,115.47,114.54,0.01
2015-11-05,114.71,24972440,115.12,115.395,114.11,-0.27
2015-11-06,114.79,29913130,114.49,114.92,113.76,0.07
2015-11-09,113.57,33457990,114.36,114.51,112.865,-1.06
2015-11-10,113.28,35427340,112.97,113.39,112.63,-0.26
2015-11-11,113.14,22687560,113.59,114.14,112.95,-0.12
2015-11-12,112.04,31098040,112.65,113.23,111.96,-0.97
2015-11-13,109.84,52682900,111.57,111.69,109.78,-1.96
2015-11-16,111.42,33688440,109.74,111.44,109.48,1.44
2015-11-17,111.49,30488740,111.61,112.29,111.2099,0.06
2015-11-18,113.63,32838660,111.94,113.74,111.83,1.92
2015-11-19,113.71,26154500,113.68,114.23,113.49,0.07
2015-11-20,114.48,22709640,114.24,114.57,114.14,0.68
2015-11-23,114.15,20680020,114.53,114.94,113.66,-0.29
2015-11-24,114.05,26351290,113.42,114.32,112.8377,-0.09
2015-11-25,114.15,14153540,114.19,114.36,113.91,0.09
2015-11-27,114.31,8827991,114.395,114.541,113.92,0.14
2015-11-30,114.02,24005590,114.6,114.65,113.65,-0.25
2015-12-01,115.16,28619260,114.475,115.16,114.34,1.0
2015-12-02,114.45,22368460,115.23,115.75,114.28,-0.62
2015-12-03,112.51,42659630,114.76,114.96,111.8432,-1.7
2015-12-04,115.14,40010830,112.84,115.33,112.62,2.34
2015-12-07,114.62,25867410,115.22,115.29,114.07,-0.45
2015-12-08,114.63,30763280,113.44,114.995,113.38,0.01
2015-12-09,112.89,48346420,114.11,114.76,112.2,-1.52
2015-12-10,113.4,30108590,113.15,114.16,112.811,0.45
2015-12-11,110.79,55997710,112.09,112.39,110.72,-2.3
2015-12-14,111.63,52911030,110.98,111.68,109.38,0.76
2015-12-15,112.31,48391780,112.6,113.28,112.17,0.61
2015-12-16,113.98,44877890,113.07,114.17,111.89,1.49
2015-12-17,112.32,45577120,114.46,114.48,112.3,-1.46
2015-12-18,109.83,53624810,111.58,111.88,109.83,-2.22
2015-12-21,111.05,26176270,110.87,111.07,110.05,1.11
2015-12-22,111.78,26505120,111.65,111.94,111.05,0.66
2015-12-23,112.61,25629160,112.34,112.69,112.16,0.74
2015-12-24,112.59,11480240,112.57,112.9,112.54,-0.02
2015-12-28,112.53,19173520,112.32,112.55,111.51,-0.05
2015-12-29,114.3,27666540,113.215,114.545,113.13,1.57
2015-12-30,113.27,19482590,114.16,114.24,113.25,-0.9
2015-12-31,111.86,29875400,112.87,113.08,111.84,-1.24
2016-01-04,109.5,50738180,109.43,109.6,108.12,-2.11
2016-01-05,109.31,38759030,110.04,110.18,108.8,-0.17
2016-01-06,108.26,41757560,107.43,108.89,107.41,-0.96
2016-01-07,104.87,61245870,105.96,107.29,104.81,-3.13
2016-01-08,104.01,69302790,105.67,106.29,103.9,-0.82
2016-01-11,104.33,49927880,104.79,105.06,102.73,0.31
2016-01-12,105.54,46539840,105.31,106.08,104.08,1.16
2016-01-13,101.9,69536010,106.0,106.23,101.74,-3.45
2016-01-14,104.07,77797930,102.3,104.98,100.67,2.13
2016-01-15,100.84,91426240,100.57,101.94,99.51,-3.1
2016-01-19,101.06,56472360,102.2,102.37,99.88,0.22
2016-01-20,100.75,86552470,99.48,101.83,97.25,-0.31
2016-01-21,100.85,61528160,101.19,102.349,99.82,0.1
2016-01-22,103.77,42115880,102.84,103.81,102.5305,2.9
2016-01-25,102.23,38802900,103.46,103.99,102.14,-1.48
2016-01-26,103.15,35880480,102.65,103.59,101.76,0.9
2016-01-27,100.58,54112680,102.55,102.99,100.15,-2.49
2016-01-28,102.0,47523720,102.19,102.29,100.26,1.41
2016-01-29,104.13,52881670,102.0,104.17,101.94,2.09
2016-02-01,104.41,32663930,103.62,104.8,103.23,0.27
2016-02-02,102.15,44765580,103.97,103.97,101.84,-2.16
2016-02-03,101.66,61459310,102.8,102.83,99.88,-0.48
2016-02-04,101.65,49259950,101.35,102.455,100.44,-0.01
2016-02-05,98.12,70707170,101.29,101.33,97.72,-3.47
2016-02-08,96.62,91534770,96.33,97.05,94.84,-1.53
2016-02-09,96.32,73702120,95.36,97.78,95.18,-0.31
2016-02-10,96.69,59327720,97.5,98.69,96.62,0.38
2016-02-11,96.55,76754070,95.45,97.32,95.19,-0.14
2016-02-12,98.02,49169660,97.68,98.12,96.73,1.52
2016-02-16,100.23,40471150,99.44,100.23,98.85,2.25
2016-02-17,102.5,41730840,101.01,102.64,100.7,2.26
2016-02-18,101.33,38939370,102.81,102.84,101.2,-1.14
2016-02-19,101.63,28236320,100.91,101.94,100.615,0.3
2016-02-22,103.28,23893240,102.54,103.38,102.48,1.62
2016-02-23,101.58,29817930,102.67,102.96,101.51,-1.65
2016-02-24,102.55,40635980,100.44,102.68,99.77,0.95
2016-02-25,103.56,29342130,102.76,103.56,101.84,0.98
2016-02-26,103.43,30904450,104.28,104.3659,103.1835,-0.13
2016-02-29,102.5,27446750,103.31,104.1,102.5,-0.9
2016-03-01,105.79,37635310,103.45,105.79,103.16,3.21
2016-03-02,105.83,29178950,105.63,105.85,105.01,0.04
2016-03-03,105.63,25446700,105.71,105.75,104.87,-0.19
2016-03-04,105.67,31646780,105.76,106.35,104.97,0.04
2016-03-07,105.02,25822770,105.12,105.74,104.27,-0.62
2016-03-08,104.15,28860660,104.3,105.2138,103.97,-0.83
2016-03-09,104.82,31022490,104.57,104.84,103.96,0.64
2016-03-10,104.66,44968570,105.31,105.86,103.31,-0.15
2016-03-11,106.49,31443590,105.8,106.49,105.46,1.75
2016-03-14,106.67,25299990,106.08,106.92,106.06,0.17
2016-03-15,106.63,26502320,106.27,106.75,105.95,-0.04
2016-03-16,107.58,30546800,106.37,107.86,106.34,0.89
2016-03-17,107.52,29605340,107.26,107.77,106.87,-0.06
2016-03-18,107.37,37668600,107.46,107.635,106.8,-0.14
2016-03-21,107.79,17263190,107.16,107.89,107.12,0.39
2016-03-22,108.12,18789620,107.18,108.37,107.16,0.31
2016-03-23,107.23,20894270,107.91,107.99,106.99,-0.82
2016-03-24,107.26,19003540,106.67,107.29,106.53,0.03
2016-03-28,107.11,13853180,107.56,107.58,106.92,-0.14
2016-03-29,108.83,29890560,106.93,108.9,106.73,1.61
2016-03-30,109.36,23781420,109.48,110.04,109.13,0.49
2016-03-31,109.2,21408680,109.3,109.69,109.03,-0.15
2016-04-01,110.36,25817620,108.58,110.4,108.39,1.06
2016-04-04,109.94,17108740,110.31,110.435,109.68,-0.38
2016-04-05,108.88,20085890,109.08,109.5,108.74,-0.96
2016-04-06,110.67,25012580,109.0,110.71,108.99,1.64
2016-04-07,109.08,28520620,110.04,110.225,108.61,-1.44
2016-04-08,109.0,22884650,109.77,110.02,108.615,-0.07
2016-04-11,108.6,25723510,109.48,110.02,108.585,-0.37
2016-04-12,109.51,28517570,108.66,109.72,108.015,0.84
2016-04-13,110.91,25295650,110.32,111.08,110.21,1.28
2016-04-14,110.92,17182600,110.0,111.33,110.0,0.01
2016-04-15,110.64,21348060,110.83,111.055,110.36,-0.25
2016-04-18,111.23,17079780,110.33,111.265,110.25,0.53
2016-04-19,110.55,42367400,111.44,111.44,109.88,-0.61
2016-04-20,110.64,18005010,110.54,111.15,110.17,0.08
2016-04-21,110.65,19853440,110.58,111.05,110.15,0.01
2016-04-22,108.98,39059760,109.21,109.72,108.12,-1.51
2016-04-25,108.98,14326870,108.62,108.99,108.45,0.0
2016-04-26,108.45,18921680,109.2,109.39,108.12,-0.49
2016-04-27,107.58,33001850,107.34,107.83,106.69,-0.8
2016-04-28,106.28,29690250,107.69,108.3335,106.0705,-1.21
2016-04-29,105.72,67498020,106.22,106.495,104.88,-0.53
2016-05-02,106.72,24798260,105.97,106.87,105.5525,0.95
2016-05-03,105.73,38170050,105.96,106.4399,105.45,-0.93
2016-05-04,105.05,27385350,105.12,105.4811,104.7902,-0.64
2016-05-05,105.02,20738550,105.43,105.66,104.81,-0.03
2016-05-06,105.58,29933580,104.51,105.6,104.4,0.53
2016-05-09,105.88,18904400,105.61,106.37,105.54,0.28
2016-05-10,107.33,21063580,106.26,107.38,106.07,1.37
2016-05-11,106.36,20902180,107.16,107.49,106.33,-0.9
2016-05-12,105.89,29132550,106.68,106.735,105.14,-0.44
2016-05-13,105.5,21047420,105.85,106.449,105.29,-0.37
2016-05-16,106.82,18299860,105.67,107.21,105.56,1.25
2016-05-17,105.48,29901070,106.74,107.04,105.2,-1.25
2016-05-18,105.86,28086110,105.29,106.43,105.04,0.36
2016-05-19,105.31,27213040,105.45,105.705,104.54,-0.52
2016-05-20,106.47,29521200,105.74,106.9,105.67,1.1
2016-05-23,106.33,15713530,106.55,106.97,106.23,-0.13
2016-05-24,108.46,29876610,106.92,108.59,106.885,2.0
2016-05-25,109.24,38458380,108.86,109.57,108.684,0.72
2016-05-26,109.56,21865810,109.35,109.7,109.09,0.29
2016-05-27,110.13,19857690,109.65,110.14,109.61,0.52
2016-05-31,110.34,24069300,110.28,110.51,109.7837,0.19
2016-06-01,110.35,19548630,110.0,110.6,109.91,0.01
2016-06-02,110.58,15629880,110.13,110.59,109.53,0.21
2016-06-03,110.06,20256300,110.37,110.42,109.34,-0.47
2016-06-06,110.46,12493600,110.25,110.75,110.07,0.36
2016-06-07,110.18,12156190,110.53,110.63,110.13,-0.25
2016-06-08,110.37,14551740,110.37,110.6,109.96,0.17
2016-06-09,110.19,17556520,109.93,110.31,109.71,-0.16
2016-06-10,108.94,32941260,109.2,109.4,108.56,-1.13
2016-06-13,108.03,25340830,108.34,108.93,107.89,-0.84
2016-06-14,108.03,24517990,107.78,108.415,107.24,0.0
2016-06-15,107.72,24546730,108.32,108.44,107.54,-0.29
2016-06-16,108.04,32060450,107.17,108.14,106.5,0.3
2016-06-17,106.49,28831680,107.53,107.6819,106.24,-1.43
2016-06-20,107.16,20496310,107.73,108.24,107.08,0.63
2016-06-21,107.5,22663200,107.33,107.715,107.1,0.32
